Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Date	Characteristics [Collection site (VBcv:0000831)]	Term Source REF	Term Accession Number	Characteristics [Collection site latitude (VBcv:0000817)]	Characteristics [Collection site longitude (VBcv:0000816)]
MAP.16575	MAP.16575.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1991-09/1991-10	Sri Lanka	GAZ	00003924	8.025	81.01
MAP.16871	MAP.16871.collection		animal shed resting	house resting inside			1995-10/1996-10	India	GAZ	00002839	27.9	79.95
MAP.26670	MAP.26670.collection		man biting outdoors					Thailand	GAZ	00003744	11.953	99.655
MAP.65311	MAP.65311.collection		larval collection				2005-02/2005-02	Indonesia	GAZ	00003727	-7.2964	106.6864
MAP.16391	MAP.16391.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1991-01/1991-02	Sri Lanka	GAZ	00003924	8.035	79.826
MAP.25681	MAP.25681.collection		animal baited net trap	human baited net trap				Thailand	GAZ	00003744	19.1236	97.9647
MAP.60303	MAP.60303.collection		man biting outdoors	man biting indoors	animal baited net trap	house resting inside	1999-06/1999-06	Myanmar	GAZ	00006899	24.255	97.234
MAP.65067	MAP.65067.collection		larval collection				2005-04/2005-04	Indonesia	GAZ	00003727	-6.7911	106.6425
MAP.42134	MAP.42134.collection		house resting inside				2002-04/2002-04	India	GAZ	00002839	18.444	82.229
MAP.25999	MAP.25999.collection		larval collection				2004-02/2004-04	Thailand	GAZ	00003744	14.27	98.91
MAP.65697	MAP.65697.collection		larval collection				2005-09/2005-09	Indonesia	GAZ	00003727	-7.1247	106.6297
MAP.44898	MAP.44898.collection		light trap					Republic of Korea	GAZ	00002802	37.632	126.7
MAP.65266	MAP.65266.collection		larval collection				2004-10/2004-10	Indonesia	GAZ	00003727	-6.9439	106.7747
MAP.17100	MAP.17100.collection		animal biting outdoors	man biting outdoors	house resting inside		1989-08/1989-08	Sri Lanka	GAZ	00003924	7.673	81.0177
MAP.25754	MAP.25754.collection		larval collection				1991-08/1991-08	China, Macao	GAZ	00003202	22.121	113.555
MAP.25805	MAP.25805.collection		man biting					Papua New Guinea	GAZ	00003922	-5.3667	145.6667
MAP.25526	MAP.25526.collection		house resting inside	animal shed resting			1985-02/1985-02	India	GAZ	00002839	28.7174	77.2226
MAP.25551	MAP.25526.collection		house resting inside	animal shed resting			1985-02/1985-02	India	GAZ	00002839	28.7174	77.2226
MAP.23353	MAP.23353.collection		carbon dioxide baited net trap	larval collection			1988-05/1990-06	Australia	GAZ	00000463	-12.5334	130.7579
MAP.30838	MAP.30838.collection		house resting inside	animal shed resting	larval collection		1994-03/1994-08	Yemen	GAZ	00005284	14.333	43.432
MAP.23476	MAP.23476.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-14.0641	130.3685
MAP.61473	MAP.61473.collection						1992-05/1992-05	India	GAZ	00002839	24.016	85.75
MAP.61474	MAP.61473.collection						1992-05/1992-05	India	GAZ	00002839	24.016	85.75
MAP.61475	MAP.61473.collection						1992-05/1992-05	India	GAZ	00002839	24.016	85.75
MAP.23427	MAP.23427.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-11.6277	132.8377
MAP.25588	MAP.25588.collection		house resting inside	animal shed resting			1986-02/1986-02	India	GAZ	00002839	28.5615	77.1935
MAP.25613	MAP.25588.collection		house resting inside	animal shed resting			1986-02/1986-02	India	GAZ	00002839	28.5615	77.1935
MAP.59384	MAP.59384.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-04/1999-04	Myanmar	GAZ	00006899	22.109	95.138
MAP.26060	MAP.26060.collection		larval collection					Cambodia	GAZ	00006888	11.559	104.921
MAP.21186	MAP.21186.collection		carbon dioxide baited net trap	larval collection			1992-04/1992-05	Papua New Guinea	GAZ	00003922	-6.0716	141.0944
MAP.21187	MAP.21186.collection		carbon dioxide baited net trap	larval collection			1992-04/1992-05	Papua New Guinea	GAZ	00003922	-6.0716	141.0944
MAP.21188	MAP.21186.collection		carbon dioxide baited net trap	larval collection			1992-04/1992-05	Papua New Guinea	GAZ	00003922	-6.0716	141.0944
MAP.21189	MAP.21186.collection		carbon dioxide baited net trap	larval collection			1992-04/1992-05	Papua New Guinea	GAZ	00003922	-6.0716	141.0944
MAP.23776	MAP.23776.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-9.6695	147.4381
MAP.16477	MAP.16477.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1992-01/1992-02	Sri Lanka	GAZ	00003924	8.317	80.414
MAP.23613	MAP.23613.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-12.3485	142.9552
MAP.62086	MAP.62086.collection		animal baited net trap	larval collection			2005-11/2006-07	Sri Lanka	GAZ	00003924	9.652	80.349
MAP.24074	MAP.24074.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.9324	145.8278
MAP.65772	MAP.65772.collection		larval collection				2004-12/2004-12	Indonesia	GAZ	00003727	-7.1647	106.7767
MAP.784	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.785	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.786	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.788	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.789	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.790	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.791	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.792	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.793	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.795	MAP.784.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	17.35	96.041
MAP.1326	MAP.1326.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
MAP.1327	MAP.1326.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
MAP.1328	MAP.1326.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
MAP.1329	MAP.1326.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
MAP.1330	MAP.1326.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
MAP.1622	MAP.1622.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.172	95.691
MAP.1623	MAP.1622.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.172	95.691
MAP.1624	MAP.1622.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.172	95.691
MAP.65357	MAP.65357.collection		larval collection				2005-09/2005-09	Indonesia	GAZ	00003727	-7.1242	106.6506
MAP.49808	MAP.49808.collection		man biting					Thailand	GAZ	00003744	7.621	100.073
MAP.45770	MAP.45770.collection		larval collection				2002-00/2005-00	Solomon Islands	GAZ	00005275	-8.45	160.65
MAP.28063	MAP.28063.collection		man biting indoors	man biting outdoors	house resting inside	animal biting	1999-03/1999-11	Cambodia	GAZ	00006888	13.7167	106.9833
MAP.28064	MAP.28063.collection		man biting indoors	man biting outdoors	house resting inside	animal biting	1999-03/1999-11	Cambodia	GAZ	00006888	13.7167	106.9833
MAP.28065	MAP.28063.collection		man biting indoors	man biting outdoors	house resting inside	animal biting	1999-03/1999-11	Cambodia	GAZ	00006888	13.7167	106.9833
MAP.26943	MAP.26943.collection		animal shed resting	house resting inside			1995-00/1995-00	India	GAZ	00002839	23.175	75.783
MAP.19499	MAP.19499.collection		carbon dioxide baited net trap				1996-05/1996-05	Australia	GAZ	00000463	-16.812	145.638
MAP.65044	MAP.65044.collection							Papua New Guinea	GAZ	00003922	-3.8333	144.0667
MAP.25386	MAP.25386.collection		animal biting	man biting			1999-07/1999-08	Laos	GAZ	00006889	17.234	105.822
MAP.16235	MAP.16235.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1991-09/1991-10	Sri Lanka	GAZ	00003924	7.6	80.482
MAP.25844	MAP.25844.collection		man biting					Papua New Guinea	GAZ	00003922	-6.566	146.815
MAP.25846	MAP.25844.collection		man biting					Papua New Guinea	GAZ	00003922	-6.566	146.815
MAP.16757	MAP.16757.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1992-01/1992-02	Sri Lanka	GAZ	00003924	6.277	81.274
MAP.58867	MAP.58867.collection		man biting outdoors	man biting indoors	animal baited net trap	house resting inside	1999-10/1999-10	Myanmar	GAZ	00006899	16.901	94.664
MAP.4306	MAP.4306.collection		animal baited net trap	man biting	resting outdoors	house resting inside	1986-11/1988-03	Sri Lanka	GAZ	00003924	6.4301	81.3146
MAP.4307	MAP.4306.collection		animal baited net trap	man biting	resting outdoors	house resting inside	1986-11/1988-03	Sri Lanka	GAZ	00003924	6.4301	81.3146
MAP.4308	MAP.4306.collection		animal baited net trap	man biting	resting outdoors	house resting inside	1986-11/1988-03	Sri Lanka	GAZ	00003924	6.4301	81.3146
MAP.4309	MAP.4306.collection		animal baited net trap	man biting	resting outdoors	house resting inside	1986-11/1988-03	Sri Lanka	GAZ	00003924	6.4301	81.3146
MAP.24171	MAP.24171.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-6.9801	143.7465
MAP.25772	MAP.25772.collection		larval collection				1992-04/1992-05	Papua New Guinea	GAZ	00003922	-6.1833	141.45
MAP.61211	MAP.61211.collection		man biting outdoors				1997-04/1997-04	Papua New Guinea	GAZ	00003922	-3.567	142.682
MAP.61584	MAP.61584.collection		larval collection				1998-12/1998-12	Thailand	GAZ	00003744	19.1333	98.8667
MAP.42135	MAP.42135.collection		house resting inside				2002-05/2002-05	India	GAZ	00002839	18.444	82.229
MAP.23790	MAP.23790.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-9.6162	147.4381
MAP.65114	MAP.65114.collection		larval collection				2004-10/2004-10	Indonesia	GAZ	00003727	-7.1331	106.5742
MAP.24022	MAP.24022.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-8.1046	148.0375
MAP.24023	MAP.24022.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-8.1046	148.0375
MAP.25064	MAP.25064.collection		man biting					Vanuatu	GAZ	00006918	-17.75	168.558
MAP.24105	MAP.24105.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.8295	147.1232
MAP.23624	MAP.23624.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-15.7712	144.8087
MAP.20640	MAP.20640.collection		house resting inside	animal biting	larval collection	man biting indoors	1987-09/1987-09	Nepal	GAZ	00004399	28.96	80.365
MAP.20659	MAP.20640.collection		house resting inside	animal biting	larval collection	man biting indoors	1987-09/1987-09	Nepal	GAZ	00004399	28.96	80.365
MAP.20678	MAP.20640.collection		house resting inside	animal biting	larval collection	man biting indoors	1987-09/1987-09	Nepal	GAZ	00004399	28.96	80.365
MAP.20696	MAP.20640.collection		house resting inside	animal biting	larval collection	man biting indoors	1987-09/1987-09	Nepal	GAZ	00004399	28.96	80.365
MAP.28059	MAP.28059.collection		man biting indoors	man biting outdoors	animal biting	house resting inside	1998-04/2000-11	Viet Nam	GAZ	00003756	9.1833	105.3
MAP.28060	MAP.28059.collection		man biting indoors	man biting outdoors	animal biting	house resting inside	1998-04/2000-11	Viet Nam	GAZ	00003756	9.1833	105.3
MAP.28062	MAP.28059.collection		man biting indoors	man biting outdoors	animal biting	house resting inside	1998-04/2000-11	Viet Nam	GAZ	00003756	9.1833	105.3
MAP.25699	MAP.25699.collection						1996-00/1996-00	China	GAZ	00002845	27.5	120.3833
MAP.26004	MAP.26004.collection		larval collection				2004-02/2004-04	Thailand	GAZ	00003744	14.65	98.982
MAP.16679	MAP.16679.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1990-09/1990-10	Sri Lanka	GAZ	00003924	7.6	80.1166
MAP.42105	MAP.42105.collection		house resting inside				2001-10/2001-10	India	GAZ	00002839	18.444	82.229
MAP.61556	MAP.61556.collection		house resting inside	human baited net trap			1996-07/1996-10	India	GAZ	00002839	28.428	77.363
MAP.61557	MAP.61556.collection		house resting inside	human baited net trap			1996-07/1996-10	India	GAZ	00002839	28.428	77.363
MAP.4749	MAP.4749.collection		outlet window trap	house resting inside	man biting indoors	animal baited net trap	1994-07/1994-09	Sri Lanka	GAZ	00003924	7.649	80.827
MAP.22661	MAP.22661.collection		carbon dioxide baited net trap	larval collection	man biting		1989-00/1997-00	Papua New Guinea	GAZ	00003922	-8.055	146.143
MAP.61340	MAP.61340.collection		larval collection				1993-11/1993-11	India	GAZ	00002839	27.692	71.952
MAP.61354	MAP.61340.collection		larval collection				1993-11/1993-11	India	GAZ	00002839	27.692	71.952
MAP.61368	MAP.61340.collection		larval collection				1993-11/1993-11	India	GAZ	00002839	27.692	71.952
MAP.45847	MAP.45847.collection						2003-04/2003-08	India	GAZ	00002839	13.081	80.269
MAP.52783	MAP.52783.collection		animal biting	man biting indoors	man biting outdoors	house resting inside	1993-06/1993-06	Indonesia	GAZ	00003727	-8.753	115.88
MAP.52803	MAP.52783.collection		animal biting	man biting indoors	man biting outdoors	house resting inside	1993-06/1993-06	Indonesia	GAZ	00003727	-8.753	115.88
MAP.4054	MAP.4054.collection		larval collection				1996-09/1996-09	India	GAZ	00002839	28.731	77.15
MAP.4058	MAP.4054.collection		larval collection				1996-09/1996-09	India	GAZ	00002839	28.731	77.15
MAP.39397	MAP.39397.collection		larval collection					Myanmar	GAZ	00006899	18.1	96.5
MAP.4776	MAP.4776.collection		outlet window trap	house resting inside	man biting indoors	animal baited net trap	1995-04/1995-06	Sri Lanka	GAZ	00003924	7.6586	80.8489
MAP.950	MAP.950.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	21.317	95.482
MAP.951	MAP.950.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	21.317	95.482
MAP.19261	MAP.19261.collection		house resting inside	animal shed resting	resting outdoors		1999-04/2000-03	Pakistan	GAZ	00005246	29.58	73.026
MAP.19274	MAP.19261.collection		house resting inside	animal shed resting	resting outdoors		1999-04/2000-03	Pakistan	GAZ	00005246	29.58	73.026
MAP.19288	MAP.19261.collection		house resting inside	animal shed resting	resting outdoors		1999-04/2000-03	Pakistan	GAZ	00005246	29.58	73.026
MAP.16645	MAP.16645.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1991-09/1991-10	Sri Lanka	GAZ	00003924	7.979	80.274
MAP.24187	MAP.24187.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-6.8292	146.9374
MAP.24188	MAP.24187.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-6.8292	146.9374
MAP.59852	MAP.59852.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-02/1999-02	Myanmar	GAZ	00006899	19.422	93.555
MAP.59872	MAP.59852.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-02/1999-02	Myanmar	GAZ	00006899	19.422	93.555
MAP.4450	MAP.4450.collection		house resting inside	animal shed resting	animal biting		1997-09/1997-09	Pakistan	GAZ	00005246	31.612	73.982
MAP.4459	MAP.4450.collection		house resting inside	animal shed resting	animal biting		1997-09/1997-09	Pakistan	GAZ	00005246	31.612	73.982
MAP.4486	MAP.4450.collection		house resting inside	animal shed resting	animal biting		1997-09/1997-09	Pakistan	GAZ	00005246	31.612	73.982
MAP.24094	MAP.24094.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.8567	146.2049
MAP.24095	MAP.24094.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.8567	146.2049
MAP.66018	MAP.66018.collection						2005-09/2005-09	Republic of Korea	GAZ	00002802	36.5122	126.3307
MAP.42002	MAP.42002.collection		man biting				2005-09/2005-11	Thailand	GAZ	00003744	18.8535	99.0141
MAP.65164	MAP.65164.collection		larval collection				2005-03/2005-03	Indonesia	GAZ	00003727	-7.4242	106.6983
MAP.59001	MAP.59001.collection		man biting outdoors	man biting indoors	animal baited net trap	house resting inside	1998-10/1998-10	Myanmar	GAZ	00006899	21.898	96.057
MAP.20865	MAP.20865.collection		larval collection	house resting inside	animal biting	man biting indoors	1987-10/1987-10	Nepal	GAZ	00004399	27.189	85.996
MAP.20881	MAP.20865.collection		larval collection	house resting inside	animal biting	man biting indoors	1987-10/1987-10	Nepal	GAZ	00004399	27.189	85.996
MAP.20903	MAP.20865.collection		larval collection	house resting inside	animal biting	man biting indoors	1987-10/1987-10	Nepal	GAZ	00004399	27.189	85.996
MAP.20927	MAP.20865.collection		larval collection	house resting inside	animal biting	man biting indoors	1987-10/1987-10	Nepal	GAZ	00004399	27.189	85.996
MAP.23439	MAP.23439.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-12.0647	134.6513
MAP.59122	MAP.59122.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-12/1999-12	Myanmar	GAZ	00006899	20.835	95.216
MAP.26077	MAP.26077.collection		animal biting	man biting				Indonesia	GAZ	00003727	3.634	98.641
MAP.5002	MAP.5002.collection		man biting indoors	animal shed resting			1986-07/1986-09	China	GAZ	00002845	35.1	118.264
MAP.16230	MAP.16230.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1990-11/1990-12	Sri Lanka	GAZ	00003924	7.6	80.482
MAP.23342	MAP.23342.collection		carbon dioxide baited net trap	larval collection			1988-05/1990-06	Australia	GAZ	00000463	-11.2914	130.4243
MAP.65495	MAP.65495.collection		larval collection				2004-10/2004-10	Indonesia	GAZ	00003727	-7.195	106.5386
MAP.60013	MAP.60013.collection		larval collection	man biting	animal baited net trap		2000-01/2000-01	Myanmar	GAZ	00006899	16.257	97.725
MAP.17281	MAP.17281.collection		animal biting	animal shed resting	house resting inside	man biting indoors	1996-04/1996-04	India	GAZ	00002839	28.573	77.679
MAP.17301	MAP.17281.collection		animal biting	animal shed resting	house resting inside	man biting indoors	1996-04/1996-04	India	GAZ	00002839	28.573	77.679
MAP.60457	MAP.60457.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-10/1999-10	Myanmar	GAZ	00006899	18.941	96.432
MAP.60507	MAP.60457.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-10/1999-10	Myanmar	GAZ	00006899	18.941	96.432
MAP.60540	MAP.60457.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-10/1999-10	Myanmar	GAZ	00006899	18.941	96.432
MAP.60559	MAP.60457.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-10/1999-10	Myanmar	GAZ	00006899	18.941	96.432
MAP.17284	MAP.17284.collection		animal biting	animal shed resting	house resting inside	man biting indoors	1996-07/1996-07	India	GAZ	00002839	28.573	77.679
MAP.17304	MAP.17284.collection		animal biting	animal shed resting	house resting inside	man biting indoors	1996-07/1996-07	India	GAZ	00002839	28.573	77.679
MAP.64739	MAP.64739.collection		animal biting	man biting			2006-08/2008-01	Thailand	GAZ	00003744	10.506	99.185
MAP.24620	MAP.24620.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-2.904	141.7165
MAP.61665	MAP.61665.collection		light trap	house resting inside			1995-11/1995-11	India	GAZ	00002839	26.086	90.553
MAP.61666	MAP.61665.collection		light trap	house resting inside			1995-11/1995-11	India	GAZ	00002839	26.086	90.553
MAP.61667	MAP.61665.collection		light trap	house resting inside			1995-11/1995-11	India	GAZ	00002839	26.086	90.553
MAP.24575	MAP.24575.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-3.8458	144.022
MAP.16753	MAP.16753.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1991-05/1991-06	Sri Lanka	GAZ	00003924	6.277	81.274
MAP.23410	MAP.23410.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-11.4966	131.4392
MAP.23138	MAP.23138.collection		larval collection				1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.3815	154.603
MAP.23139	MAP.23138.collection		larval collection				1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.3815	154.603
MAP.23140	MAP.23138.collection		larval collection				1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.3815	154.603
MAP.23268	MAP.23268.collection		carbon dioxide baited net trap	larval collection			1988-05/1990-06	Australia	GAZ	00000463	-13.7547	136.129
MAP.17824	MAP.17824.collection		man biting				1995-03/1995-03	Solomon Islands	GAZ	00005275	-9.442	159.967
MAP.24481	MAP.24481.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-4.6103	145.452
MAP.59418	MAP.59418.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-12/1998-12	Myanmar	GAZ	00006899	23.91	95.723
MAP.1599	MAP.1599.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	16.528	98.275
MAP.1600	MAP.1599.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	16.528	98.275
MAP.1601	MAP.1599.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	16.528	98.275
MAP.1602	MAP.1599.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	16.528	98.275
MAP.1603	MAP.1599.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	16.528	98.275
MAP.20649	MAP.20649.collection		house resting inside	animal biting	larval collection	man biting indoors	1988-10/1988-10	Nepal	GAZ	00004399	28.96	80.365
MAP.20669	MAP.20649.collection		house resting inside	animal biting	larval collection	man biting indoors	1988-10/1988-10	Nepal	GAZ	00004399	28.96	80.365
MAP.20688	MAP.20649.collection		house resting inside	animal biting	larval collection	man biting indoors	1988-10/1988-10	Nepal	GAZ	00004399	28.96	80.365
MAP.20709	MAP.20649.collection		house resting inside	animal biting	larval collection	man biting indoors	1988-10/1988-10	Nepal	GAZ	00004399	28.96	80.365
MAP.60624	MAP.60624.collection		man biting outdoors	man biting indoors	animal baited net trap	house resting inside	1999-02/1999-02	Myanmar	GAZ	00006899	18.795	95.251
MAP.22998	MAP.22998.collection		man biting indoors	man biting outdoors			2000-08/2000-08	Thailand	GAZ	00003744	15.167	98.566
MAP.58818	MAP.58818.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-07/1999-07	Myanmar	GAZ	00006899	16.59	94.909
MAP.58847	MAP.58818.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-07/1999-07	Myanmar	GAZ	00006899	16.59	94.909
MAP.59778	MAP.59778.collection		man biting outdoors	man biting indoors	animal baited net trap	house resting inside	1999-12/1999-12	Myanmar	GAZ	00006899	12.444	98.605
MAP.25770	MAP.25770.collection		larval collection				1992-04/1992-05	Papua New Guinea	GAZ	00003922	-9.25	142.7667
MAP.25164	MAP.25164.collection						1995-06/1995-06	China	GAZ	00002845	32.533	115.849
MAP.22434	MAP.22434.collection		outdoor light trap				1998-09/1998-09	Republic of Korea	GAZ	00002802	37.845	126.878
MAP.19513	MAP.19513.collection		carbon dioxide baited net trap				1997-07/1997-07	Australia	GAZ	00000463	-16.812	145.638
MAP.25813	MAP.25813.collection		man biting					Papua New Guinea	GAZ	00003922	-6.0167	145.3333
MAP.26576	MAP.26576.collection		man biting	animal biting			1989-00/1989-00	Malaysia	GAZ	00003902	2.841	101.957
MAP.49506	MAP.49506.collection		animal biting	animal shed resting			2004-05/2004-05	Viet Nam	GAZ	00003756	18.8546	105.6432
MAP.49507	MAP.49506.collection		animal biting	animal shed resting			2004-05/2004-05	Viet Nam	GAZ	00003756	18.8546	105.6432
MAP.49508	MAP.49506.collection		animal biting	animal shed resting			2004-05/2004-05	Viet Nam	GAZ	00003756	18.8546	105.6432
MAP.49509	MAP.49506.collection		animal biting	animal shed resting			2004-05/2004-05	Viet Nam	GAZ	00003756	18.8546	105.6432
MAP.49510	MAP.49506.collection		animal biting	animal shed resting			2004-05/2004-05	Viet Nam	GAZ	00003756	18.8546	105.6432
MAP.49512	MAP.49506.collection		animal biting	animal shed resting			2004-05/2004-05	Viet Nam	GAZ	00003756	18.8546	105.6432
MAP.49513	MAP.49506.collection		animal biting	animal shed resting			2004-05/2004-05	Viet Nam	GAZ	00003756	18.8546	105.6432
MAP.60025	MAP.60025.collection		man biting outdoors	man biting indoors	animal baited net trap	house resting inside	1998-08/1998-08	Myanmar	GAZ	00006899	16.896	97.392
MAP.65798	MAP.65798.collection		larval collection				2005-07/2005-07	Indonesia	GAZ	00003727	-7.1989	106.8636
MAP.17973	MAP.17973.collection		animal shed resting	house resting inside			1992-01/1992-01	India	GAZ	00002839	22.133	84.799
MAP.17985	MAP.17973.collection		animal shed resting	house resting inside			1992-01/1992-01	India	GAZ	00002839	22.133	84.799
MAP.28039	MAP.28039.collection		man biting indoors	man biting outdoors	house resting inside		1999-03/1999-10	Laos	GAZ	00006889	18.55	101.9833
MAP.28040	MAP.28039.collection		man biting indoors	man biting outdoors	house resting inside		1999-03/1999-10	Laos	GAZ	00006889	18.55	101.9833
MAP.28041	MAP.28039.collection		man biting indoors	man biting outdoors	house resting inside		1999-03/1999-10	Laos	GAZ	00006889	18.55	101.9833
MAP.28042	MAP.28039.collection		man biting indoors	man biting outdoors	house resting inside		1999-03/1999-10	Laos	GAZ	00006889	18.55	101.9833
MAP.28043	MAP.28039.collection		man biting indoors	man biting outdoors	house resting inside		1999-03/1999-10	Laos	GAZ	00006889	18.55	101.9833
MAP.28044	MAP.28039.collection		man biting indoors	man biting outdoors	house resting inside		1999-03/1999-10	Laos	GAZ	00006889	18.55	101.9833
MAP.59914	MAP.59914.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
MAP.59915	MAP.59914.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
MAP.59916	MAP.59914.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
MAP.59917	MAP.59914.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.3667	93.2667
