Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Date	Characteristics [Collection site (VBcv:0000831)]	Term Source REF	Term Accession Number	Characteristics [Collection site latitude (VBcv:0000817)]	Characteristics [Collection site longitude (VBcv:0000816)]
MAP.30836	MAP.30836.collection		house resting inside	animal shed resting	larval collection		1994-03/1994-08	Yemen	GAZ	00005284	14.431	43.388
MAP.40313	MAP.40313.collection		animal biting	man biting indoors	man biting outdoors		2005-05/2005-05	Thailand	GAZ	00003744	14.2833	99.0167
MAP.40337	MAP.40313.collection		animal biting	man biting indoors	man biting outdoors		2005-05/2005-05	Thailand	GAZ	00003744	14.2833	99.0167
MAP.40361	MAP.40313.collection		animal biting	man biting indoors	man biting outdoors		2005-05/2005-05	Thailand	GAZ	00003744	14.2833	99.0167
MAP.40385	MAP.40313.collection		animal biting	man biting indoors	man biting outdoors		2005-05/2005-05	Thailand	GAZ	00003744	14.2833	99.0167
MAP.25212	MAP.25212.collection		animal baited net trap				1999-05/2000-01	Sri Lanka	GAZ	00003924	6.751	81.182
MAP.58941	MAP.58941.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-10/1999-10	Myanmar	GAZ	00006899	22.314	96.324
MAP.29635	MAP.29635.collection		larval collection				1987-00/1987-00	China	GAZ	00002845	29.81	112.883
MAP.16952	MAP.16952.collection		animal biting outdoors	man biting outdoors			1989-08/1989-08	Sri Lanka	GAZ	00003924	7.673	81.0177
MAP.17026	MAP.16952.collection		animal biting outdoors	man biting outdoors			1989-08/1989-08	Sri Lanka	GAZ	00003924	7.673	81.0177
MAP.60295	MAP.60295.collection		man biting outdoors	man biting indoors	animal baited net trap	house resting inside	1998-10/1998-10	Myanmar	GAZ	00006899	24.255	97.234
MAP.25576	MAP.25576.collection		house resting inside	animal shed resting			1985-02/1985-02	India	GAZ	00002839	28.5615	77.1935
MAP.25601	MAP.25576.collection		house resting inside	animal shed resting			1985-02/1985-02	India	GAZ	00002839	28.5615	77.1935
MAP.39405	MAP.39405.collection		larval collection	house resting inside				Myanmar	GAZ	00006899	18.2014	96.6807
MAP.39406	MAP.39405.collection		larval collection	house resting inside				Myanmar	GAZ	00006899	18.2014	96.6807
MAP.125	MAP.125.collection		larval collection				2001-05/2001-05	Thailand	GAZ	00003744	14.2833	99.1833
MAP.32183	MAP.32183.collection		light trap	larval collection	man biting indoors	man biting outdoors	2005-10/2006-02	Indonesia	GAZ	00003727	1.387	97.168
MAP.66115	MAP.66115.collection						2006-09/2006-09	Republic of Korea	GAZ	00002802	37.8637	127.7072
MAP.21932	MAP.21932.collection		man biting	animal biting	larval collection		2000-07/2000-07	China	GAZ	00002845	21.3833	101.5833
MAP.21933	MAP.21932.collection		man biting	animal biting	larval collection		2000-07/2000-07	China	GAZ	00002845	21.3833	101.5833
MAP.24096	MAP.24096.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.8554	146.3623
MAP.24097	MAP.24096.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.8554	146.3623
MAP.24098	MAP.24096.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.8554	146.3623
MAP.65594	MAP.65594.collection		larval collection				2005-05/2005-05	Indonesia	GAZ	00003727	-6.8056	106.6647
MAP.40420	MAP.40420.collection							India	GAZ	00002839	22.1	84
MAP.65344	MAP.65344.collection		larval collection				2005-06/2005-06	Indonesia	GAZ	00003727	-7.2606	106.9067
MAP.29600	MAP.29600.collection		house resting inside				1987-06/1987-09	China	GAZ	00002845	29.564	103.746
MAP.29607	MAP.29600.collection		house resting inside				1987-06/1987-09	China	GAZ	00002845	29.564	103.746
MAP.25704	MAP.25704.collection		light trap	resting outdoors			1999-06/1999-06	Republic of Korea	GAZ	00002802	37.683	126.881
MAP.65898	MAP.65898.collection		larval collection				1992-03/1992-03	Australia	GAZ	00000463	-11.8333	142.5
MAP.16670	MAP.16670.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1990-11/1990-12	Sri Lanka	GAZ	00003924	6.841	80.088
MAP.23768	MAP.23768.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-9.7336	147.4863
MAP.16176	MAP.16176.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1991-11/1991-12	Sri Lanka	GAZ	00003924	6.534	80.584
MAP.31882	MAP.31882.collection		animal biting	man biting				Philippines	GAZ	00004525	14.761	120.263
MAP.30663	MAP.30663.collection		animal biting					Philippines	GAZ	00004525	14.818	121.05
MAP.66362	MAP.66362.collection		animal baited net trap				1992-00/1992-00	Sri Lanka	GAZ	00003924	7.5314	79.8744
MAP.17053	MAP.17053.collection		animal biting outdoors				1988-10/1988-10	Sri Lanka	GAZ	00003924	7.673	81.0177
MAP.40469	MAP.40469.collection		larval collection				1991-12/1991-12	Indonesia	GAZ	00003727	-8.9042	116.2707
MAP.40470	MAP.40469.collection		larval collection				1991-12/1991-12	Indonesia	GAZ	00003727	-8.9042	116.2707
MAP.16730	MAP.16730.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1990-11/1990-12	Sri Lanka	GAZ	00003924	7.6175	81.0452
MAP.4810	MAP.4810.collection		outlet window trap	house resting inside	man biting indoors	animal baited net trap	1995-10/1995-12	Sri Lanka	GAZ	00003924	7.639	80.832
MAP.19514	MAP.19514.collection		carbon dioxide baited net trap				1997-08/1997-08	Australia	GAZ	00000463	-16.812	145.638
MAP.26560	MAP.26560.collection		man biting	animal biting			1988-00/1988-00	Malaysia	GAZ	00003902	3.988	102.043
MAP.16278	MAP.16278.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1990-07/1990-08	Sri Lanka	GAZ	00003924	7.039	80.132
MAP.65526	MAP.65526.collection		larval collection				2005-08/2005-08	Indonesia	GAZ	00003727	-7.3144	106.5353
MAP.16322	MAP.16322.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1991-03/1991-04	Sri Lanka	GAZ	00003924	6.867	81.349
MAP.60450	MAP.60450.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-11/1998-11	Myanmar	GAZ	00006899	18.941	96.432
MAP.60496	MAP.60450.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-11/1998-11	Myanmar	GAZ	00006899	18.941	96.432
MAP.60529	MAP.60450.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-11/1998-11	Myanmar	GAZ	00006899	18.941	96.432
MAP.60551	MAP.60450.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-11/1998-11	Myanmar	GAZ	00006899	18.941	96.432
MAP.29593	MAP.29593.collection		man biting outdoors				1975-01/1984-12	China	GAZ	00002845	35.318	116.499
MAP.60237	MAP.60237.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-11/1999-11	Myanmar	GAZ	00006899	25.319	97.281
MAP.18679	MAP.18679.collection		light trap	larval collection			1999-08/1999-08	Republic of Korea	GAZ	00002802	37.9333	126.8333
MAP.22484	MAP.22484.collection		larval collection				1997-10/1997-11	Solomon Islands	GAZ	00005275	-9.4354	160.0789
MAP.22485	MAP.22484.collection		larval collection				1997-10/1997-11	Solomon Islands	GAZ	00005275	-9.4354	160.0789
MAP.30804	MAP.30804.collection		man biting indoors	animal biting outdoors	man biting outdoors		2002-00/2005-00	Laos	GAZ	00006889	19.391	101.8202
MAP.60226	MAP.60226.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-07/1998-07	Myanmar	GAZ	00006899	25.319	97.281
MAP.59847	MAP.59847.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.422	93.555
MAP.59864	MAP.59847.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.422	93.555
MAP.59882	MAP.59847.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.422	93.555
MAP.59883	MAP.59847.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.422	93.555
MAP.23438	MAP.23438.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-12.1084	134.4656
MAP.104	MAP.104.collection		larval collection	man biting indoors	man biting outdoors		2001-08/2001-08	Thailand	GAZ	00003744	14.2833	99.1833
MAP.40174	MAP.40174.collection		larval collection				2003-00/2003-00	Thailand	GAZ	00003744	6.9125	101.3374
MAP.17984	MAP.17984.collection		animal shed resting	house resting inside			1992-12/1992-12	India	GAZ	00002839	22.133	84.799
MAP.17996	MAP.17984.collection		animal shed resting	house resting inside			1992-12/1992-12	India	GAZ	00002839	22.133	84.799
MAP.44859	MAP.44859.collection		larval collection				2004-06/2004-07	Vanuatu	GAZ	00006918	-16.1833	167.4667
MAP.21026	MAP.21026.collection		carbon dioxide baited net trap	larval collection			1992-04/1992-05	Papua New Guinea	GAZ	00003922	-8.6141	141.1326
MAP.21027	MAP.21026.collection		carbon dioxide baited net trap	larval collection			1992-04/1992-05	Papua New Guinea	GAZ	00003922	-8.6141	141.1326
MAP.21028	MAP.21026.collection		carbon dioxide baited net trap	larval collection			1992-04/1992-05	Papua New Guinea	GAZ	00003922	-8.6141	141.1326
MAP.21029	MAP.21026.collection		carbon dioxide baited net trap	larval collection			1992-04/1992-05	Papua New Guinea	GAZ	00003922	-8.6141	141.1326
MAP.22822	MAP.22822.collection		man biting outdoors				1994-03/1994-03	Papua New Guinea	GAZ	00003922	-3.566	142.732
MAP.24100	MAP.24100.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.8526	147.678
MAP.24178	MAP.24178.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-6.9026	146.5021
MAP.22885	MAP.22885.collection		man biting outdoors				1993-12/1993-12	Papua New Guinea	GAZ	00003922	-3.566	142.683
MAP.23749	MAP.23749.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-9.9306	148.4418
MAP.39410	MAP.39410.collection		man biting	house resting inside			1985-03/1985-03	Myanmar	GAZ	00006899	18.2014	96.6807
MAP.39419	MAP.39419.collection		larval collection	house resting inside				Myanmar	GAZ	00006899	22.2781	96.3212
MAP.163	MAP.163.collection		larval collection				1987-05/1987-05	Thailand	GAZ	00003744	12.802	102.133
MAP.195	MAP.163.collection		larval collection				1987-05/1987-05	Thailand	GAZ	00003744	12.802	102.133
MAP.40171	MAP.40171.collection		larval collection				2003-00/2003-00	Malaysia	GAZ	00003902	1.7333	103.8833
MAP.23105	MAP.23105.collection		larval collection				1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.2852	154.6895
MAP.23106	MAP.23105.collection		larval collection				1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.2852	154.6895
MAP.23107	MAP.23105.collection		larval collection				1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.2852	154.6895
MAP.16548	MAP.16548.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1990-08/1990-08	Sri Lanka	GAZ	00003924	7.602	80.483
MAP.30844	MAP.30844.collection		house resting inside	animal shed resting	larval collection		1994-03/1994-08	Yemen	GAZ	00005284	14.087	43.18
MAP.16349	MAP.16349.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1990-09/1990-10	Sri Lanka	GAZ	00003924	6.841	80.088
MAP.23617	MAP.23617.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-12.5275	141.8388
MAP.18235	MAP.18235.collection		larval collection				1999-10/1999-10	Myanmar	GAZ	00006899	16.257	97.725
MAP.25209	MAP.25209.collection		larval collection				2001-09/2001-09	Sri Lanka	GAZ	00003924	7.701	80.332
MAP.19975	MAP.19975.collection		man biting indoors	indoor light trap			2000-04/2000-04	India	GAZ	00002839	27.5833	95.6833
MAP.59014	MAP.59014.collection		man biting outdoors	man biting indoors	animal baited net trap	house resting inside	1999-11/1999-11	Myanmar	GAZ	00006899	21.898	96.057
MAP.66010	MAP.66010.collection						2005-09/2005-09	Republic of Korea	GAZ	00002802	34.8875	128.504
MAP.66090	MAP.66090.collection						2006-09/2006-09	Republic of Korea	GAZ	00002802	36.9471	127.0029
MAP.20582	MAP.20582.collection		larval collection				1995-01/1995-01	India	GAZ	00002839	10.356	77.975
MAP.16329	MAP.16329.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1990-09/1990-10	Sri Lanka	GAZ	00003924	7.7	80.649
MAP.65736	MAP.65736.collection		larval collection				2005-09/2005-09	Indonesia	GAZ	00003727	-7.0839	106.5608
MAP.65737	MAP.65736.collection		larval collection				2005-09/2005-09	Indonesia	GAZ	00003727	-7.0839	106.5608
MAP.65243	MAP.65243.collection		larval collection				2005-02/2005-02	Indonesia	GAZ	00003727	-7.325	106.6256
MAP.31245	MAP.31245.collection						1995-06/1995-10	China	GAZ	00002845	30.3189	112.0683
MAP.65618	MAP.65618.collection		larval collection				2005-08/2005-08	Indonesia	GAZ	00003727	-7.2447	106.6164
MAP.65256	MAP.65256.collection		larval collection				2005-08/2005-08	Indonesia	GAZ	00003727	-6.9397	106.4936
MAP.24024	MAP.24024.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-8.0881	148.1133
MAP.59055	MAP.59055.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-06/1999-06	Myanmar	GAZ	00006899	21.642	96.148
MAP.59083	MAP.59055.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-06/1999-06	Myanmar	GAZ	00006899	21.642	96.148
MAP.59686	MAP.59686.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.386	94.815
MAP.59687	MAP.59686.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.386	94.815
MAP.59688	MAP.59686.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.386	94.815
MAP.59689	MAP.59686.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.386	94.815
MAP.59690	MAP.59686.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.386	94.815
MAP.59691	MAP.59686.collection		larval collection	man biting	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	19.386	94.815
MAP.23622	MAP.23622.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-14.5496	143.7239
MAP.16327	MAP.16327.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1992-01/1992-02	Sri Lanka	GAZ	00003924	6.867	81.349
MAP.25521	MAP.25521.collection		house resting inside	animal shed resting			1984-09/1984-09	India	GAZ	00002839	28.7174	77.2226
MAP.25546	MAP.25521.collection		house resting inside	animal shed resting			1984-09/1984-09	India	GAZ	00002839	28.7174	77.2226
MAP.23006	MAP.23006.collection		larval collection	man biting	carbon dioxide baited net trap		1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.223	154.634
MAP.23007	MAP.23006.collection		larval collection	man biting	carbon dioxide baited net trap		1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.223	154.634
MAP.59862	MAP.59862.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	2000-04/2000-04	Myanmar	GAZ	00006899	19.422	93.555
MAP.23906	MAP.23906.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-8.8625	146.579
MAP.23907	MAP.23906.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-8.8625	146.579
MAP.25104	MAP.25104.collection		larval collection				1986-06/1986-06	Australia	GAZ	00000463	-12.7	142.6
MAP.16379	MAP.16379.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1990-09/1990-10	Sri Lanka	GAZ	00003924	7.934	81.007
MAP.19001	MAP.19001.collection		man biting outdoors	animal baited net trap	carbon dioxide baited net trap		1992-10/1992-10	Thailand	GAZ	00003744	12.532	99.55
MAP.19015	MAP.19001.collection		man biting outdoors	animal baited net trap	carbon dioxide baited net trap		1992-10/1992-10	Thailand	GAZ	00003744	12.532	99.55
MAP.19030	MAP.19001.collection		man biting outdoors	animal baited net trap	carbon dioxide baited net trap		1992-10/1992-10	Thailand	GAZ	00003744	12.532	99.55
MAP.1333	MAP.1333.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.87	92.548
MAP.1334	MAP.1333.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.87	92.548
MAP.1335	MAP.1333.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.87	92.548
MAP.1336	MAP.1333.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.87	92.548
MAP.1337	MAP.1333.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.87	92.548
MAP.1338	MAP.1333.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.87	92.548
MAP.1339	MAP.1333.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.87	92.548
MAP.1340	MAP.1333.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-05/2000-03	Myanmar	GAZ	00006899	20.87	92.548
MAP.28202	MAP.28202.collection		animal shed resting				1998-07/1998-09	Sri Lanka	GAZ	00003924	7.868	80.716
MAP.22619	MAP.22619.collection		larval collection				1997-10/1997-11	Solomon Islands	GAZ	00005275	-9.2792	159.6624
MAP.22620	MAP.22619.collection		larval collection				1997-10/1997-11	Solomon Islands	GAZ	00005275	-9.2792	159.6624
MAP.21568	MAP.21568.collection		animal biting	man biting outdoors	indoor light trap		1988-02/1988-02	Solomon Islands	GAZ	00005275	-9.4209	160.179
MAP.66040	MAP.66040.collection						2005-09/2005-09	Republic of Korea	GAZ	00002802	37.8786	126.7591
MAP.61657	MAP.61657.collection		larval collection				1985-08/1985-08	India	GAZ	00002839	28.5	77.267
MAP.61658	MAP.61657.collection		larval collection				1985-08/1985-08	India	GAZ	00002839	28.5	77.267
MAP.27490	MAP.27490.collection						1986-00/1988-00	India	GAZ	00002839	25.8167	93.8167
MAP.27491	MAP.27490.collection						1986-00/1988-00	India	GAZ	00002839	25.8167	93.8167
MAP.27492	MAP.27490.collection						1986-00/1988-00	India	GAZ	00002839	25.8167	93.8167
MAP.27991	MAP.27991.collection		house resting inside				1999-06/1999-06	India	GAZ	00002839	11.397	79.2155
MAP.65158	MAP.65158.collection		larval collection				2005-02/2005-02	Indonesia	GAZ	00003727	-7.1633	106.7692
MAP.22429	MAP.22429.collection		outdoor light trap				1998-09/1998-09	Republic of Korea	GAZ	00002802	37.86	126.764
MAP.23349	MAP.23349.collection		carbon dioxide baited net trap	larval collection			1988-05/1990-06	Australia	GAZ	00000463	-11.7505	130.2822
MAP.24512	MAP.24512.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-4.2858	144.3963
MAP.21872	MAP.21872.collection		man biting	animal biting	larval collection		2001-08/2001-08	China	GAZ	00002845	22.45	109.8
MAP.21873	MAP.21872.collection		man biting	animal biting	larval collection		2001-08/2001-08	China	GAZ	00002845	22.45	109.8
MAP.52780	MAP.52780.collection		animal biting	man biting indoors	man biting outdoors	house resting inside	1992-10/1992-10	Indonesia	GAZ	00003727	-8.753	115.88
MAP.52800	MAP.52780.collection		animal biting	man biting indoors	man biting outdoors	house resting inside	1992-10/1992-10	Indonesia	GAZ	00003727	-8.753	115.88
MAP.4338	MAP.4338.collection		man biting				1991-01/1991-01	Sri Lanka	GAZ	00003924	7.7594	80.6039
MAP.4347	MAP.4338.collection		man biting				1991-01/1991-01	Sri Lanka	GAZ	00003924	7.7594	80.6039
MAP.4365	MAP.4338.collection		man biting				1991-01/1991-01	Sri Lanka	GAZ	00003924	7.7594	80.6039
MAP.4374	MAP.4338.collection		man biting				1991-01/1991-01	Sri Lanka	GAZ	00003924	7.7594	80.6039
MAP.4383	MAP.4338.collection		man biting				1991-01/1991-01	Sri Lanka	GAZ	00003924	7.7594	80.6039
MAP.19976	MAP.19976.collection		man biting indoors	indoor light trap			2000-05/2000-05	India	GAZ	00002839	27.5833	95.6833
MAP.61309	MAP.61309.collection		house resting inside	resting outdoors			1986-05/1986-05	Papua New Guinea	GAZ	00003922	-5.483	145.699
MAP.267	MAP.267.collection		animal baited net trap				1990-01/1990-12	Malaysia	GAZ	00003902	5.5	101.183
MAP.281	MAP.267.collection		animal baited net trap				1990-01/1990-12	Malaysia	GAZ	00003902	5.5	101.183
MAP.283	MAP.267.collection		animal baited net trap				1990-01/1990-12	Malaysia	GAZ	00003902	5.5	101.183
MAP.284	MAP.267.collection		animal baited net trap				1990-01/1990-12	Malaysia	GAZ	00003902	5.5	101.183
MAP.297	MAP.267.collection		animal baited net trap				1990-01/1990-12	Malaysia	GAZ	00003902	5.5	101.183
MAP.26008	MAP.26008.collection		larval collection				2004-02/2004-04	Thailand	GAZ	00003744	14.568	98.832
MAP.16906	MAP.16906.collection		animal biting outdoors	house resting inside			1988-11/1988-11	Sri Lanka	GAZ	00003924	7.673	81.0177
MAP.23423	MAP.23423.collection		carbon dioxide baited net trap	larval collection			1988-04/1990-05	Australia	GAZ	00000463	-12.8514	132.4444
MAP.360	MAP.360.collection		man biting outdoors				1985-05/1985-05	Thailand	GAZ	00003744	12.804	102.13
MAP.16348	MAP.16348.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1990-07/1990-08	Sri Lanka	GAZ	00003924	6.841	80.088
MAP.16616	MAP.16616.collection		animal baited net trap	house resting inside	larval collection	outlet window trap	1991-11/1991-12	Sri Lanka	GAZ	00003924	8.059	80.583
MAP.25165	MAP.25165.collection						1995-06/1995-06	China	GAZ	00002845	32.417	115.666
MAP.24116	MAP.24116.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.7512	146.4393
MAP.24117	MAP.24116.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.7512	146.4393
MAP.24118	MAP.24116.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-7.7512	146.4393
MAP.65096	MAP.65096.collection		larval collection				2004-11/2004-11	Indonesia	GAZ	00003727	-6.9711	106.395
MAP.26927	MAP.26927.collection		animal shed resting	house resting inside			1992-00/1996-00	India	GAZ	00002839	21.767	72.142
MAP.16155	MAP.16155.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1991-09/1991-10	Sri Lanka	GAZ	00003924	7.2833	81.6667
MAP.65674	MAP.65674.collection		larval collection				2005-01/2005-01	Indonesia	GAZ	00003727	-7.2139	106.6014
MAP.58971	MAP.58971.collection		man biting	animal baited net trap			1998-05/1998-12	Myanmar	GAZ	00006899	22.013	96.103
MAP.19485	MAP.19485.collection		man biting outdoors				1986-11/1986-11	Thailand	GAZ	00003744	7.95	99.85
MAP.65576	MAP.65576.collection		larval collection				2005-07/2005-07	Indonesia	GAZ	00003727	-6.9519	106.5108
MAP.22007	MAP.22007.collection		animal biting					Sri Lanka	GAZ	00003924	7.933	80.633
MAP.25719	MAP.25719.collection		animal baited net trap	house resting inside			1992-01/1994-12	Sri Lanka	GAZ	00003924	8.315	80.413
MAP.25720	MAP.25719.collection		animal baited net trap	house resting inside			1992-01/1994-12	Sri Lanka	GAZ	00003924	8.315	80.413
MAP.31182	MAP.31182.collection		house resting inside	animal biting	outdoor light trap		1992-10/1992-10	China	GAZ	00002845	30.9833	113.5
MAP.31189	MAP.31182.collection		house resting inside	animal biting	outdoor light trap		1992-10/1992-10	China	GAZ	00002845	30.9833	113.5
MAP.98	MAP.98.collection		larval collection	man biting indoors	man biting outdoors		2001-02/2001-02	Thailand	GAZ	00003744	14.2833	99.1833
MAP.22079	MAP.22079.collection		man biting outdoors	animal biting	house resting inside	light trap	1990-08/1990-08	Iran	GAZ	00004474	26.183	60.766
MAP.59792	MAP.59792.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1999-11/1999-11	Myanmar	GAZ	00006899	20.14	92.895
MAP.16917	MAP.16917.collection		animal biting outdoors	house resting inside			1989-10/1989-10	Sri Lanka	GAZ	00003924	7.673	81.0177
MAP.22086	MAP.22086.collection		man biting outdoors	animal biting	house resting inside	light trap	1991-03/1991-03	Iran	GAZ	00004474	26.183	60.766
MAP.65284	MAP.65284.collection		larval collection				2005-02/2005-02	Indonesia	GAZ	00003727	-7.2794	106.7011
MAP.26073	MAP.26073.collection		animal biting	man biting				Indonesia	GAZ	00003727	-7.71	110.007
MAP.61190	MAP.61190.collection		larval collection				1997-02/1997-02	Sri Lanka	GAZ	00003924	8.04	80.75
MAP.26371	MAP.26371.collection		animal shed resting				1986-10/1988-01	India	GAZ	00002839	22.576	88.357
MAP.16251	MAP.16251.collection		animal baited net trap	house resting inside	light trap	outlet window trap	1991-01/1991-02	Sri Lanka	GAZ	00003924	8.418	80.682
MAP.39387	MAP.39387.collection		man biting				1985-12/1986-01	Myanmar	GAZ	00006899	18.2014	96.6807
MAP.24285	MAP.24285.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-6.3158	141.0342
MAP.39386	MAP.39386.collection		man biting				1985-11/1986-12	Myanmar	GAZ	00006899	18.2014	96.6807
MAP.23087	MAP.23087.collection		larval collection	carbon dioxide baited net trap			1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.2568	154.6413
MAP.23088	MAP.23087.collection		larval collection	carbon dioxide baited net trap			1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.2568	154.6413
MAP.23089	MAP.23087.collection		larval collection	carbon dioxide baited net trap			1999-02/1999-03	Papua New Guinea	GAZ	00003922	-5.2568	154.6413
MAP.19780	MAP.19780.collection		animal shed resting	house resting inside	indoor light trap	outdoor light trap	1986-06/1986-06	India	GAZ	00002839	22.827	80.123
MAP.19792	MAP.19780.collection		animal shed resting	house resting inside	indoor light trap	outdoor light trap	1986-06/1986-06	India	GAZ	00002839	22.827	80.123
MAP.4452	MAP.4452.collection		house resting inside	animal shed resting	animal biting		1997-11/1997-11	Pakistan	GAZ	00005246	31.612	73.982
MAP.4461	MAP.4452.collection		house resting inside	animal shed resting	animal biting		1997-11/1997-11	Pakistan	GAZ	00005246	31.612	73.982
MAP.4488	MAP.4452.collection		house resting inside	animal shed resting	animal biting		1997-11/1997-11	Pakistan	GAZ	00005246	31.612	73.982
MAP.24029	MAP.24029.collection						1992-04/1998-06	Papua New Guinea	GAZ	00003922	-8.057	146.061
MAP.65454	MAP.65454.collection		larval collection				2005-09/2005-09	Indonesia	GAZ	00003727	-7.0689	106.5533
MAP.49369	MAP.49369.collection							Papua New Guinea	GAZ	00003922	-5.3625	145.754
MAP.5022	MAP.5022.collection		man biting indoors	animal shed resting			1988-07/1988-09	China	GAZ	00002845	36.367	115.498
MAP.59372	MAP.59372.collection		man biting indoors	man biting outdoors	animal baited net trap	house resting inside	1998-04/1998-04	Myanmar	GAZ	00006899	22.109	95.138
MAP.60900	MAP.60900.collection		man biting outdoors	man biting indoors			1988-01/1988-01	Sri Lanka	GAZ	00003924	6.4301	81.3146
MAP.60934	MAP.60900.collection		man biting outdoors	man biting indoors			1988-01/1988-01	Sri Lanka	GAZ	00003924	6.4301	81.3146
MAP.1963	MAP.1963.collection		man biting	outside shelter artificial	animal baited net trap	house resting inside	1999-08/1999-08	Myanmar	GAZ	00006899	16.257	97.725
