Sample Name	Assay Name	Description	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Date	Country	Term Source REF	Term Accession Number	Characteristics [Collection site latitude (VBcv:0000817)	 Characteristics [Collection site longitude (VBcv:0000816)
2680	2680 collection		house resting inside								1989-04-00/1989-04-00	Sudan	GAZ	00000560	13.189	30.218
2681	2681 collection		house resting inside								1989-05-00/1989-05-00	Sudan	GAZ	00000560	13.189	30.218
2682	2682 collection		house resting inside								1989-06-00/1989-06-00	Sudan	GAZ	00000560	13.189	30.218
2683	2683 collection		house resting inside								1989-07-00/1989-07-00	Sudan	GAZ	00000560	13.189	30.218
2684	2684 collection		house resting inside								1989-08-00/1989-08-00	Sudan	GAZ	00000560	13.189	30.218
2685	2685 collection		house resting inside								1989-09-00/1989-09-00	Sudan	GAZ	00000560	13.189	30.218
2686	2686 collection		house resting inside								1989-10-00/1989-10-00	Sudan	GAZ	00000560	13.189	30.218
2687	2687 collection		house resting inside								1989-11-00/1989-11-00	Sudan	GAZ	00000560	13.189	30.218
2688	2688 collection		house resting inside								1989-12-00/1989-12-00	Sudan	GAZ	00000560	13.189	30.218
2689	2689 collection		larval collection								1989-01-00/1989-12-00	Sudan	GAZ	00000560	13.189	30.218
2690	2690 collection		house resting inside								1989-01-00/1989-01-00	Sudan	GAZ	00000560	13.189	30.218
2691	2691 collection		house resting inside								1989-02-00/1989-02-00	Sudan	GAZ	00000560	13.189	30.218
2692	2692 collection		house resting inside								1989-03-00/1989-03-00	Sudan	GAZ	00000560	13.189	30.218
2693	2693 collection		house resting inside								1989-04-00/1989-04-00	Sudan	GAZ	00000560	13.189	30.218
2694	2694 collection		house resting inside								1989-05-00/1989-05-00	Sudan	GAZ	00000560	13.189	30.218
2695	2695 collection		house resting inside								1989-06-00/1989-06-00	Sudan	GAZ	00000560	13.189	30.218
2696	2696 collection		house resting inside								1989-07-00/1989-07-00	Sudan	GAZ	00000560	13.189	30.218
2697	2697 collection		house resting inside								1989-08-00/1989-08-00	Sudan	GAZ	00000560	13.189	30.218
2698	2698 collection		house resting inside								1989-09-00/1989-09-00	Sudan	GAZ	00000560	13.189	30.218
2699	2699 collection		house resting inside								1989-10-00/1989-10-00	Sudan	GAZ	00000560	13.189	30.218
2700	2700 collection		house resting inside								1989-11-00/1989-11-00	Sudan	GAZ	00000560	13.189	30.218
2701	2701 collection		house resting inside								1989-12-00/1989-12-00	Sudan	GAZ	00000560	13.189	30.218
2702	2702 collection		larval collection								1989-01-00/1989-12-00	Sudan	GAZ	00000560	12.9667	30.333
2703	2703 collection		house resting inside								1989-01-00/1989-01-00	Sudan	GAZ	00000560	12.9667	30.333
2704	2704 collection		house resting inside								1989-02-00/1989-02-00	Sudan	GAZ	00000560	12.9667	30.333
2705	2705 collection		house resting inside								1989-03-00/1989-03-00	Sudan	GAZ	00000560	12.9667	30.333
2706	2706 collection		house resting inside								1989-04-00/1989-04-00	Sudan	GAZ	00000560	12.9667	30.333
2707	2707 collection		house resting inside								1989-05-00/1989-05-00	Sudan	GAZ	00000560	12.9667	30.333
2708	2708 collection		house resting inside								1989-06-00/1989-06-00	Sudan	GAZ	00000560	12.9667	30.333
2709	2709 collection		house resting inside								1989-07-00/1989-07-00	Sudan	GAZ	00000560	12.9667	30.333
2710	2710 collection		house resting inside								1989-08-00/1989-08-00	Sudan	GAZ	00000560	12.9667	30.333
2711	2711 collection		house resting inside								1989-09-00/1989-09-00	Sudan	GAZ	00000560	12.9667	30.333
2712	2712 collection		house resting inside		larval collection						1989-10-00/1989-10-00	Sudan	GAZ	00000560	12.9667	30.333
2713	2713 collection		house resting inside		larval collection						1989-11-00/1989-11-00	Sudan	GAZ	00000560	12.9667	30.333
2714	2714 collection		house resting inside								1989-12-00/1989-12-00	Sudan	GAZ	00000560	12.9667	30.333
2715	2715 collection		larval collection								1989-01-00/1989-12-00	Sudan	GAZ	00000560	13.201	30.299
2716	2716 collection		house resting inside								1989-01-00/1989-01-00	Sudan	GAZ	00000560	13.201	30.299
2717	2717 collection		house resting inside								1989-02-00/1989-02-00	Sudan	GAZ	00000560	13.201	30.299
2718	2718 collection		house resting inside								1989-03-00/1989-03-00	Sudan	GAZ	00000560	13.201	30.299
2719	2719 collection		house resting inside								1989-04-00/1989-04-00	Sudan	GAZ	00000560	13.201	30.299
2720	2720 collection		house resting inside								1989-05-00/1989-05-00	Sudan	GAZ	00000560	13.201	30.299
2721	2721 collection		house resting inside								1989-06-00/1989-06-00	Sudan	GAZ	00000560	13.201	30.299
2722	2722 collection		house resting inside								1989-07-00/1989-07-00	Sudan	GAZ	00000560	13.201	30.299
2723	2723 collection		house resting inside								1989-08-00/1989-08-00	Sudan	GAZ	00000560	13.201	30.299
2724	2724 collection		house resting inside								1989-09-00/1989-09-00	Sudan	GAZ	00000560	13.201	30.299
2725	2725 collection		house resting inside		larval collection						1989-10-00/1989-10-00	Sudan	GAZ	00000560	13.201	30.299
2726	2726 collection		house resting inside								1989-11-00/1989-11-00	Sudan	GAZ	00000560	13.201	30.299
2727	2727 collection		house resting inside								1989-12-00/1989-12-00	Sudan	GAZ	00000560	13.201	30.299
2734	2734 collection		house resting inside								1991-07-00/1993-06-00	Senegal	GAZ	00000913	14.967	-17.05
2740	2740 collection		man biting		house resting inside						1991-07-00/1993-06-00	Senegal	GAZ	00000913	14.914	-17.069
2747	2747 collection		man biting		house resting inside						1991-07-00/1993-06-00	Senegal	GAZ	00000913	14.967	-17.05
2748	2748 collection		man biting		house resting inside						1991-07-00/1993-06-00	Senegal	GAZ	00000913	14.967	-17.05
2749	2749 collection		man biting		house resting inside						1991-07-00/1993-06-00	Senegal	GAZ	00000913	14.967	-17.05
2750	2750 collection		man biting indoors		man biting outdoors		house resting inside				1988-11-00/1990-03-00	Madagascar	GAZ	00001108	-16.998	49.852
2751	2751 collection		man biting indoors		man biting outdoors						1988-11-00/1988-12-00	Madagascar	GAZ	00001108	-16.998	49.852
