Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Characteristics [species assay result (VBcv:0000961)]	Term Source REF	Term Accession Number	Comment [ASSI]
MAP.22416	MAP.22416.spid		morphology		Anopheles leucosphyrus and Anopheles latens	MIRO	40003511	
MAP.22418	MAP.22418.spid		morphology		Anopheles barbirostris species complex	MIRO	40000041	
MAP.22419	MAP.22419.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.22420	MAP.22420.spid		morphology		Anopheles subpictus species complex	MIRO	40003603	
MAP.22421	MAP.22421.spid		morphology		Anopheles leucosphyrus and Anopheles latens	MIRO	40003511	
MAP.22423	MAP.22423.spid		morphology		Anopheles barbirostris species complex	MIRO	40000041	
MAP.22424	MAP.22424.spid		morphology		Anopheles maculatus Group	MIRO	40003525	
MAP.22425	MAP.22425.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22426	MAP.22426.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22427	MAP.22427.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22428	MAP.22428.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22429	MAP.22429.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22430	MAP.22430.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22431	MAP.22431.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22432	MAP.22432.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22433	MAP.22433.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22434	MAP.22434.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22435	MAP.22435.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22436	MAP.22436.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22437	MAP.22437.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22438	MAP.22438.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22439	MAP.22439.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22440	MAP.22440.spid				Anopheles sinensis species complex	MIRO	40003452	
MAP.22441	MAP.22441.spid		morphology	chromosomal banding sequences	Anopheles dirus species complex	MIRO	40002263	Species B and F
MAP.22442	MAP.22442.spid		morphology	chromosomal banding sequences	Anopheles leucosphyrus and Anopheles latens	MIRO	40003511	Species A
MAP.22446	MAP.22446.spid				Anopheles dirus species complex	MIRO	40002263	Species B
MAP.22447	MAP.22447.spid		chromosomal banding sequences		Anopheles leucosphyrus and Anopheles latens	MIRO	40003511	
MAP.22448	MAP.22448.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	species D
MAP.22449	MAP.22449.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	species D
MAP.22450	MAP.22450.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	species D
MAP.22451	MAP.22451.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	species D
MAP.22452	MAP.22452.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	species A & D
MAP.22453	MAP.22453.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	species A & D
MAP.22454	MAP.22454.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	species A & D
MAP.22455	MAP.22455.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	species A & D
MAP.22456	MAP.22456.spid		chromosomal banding sequences		Anopheles flavirostris (Ludlow, 1914)	MIRO	40002282	
MAP.22469	MAP.22469.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.22470	MAP.22470.spid		chromosomal banding sequences		Anopheles dirus species complex	MIRO	40002263	Species A
MAP.22476	MAP.22476.spid		morphology	chromosomal banding sequences	Anopheles sinensis species complex	MIRO	40003452	Form A & B
MAP.22477	MAP.22477.spid		morphology	chromosomal banding sequences	Anopheles sinensis species complex	MIRO	40003452	Form A & B
MAP.22479	MAP.22479.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.22480	MAP.22480.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.22481	MAP.22481.spid				Anopheles subpictus species complex	MIRO	40003603	
MAP.22482	MAP.22482.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22483	MAP.22483.spid				Anopheles culicifacies species complex	MIRO	40002255	
MAP.22484	MAP.22484.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22485	MAP.22485.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22486	MAP.22486.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22487	MAP.22487.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22488	MAP.22488.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22489	MAP.22489.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22490	MAP.22490.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22491	MAP.22491.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22492	MAP.22492.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22493	MAP.22493.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22494	MAP.22494.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22495	MAP.22495.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22496	MAP.22496.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22497	MAP.22497.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22498	MAP.22498.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22499	MAP.22499.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22500	MAP.22500.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22501	MAP.22501.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22502	MAP.22502.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22503	MAP.22503.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22504	MAP.22504.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22505	MAP.22505.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22506	MAP.22506.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22507	MAP.22507.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22508	MAP.22508.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22509	MAP.22509.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22510	MAP.22510.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22511	MAP.22511.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22512	MAP.22512.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22513	MAP.22513.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22514	MAP.22514.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22515	MAP.22515.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22516	MAP.22516.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22517	MAP.22517.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22518	MAP.22518.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22519	MAP.22519.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22520	MAP.22520.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22521	MAP.22521.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22522	MAP.22522.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22523	MAP.22523.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22524	MAP.22524.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22525	MAP.22525.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22526	MAP.22526.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22527	MAP.22527.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22528	MAP.22528.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22529	MAP.22529.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22530	MAP.22530.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22531	MAP.22531.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22532	MAP.22532.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22533	MAP.22533.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22534	MAP.22534.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22535	MAP.22535.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22536	MAP.22536.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22537	MAP.22537.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22538	MAP.22538.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22539	MAP.22539.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22540	MAP.22540.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22541	MAP.22541.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22542	MAP.22542.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22543	MAP.22543.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22544	MAP.22544.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22545	MAP.22545.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22546	MAP.22546.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22547	MAP.22547.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22548	MAP.22548.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22549	MAP.22549.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22550	MAP.22550.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22551	MAP.22551.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22552	MAP.22552.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22553	MAP.22553.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22554	MAP.22554.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22555	MAP.22555.spid		morphology	polymerase chain reaction method	Anopheles punctulatus species complex	MIRO	40003571	
MAP.22556	MAP.22556.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22557	MAP.22557.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22558	MAP.22558.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22559	MAP.22559.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22560	MAP.22560.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22561	MAP.22561.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22562	MAP.22562.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22563	MAP.22563.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22564	MAP.22564.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22565	MAP.22565.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22566	MAP.22566.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22567	MAP.22567.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22568	MAP.22568.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22569	MAP.22569.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22570	MAP.22570.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22571	MAP.22571.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22572	MAP.22572.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22573	MAP.22573.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22574	MAP.22574.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22575	MAP.22575.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22576	MAP.22576.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22577	MAP.22577.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22578	MAP.22578.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22579	MAP.22579.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22580	MAP.22580.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22581	MAP.22581.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22582	MAP.22582.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22583	MAP.22583.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22584	MAP.22584.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22585	MAP.22585.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22586	MAP.22586.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22587	MAP.22587.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22588	MAP.22588.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22589	MAP.22589.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22590	MAP.22590.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22591	MAP.22591.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22592	MAP.22592.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22593	MAP.22593.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22594	MAP.22594.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22595	MAP.22595.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22596	MAP.22596.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22597	MAP.22597.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22598	MAP.22598.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22599	MAP.22599.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22600	MAP.22600.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22601	MAP.22601.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22602	MAP.22602.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22603	MAP.22603.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22604	MAP.22604.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22605	MAP.22605.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22606	MAP.22606.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22607	MAP.22607.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22608	MAP.22608.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22609	MAP.22609.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22610	MAP.22610.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22611	MAP.22611.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22612	MAP.22612.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22613	MAP.22613.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22614	MAP.22614.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22615	MAP.22615.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22616	MAP.22616.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22617	MAP.22617.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22618	MAP.22618.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22619	MAP.22619.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22620	MAP.22620.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22621	MAP.22621.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22622	MAP.22622.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22623	MAP.22623.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22624	MAP.22624.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22625	MAP.22625.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22626	MAP.22626.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22627	MAP.22627.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22628	MAP.22628.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22629	MAP.22629.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22630	MAP.22630.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22631	MAP.22631.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22632	MAP.22632.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22633	MAP.22633.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22634	MAP.22634.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22635	MAP.22635.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22636	MAP.22636.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22637	MAP.22637.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 2
MAP.22638	MAP.22638.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22639	MAP.22639.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22640	MAP.22640.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22641	MAP.22641.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	An. Farauti 7
MAP.22642	MAP.22642.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22643	MAP.22643.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22644	MAP.22644.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22645	MAP.22645.spid		morphology	polymerase chain reaction method	Anopheles farauti species complex	MIRO	40002278	
MAP.22646	MAP.22646.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22647	MAP.22647.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22648	MAP.22648.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22649	MAP.22649.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22650	MAP.22650.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22651	MAP.22651.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22652	MAP.22652.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22653	MAP.22653.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22654	MAP.22654.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22656	MAP.22656.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22657	MAP.22657.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22660	MAP.22660.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22661	MAP.22661.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22662	MAP.22662.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22663	MAP.22663.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22664	MAP.22664.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22665	MAP.22665.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22666	MAP.22666.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22667	MAP.22667.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22668	MAP.22668.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22669	MAP.22669.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22670	MAP.22670.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22671	MAP.22671.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22672	MAP.22672.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22673	MAP.22673.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22674	MAP.22674.spid		polymerase chain reaction method		Anopheles farauti species complex	MIRO	40002278	
MAP.22675	MAP.22675.spid		chromosomal banding sequences		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22676	MAP.22676.spid		chromosomal banding sequences		Anopheles farauti species complex	MIRO	40002278	An. farauti 4
MAP.22677	MAP.22677.spid		chromosomal banding sequences		Anopheles koliensis Owen, 1945	MIRO	40003506	
MAP.22678	MAP.22678.spid		chromosomal banding sequences		Anopheles farauti species complex	MIRO	40002278	An. farauti No.6
MAP.22679	MAP.22679.spid		chromosomal banding sequences		Anopheles farauti species complex	MIRO	40002278	An. farauti No.5
MAP.22758	MAP.22758.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22759	MAP.22759.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22760	MAP.22760.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22761	MAP.22761.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22762	MAP.22762.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22763	MAP.22763.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22764	MAP.22764.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22765	MAP.22765.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22766	MAP.22766.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22767	MAP.22767.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22768	MAP.22768.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22769	MAP.22769.spid				Anopheles stephensi Liston, 1901	MIRO	40003601	
MAP.22772	MAP.22772.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22773	MAP.22773.spid		morphology		Anopheles koliensis Owen, 1945	MIRO	40003506	
MAP.22774	MAP.22774.spid		morphology		Anopheles farauti species complex	MIRO	40002278	
MAP.22775	MAP.22775.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22776	MAP.22776.spid		morphology		Anopheles koliensis Owen, 1945	MIRO	40003506	
MAP.22777	MAP.22777.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22778	MAP.22778.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22779	MAP.22779.spid		morphology		Anopheles punctulatus species complex	MIRO	40003571	
MAP.22780	MAP.22780.spid				Anopheles punctulatus species complex	MIRO	40003571	
MAP.22781	MAP.22781.spid				Anopheles koliensis Owen, 1945	MIRO	40003506	
MAP.22783	MAP.22783.spid				Anopheles punctulatus species complex	MIRO	40003571	
MAP.22784	MAP.22784.spid				Anopheles punctulatus species complex	MIRO	40003571	
MAP.22785	MAP.22785.spid				Anopheles punctulatus species complex	MIRO	40003571	
MAP.22786	MAP.22786.spid				Anopheles punctulatus species complex	MIRO	40003571	
MAP.22787	MAP.22787.spid				Anopheles punctulatus species complex	MIRO	40003571	
MAP.22788	MAP.22788.spid				Anopheles punctulatus species complex	MIRO	40003571	
MAP.22789	MAP.22789.spid				Anopheles punctulatus species complex	MIRO	40003571	
