Sample Name	Assay Name	Description	Protocol REF	Performer	Date	Characteristics [species assay result (VBcv:0000961)]	Term Source Ref	Term Accession Number
PMI2491	PMI.species.PMI2491		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2492	PMI.species.PMI2492		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2493	PMI.species.PMI2493		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2494	PMI.species.PMI2494		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2495	PMI.species.PMI2495		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2496	PMI.species.PMI2496		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2497	PMI.species.PMI2497		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2498	PMI.species.PMI2498		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2499	PMI.species.PMI2499		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2500	PMI.species.PMI2500		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2501	PMI.species.PMI2501		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2502	PMI.species.PMI2502		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2503	PMI.species.PMI2503		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2504	PMI.species.PMI2504		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2505	PMI.species.PMI2505		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2506	PMI.species.PMI2506		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2507	PMI.species.PMI2507		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2508	PMI.species.PMI2508		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2509	PMI.species.PMI2509		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2511	PMI.species.PMI2511		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2512	PMI.species.PMI2512		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2513	PMI.species.PMI2513		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2514	PMI.species.PMI2514		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2515	PMI.species.PMI2515		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2516	PMI.species.PMI2516		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2517	PMI.species.PMI2517		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2518	PMI.species.PMI2518		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2519	PMI.species.PMI2519		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2520	PMI.species.PMI2520		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2521	PMI.species.PMI2521		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2522	PMI.species.PMI2522		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2523	PMI.species.PMI2523		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2524	PMI.species.PMI2524		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2525	PMI.species.PMI2525		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2526	PMI.species.PMI2526		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2527	PMI.species.PMI2527		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2528	PMI.species.PMI2528		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2529	PMI.species.PMI2529		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2530	PMI.species.PMI2530		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2531	PMI.species.PMI2531		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2532	PMI.species.PMI2532		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2533	PMI.species.PMI2533		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2534	PMI.species.PMI2534		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2535	PMI.species.PMI2535		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2536	PMI.species.PMI2536		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2537	PMI.species.PMI2537		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2538	PMI.species.PMI2538		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2539	PMI.species.PMI2539		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2540	PMI.species.PMI2540		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2541	PMI.species.PMI2541		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2542	PMI.species.PMI2542		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2543	PMI.species.PMI2543		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2544	PMI.species.PMI2544		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2545	PMI.species.PMI2545		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2546	PMI.species.PMI2546		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2547	PMI.species.PMI2547		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2548	PMI.species.PMI2548		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2549	PMI.species.PMI2549		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2550	PMI.species.PMI2550		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2551	PMI.species.PMI2551		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2552	PMI.species.PMI2552		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2553	PMI.species.PMI2553		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2554	PMI.species.PMI2554		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2555	PMI.species.PMI2555		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2556	PMI.species.PMI2556		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2557	PMI.species.PMI2557		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2558	PMI.species.PMI2558		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2559	PMI.species.PMI2559		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2560	PMI.species.PMI2560		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2561	PMI.species.PMI2561		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2562	PMI.species.PMI2562		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2563	PMI.species.PMI2563		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2564	PMI.species.PMI2564		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2566	PMI.species.PMI2566		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2567	PMI.species.PMI2567		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2568	PMI.species.PMI2568		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2569	PMI.species.PMI2569		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2570	PMI.species.PMI2570		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2571	PMI.species.PMI2571		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2572	PMI.species.PMI2572		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2573	PMI.species.PMI2573		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2574	PMI.species.PMI2574		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2575	PMI.species.PMI2575		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2576	PMI.species.PMI2576		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2577	PMI.species.PMI2577		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2578	PMI.species.PMI2578		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2579	PMI.species.PMI2579		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2580	PMI.species.PMI2580		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2581	PMI.species.PMI2581		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2582	PMI.species.PMI2582		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2583	PMI.species.PMI2583		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2584	PMI.species.PMI2584		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2585	PMI.species.PMI2585		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2586	PMI.species.PMI2586		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2587	PMI.species.PMI2587		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2588	PMI.species.PMI2588		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2589	PMI.species.PMI2589		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2590	PMI.species.PMI2590		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2591	PMI.species.PMI2591		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2592	PMI.species.PMI2592		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2593	PMI.species.PMI2593		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2594	PMI.species.PMI2594		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2595	PMI.species.PMI2595		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2596	PMI.species.PMI2596		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2597	PMI.species.PMI2597		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2598	PMI.species.PMI2598		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2599	PMI.species.PMI2599		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2600	PMI.species.PMI2600		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2601	PMI.species.PMI2601		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2602	PMI.species.PMI2602		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2603	PMI.species.PMI2603		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2604	PMI.species.PMI2604		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2605	PMI.species.PMI2605		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2606	PMI.species.PMI2606		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2607	PMI.species.PMI2607		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2608	PMI.species.PMI2608		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2609	PMI.species.PMI2609		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2610	PMI.species.PMI2610		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2611	PMI.species.PMI2611		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2612	PMI.species.PMI2612		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2613	PMI.species.PMI2613		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2614	PMI.species.PMI2614		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2615	PMI.species.PMI2615		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2616	PMI.species.PMI2616		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2617	PMI.species.PMI2617		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2618	PMI.species.PMI2618		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2619	PMI.species.PMI2619		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2620	PMI.species.PMI2620		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2621	PMI.species.PMI2621		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2622	PMI.species.PMI2622		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2623	PMI.species.PMI2623		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2624	PMI.species.PMI2624		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2626	PMI.species.PMI2626		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2627	PMI.species.PMI2627		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2628	PMI.species.PMI2628		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2629	PMI.species.PMI2629		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2631	PMI.species.PMI2631		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2632	PMI.species.PMI2632		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2633	PMI.species.PMI2633		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2634	PMI.species.PMI2634		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2635	PMI.species.PMI2635		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2636	PMI.species.PMI2636		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2638	PMI.species.PMI2638		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2639	PMI.species.PMI2639		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2641	PMI.species.PMI2641		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2642	PMI.species.PMI2642		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2643	PMI.species.PMI2643		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2644	PMI.species.PMI2644		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2645	PMI.species.PMI2645		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2646	PMI.species.PMI2646		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2647	PMI.species.PMI2647		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2648	PMI.species.PMI2648		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2649	PMI.species.PMI2649		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2650	PMI.species.PMI2650		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2651	PMI.species.PMI2651		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2652	PMI.species.PMI2652		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2653	PMI.species.PMI2653		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2654	PMI.species.PMI2654		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2655	PMI.species.PMI2655		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2656	PMI.species.PMI2656		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2657	PMI.species.PMI2657		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2658	PMI.species.PMI2658		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2659	PMI.species.PMI2659		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2660	PMI.species.PMI2660		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2661	PMI.species.PMI2661		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2662	PMI.species.PMI2662		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2663	PMI.species.PMI2663		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2664	PMI.species.PMI2664		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2665	PMI.species.PMI2665		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2666	PMI.species.PMI2666		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2667	PMI.species.PMI2667		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2668	PMI.species.PMI2668		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2670	PMI.species.PMI2670		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2671	PMI.species.PMI2671		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2672	PMI.species.PMI2672		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2674	PMI.species.PMI2674		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2675	PMI.species.PMI2675		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2676	PMI.species.PMI2676		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2677	PMI.species.PMI2677		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2679	PMI.species.PMI2679		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2680	PMI.species.PMI2680		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2681	PMI.species.PMI2681		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2682	PMI.species.PMI2682		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2683	PMI.species.PMI2683		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2684	PMI.species.PMI2684		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2685	PMI.species.PMI2685		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2686	PMI.species.PMI2686		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2687	PMI.species.PMI2687		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2688	PMI.species.PMI2688		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2689	PMI.species.PMI2689		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2690	PMI.species.PMI2690		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2691	PMI.species.PMI2691		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2693	PMI.species.PMI2693		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2694	PMI.species.PMI2694		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2695	PMI.species.PMI2695		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2696	PMI.species.PMI2696		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2697	PMI.species.PMI2697		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2698	PMI.species.PMI2698		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2699	PMI.species.PMI2699		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2701	PMI.species.PMI2701		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2702	PMI.species.PMI2702		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2704	PMI.species.PMI2704		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2706	PMI.species.PMI2706		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2708	PMI.species.PMI2708		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2711	PMI.species.PMI2711		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2713	PMI.species.PMI2713		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2715	PMI.species.PMI2715		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2717	PMI.species.PMI2717		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2719	PMI.species.PMI2719		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2721	PMI.species.PMI2721		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2723	PMI.species.PMI2723		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2725	PMI.species.PMI2725		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2727	PMI.species.PMI2727		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2728	PMI.species.PMI2728		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2729	PMI.species.PMI2729		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2730	PMI.species.PMI2730		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2731	PMI.species.PMI2731		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2732	PMI.species.PMI2732		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2733	PMI.species.PMI2733		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2734	PMI.species.PMI2734		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2736	PMI.species.PMI2736		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2737	PMI.species.PMI2737		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2738	PMI.species.PMI2738		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2739	PMI.species.PMI2739		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2740	PMI.species.PMI2740		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2741	PMI.species.PMI2741		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2742	PMI.species.PMI2742		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2743	PMI.species.PMI2743		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2744	PMI.species.PMI2744		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2745	PMI.species.PMI2745		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2748	PMI.species.PMI2748		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2750	PMI.species.PMI2750		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2751	PMI.species.PMI2751		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2752	PMI.species.PMI2752		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2754	PMI.species.PMI2754		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2755	PMI.species.PMI2755		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2756	PMI.species.PMI2756		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2757	PMI.species.PMI2757		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2758	PMI.species.PMI2758		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2759	PMI.species.PMI2759		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2760	PMI.species.PMI2760		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2761	PMI.species.PMI2761		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2762	PMI.species.PMI2762		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2763	PMI.species.PMI2763		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2764	PMI.species.PMI2764		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2765	PMI.species.PMI2765		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2766	PMI.species.PMI2766		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2767	PMI.species.PMI2767		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2769	PMI.species.PMI2769		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2771	PMI.species.PMI2771		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2773	PMI.species.PMI2773		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2775	PMI.species.PMI2775		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2776	PMI.species.PMI2776		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2778	PMI.species.PMI2778		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2780	PMI.species.PMI2780		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2782	PMI.species.PMI2782		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2783	PMI.species.PMI2783		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2784	PMI.species.PMI2784		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2785	PMI.species.PMI2785		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2786	PMI.species.PMI2786		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2787	PMI.species.PMI2787		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2788	PMI.species.PMI2788		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2789	PMI.species.PMI2789		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2790	PMI.species.PMI2790		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2791	PMI.species.PMI2791		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2792	PMI.species.PMI2792		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI2793	PMI.species.PMI2793		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
