Sample Name	Assay Name	Description	Protocol REF	Performer	Date	Characteristics [species assay result (VBcv:0000961)]	Term Source Ref	Term Accession Number
PMI838	PMI.species.PMI838		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI839	PMI.species.PMI839		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI840	PMI.species.PMI840		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI841	PMI.species.PMI841		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI842	PMI.species.PMI842		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI843	PMI.species.PMI843		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI844	PMI.species.PMI844		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI845	PMI.species.PMI845		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI846	PMI.species.PMI846		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI847	PMI.species.PMI847		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI848	PMI.species.PMI848		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI849	PMI.species.PMI849		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI850	PMI.species.PMI850		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI851	PMI.species.PMI851		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI852	PMI.species.PMI852		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI853	PMI.species.PMI853		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI854	PMI.species.PMI854		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI855	PMI.species.PMI855		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI856	PMI.species.PMI856		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI857	PMI.species.PMI857		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI858	PMI.species.PMI858		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI859	PMI.species.PMI859		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI860	PMI.species.PMI860		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI861	PMI.species.PMI861		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI862	PMI.species.PMI862		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI863	PMI.species.PMI863		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI864	PMI.species.PMI864		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI865	PMI.species.PMI865		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI866	PMI.species.PMI866		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI867	PMI.species.PMI867		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI868	PMI.species.PMI868		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI869	PMI.species.PMI869		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI870	PMI.species.PMI870		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI871	PMI.species.PMI871		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI872	PMI.species.PMI872		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI873	PMI.species.PMI873		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI874	PMI.species.PMI874		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI875	PMI.species.PMI875		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI876	PMI.species.PMI876		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI877	PMI.species.PMI877		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI878	PMI.species.PMI878		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI879	PMI.species.PMI879		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI880	PMI.species.PMI880		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI881	PMI.species.PMI881		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI882	PMI.species.PMI882		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI883	PMI.species.PMI883		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI884	PMI.species.PMI884		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI885	PMI.species.PMI885		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI887	PMI.species.PMI887		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI888	PMI.species.PMI888		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI889	PMI.species.PMI889		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI890	PMI.species.PMI890		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI891	PMI.species.PMI891		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI893	PMI.species.PMI893		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI894	PMI.species.PMI894		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI895	PMI.species.PMI895		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI896	PMI.species.PMI896		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI897	PMI.species.PMI897		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI898	PMI.species.PMI898		SPECIES_PCR			Anopheles gambiae	MIRO	40003829
PMI899	PMI.species.PMI899		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI900	PMI.species.PMI900		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI901	PMI.species.PMI901		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI902	PMI.species.PMI902		SPECIES_PCR			Anopheles gambiae	MIRO	40003829
PMI903	PMI.species.PMI903		SPECIES_PCR			Anopheles gambiae	MIRO	40003829
PMI904	PMI.species.PMI904		SPECIES_PCR			Anopheles gambiae	MIRO	40003829
PMI905	PMI.species.PMI905		SPECIES_PCR			Anopheles gambiae	MIRO	40003829
PMI906	PMI.species.PMI906		SPECIES_PCR			Anopheles gambiae	MIRO	40003829
PMI907	PMI.species.PMI907		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI908	PMI.species.PMI908		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI909	PMI.species.PMI909		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI910	PMI.species.PMI910		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI911	PMI.species.PMI911		SPECIES_PCR			Anopheles arabiensis	MIRO	40002224
PMI912	PMI.species.PMI912		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI913	PMI.species.PMI913		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI914	PMI.species.PMI914		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI915	PMI.species.PMI915		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI916	PMI.species.PMI916		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI917	PMI.species.PMI917		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI918	PMI.species.PMI918		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI919	PMI.species.PMI919		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI920	PMI.species.PMI920		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI921	PMI.species.PMI921		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI922	PMI.species.PMI922		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI923	PMI.species.PMI923		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI924	PMI.species.PMI924		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI925	PMI.species.PMI925		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI926	PMI.species.PMI926		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI927	PMI.species.PMI927		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI928	PMI.species.PMI928		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI929	PMI.species.PMI929		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI930	PMI.species.PMI930		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI931	PMI.species.PMI931		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI932	PMI.species.PMI932		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI933	PMI.species.PMI933		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI934	PMI.species.PMI934		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI935	PMI.species.PMI935		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI936	PMI.species.PMI936		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI937	PMI.species.PMI937		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI938	PMI.species.PMI938		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI939	PMI.species.PMI939		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI940	PMI.species.PMI940		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI941	PMI.species.PMI941		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI942	PMI.species.PMI942		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI943	PMI.species.PMI943		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI944	PMI.species.PMI944		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI945	PMI.species.PMI945		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI946	PMI.species.PMI946		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI947	PMI.species.PMI947		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI948	PMI.species.PMI948		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI949	PMI.species.PMI949		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI950	PMI.species.PMI950		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI951	PMI.species.PMI951		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI952	PMI.species.PMI952		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI953	PMI.species.PMI953		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI954	PMI.species.PMI954		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI955	PMI.species.PMI955		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI956	PMI.species.PMI956		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI957	PMI.species.PMI957		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI958	PMI.species.PMI958		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI959	PMI.species.PMI959		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI960	PMI.species.PMI960		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI961	PMI.species.PMI961		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI962	PMI.species.PMI962		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI963	PMI.species.PMI963		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI964	PMI.species.PMI964		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI965	PMI.species.PMI965		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI966	PMI.species.PMI966		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI967	PMI.species.PMI967		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI968	PMI.species.PMI968		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI969	PMI.species.PMI969		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI970	PMI.species.PMI970		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI971	PMI.species.PMI971		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI972	PMI.species.PMI972		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI973	PMI.species.PMI973		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI974	PMI.species.PMI974		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI975	PMI.species.PMI975		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI976	PMI.species.PMI976		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI977	PMI.species.PMI977		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI978	PMI.species.PMI978		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI979	PMI.species.PMI979		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI980	PMI.species.PMI980		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI981	PMI.species.PMI981		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI982	PMI.species.PMI982		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI983	PMI.species.PMI983		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI984	PMI.species.PMI984		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI985	PMI.species.PMI985		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI986	PMI.species.PMI986		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI987	PMI.species.PMI987		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI988	PMI.species.PMI988		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI989	PMI.species.PMI989		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI990	PMI.species.PMI990		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI991	PMI.species.PMI991		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI992	PMI.species.PMI992		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI993	PMI.species.PMI993		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI994	PMI.species.PMI994		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI995	PMI.species.PMI995		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI996	PMI.species.PMI996		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI997	PMI.species.PMI997		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI998	PMI.species.PMI998		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI999	PMI.species.PMI999		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1000	PMI.species.PMI1000		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1001	PMI.species.PMI1001		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1002	PMI.species.PMI1002		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1003	PMI.species.PMI1003		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1004	PMI.species.PMI1004		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1005	PMI.species.PMI1005		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1006	PMI.species.PMI1006		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1007	PMI.species.PMI1007		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1008	PMI.species.PMI1008		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1009	PMI.species.PMI1009		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1010	PMI.species.PMI1010		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1011	PMI.species.PMI1011		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1012	PMI.species.PMI1012		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1013	PMI.species.PMI1013		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1014	PMI.species.PMI1014		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1015	PMI.species.PMI1015		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1016	PMI.species.PMI1016		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1017	PMI.species.PMI1017		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1018	PMI.species.PMI1018		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1019	PMI.species.PMI1019		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1020	PMI.species.PMI1020		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1021	PMI.species.PMI1021		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1022	PMI.species.PMI1022		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1023	PMI.species.PMI1023		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1024	PMI.species.PMI1024		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1025	PMI.species.PMI1025		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1026	PMI.species.PMI1026		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1027	PMI.species.PMI1027		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1028	PMI.species.PMI1028		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1029	PMI.species.PMI1029		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1030	PMI.species.PMI1030		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1031	PMI.species.PMI1031		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1032	PMI.species.PMI1032		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1033	PMI.species.PMI1033		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1034	PMI.species.PMI1034		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1035	PMI.species.PMI1035		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1036	PMI.species.PMI1036		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1037	PMI.species.PMI1037		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1038	PMI.species.PMI1038		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1039	PMI.species.PMI1039		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1040	PMI.species.PMI1040		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1041	PMI.species.PMI1041		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1042	PMI.species.PMI1042		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1043	PMI.species.PMI1043		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1044	PMI.species.PMI1044		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1045	PMI.species.PMI1045		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1046	PMI.species.PMI1046		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1047	PMI.species.PMI1047		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1048	PMI.species.PMI1048		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1049	PMI.species.PMI1049		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1050	PMI.species.PMI1050		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1051	PMI.species.PMI1051		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1052	PMI.species.PMI1052		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1053	PMI.species.PMI1053		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1054	PMI.species.PMI1054		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1055	PMI.species.PMI1055		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1056	PMI.species.PMI1056		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1057	PMI.species.PMI1057		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1058	PMI.species.PMI1058		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1059	PMI.species.PMI1059		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1060	PMI.species.PMI1060		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1061	PMI.species.PMI1061		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1062	PMI.species.PMI1062		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1063	PMI.species.PMI1063		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1064	PMI.species.PMI1064		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1065	PMI.species.PMI1065		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1066	PMI.species.PMI1066		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1067	PMI.species.PMI1067		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1068	PMI.species.PMI1068		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1069	PMI.species.PMI1069		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1070	PMI.species.PMI1070		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1071	PMI.species.PMI1071		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1072	PMI.species.PMI1072		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1073	PMI.species.PMI1073		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1074	PMI.species.PMI1074		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1075	PMI.species.PMI1075		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1076	PMI.species.PMI1076		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1077	PMI.species.PMI1077		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1078	PMI.species.PMI1078		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1079	PMI.species.PMI1079		SPECIES_PCR			Anopheles funestus	MIRO	40003834
PMI1080	PMI.species.PMI1080		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1081	PMI.species.PMI1081		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1082	PMI.species.PMI1082		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1083	PMI.species.PMI1083		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1084	PMI.species.PMI1084		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1085	PMI.species.PMI1085		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1086	PMI.species.PMI1086		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1087	PMI.species.PMI1087		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1088	PMI.species.PMI1088		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1089	PMI.species.PMI1089		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1090	PMI.species.PMI1090		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1091	PMI.species.PMI1091		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1092	PMI.species.PMI1092		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1093	PMI.species.PMI1093		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1094	PMI.species.PMI1094		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1095	PMI.species.PMI1095		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1096	PMI.species.PMI1096		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1097	PMI.species.PMI1097		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1098	PMI.species.PMI1098		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1099	PMI.species.PMI1099		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1100	PMI.species.PMI1100		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1101	PMI.species.PMI1101		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1102	PMI.species.PMI1102		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1103	PMI.species.PMI1103		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1104	PMI.species.PMI1104		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1105	PMI.species.PMI1105		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1106	PMI.species.PMI1106		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1107	PMI.species.PMI1107		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1108	PMI.species.PMI1108		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1109	PMI.species.PMI1109		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1110	PMI.species.PMI1110		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1111	PMI.species.PMI1111		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1112	PMI.species.PMI1112		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1113	PMI.species.PMI1113		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1114	PMI.species.PMI1114		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
PMI1115	PMI.species.PMI1115		SPECIES_PCR			Anopheles gambiae sensu lato	MIRO	40003480
