Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Date	Characteristics [Collection site (VBcv:0000831)]	Term Source REF	Term Accession Number	Characteristics [Collection site latitude (VBcv:0000817)]	Characteristics [Collection site longitude (VBcv:0000816)]
MAP.5582	MAP.5582.collection		man biting indoors	man biting outdoors			1993-01/1993-03	Burundi	GAZ	00001090	-4.362	29.653
MAP.5589	MAP.5582.collection		man biting indoors	man biting outdoors			1993-01/1993-03	Burundi	GAZ	00001090	-4.362	29.653
MAP.9626	MAP.9626.collection		house resting inside				2000-05/2000-05	Kenya	GAZ	00001101	0.267	36.049
MAP.9627	MAP.9626.collection		house resting inside				2000-05/2000-05	Kenya	GAZ	00001101	0.267	36.049
MAP.9628	MAP.9626.collection		house resting inside				2000-05/2000-05	Kenya	GAZ	00001101	0.267	36.049
MAP.9988	MAP.9988.collection		house resting inside				1987-10/1987-10	Kenya	GAZ	00001101	-0.0667	34.6667
MAP.11129	MAP.11129.collection		house resting inside				1987-05/1987-05	Kenya	GAZ	00001101	-0.347	35.02
MAP.11130	MAP.11129.collection		house resting inside				1987-05/1987-05	Kenya	GAZ	00001101	-0.347	35.02
MAP.10888	MAP.10888.collection		house resting inside	man biting indoors			1992-01/1992-12	Kenya	GAZ	00001101	-4.033	39.5167
MAP.45511	MAP.45511.collection		human baited net trap	house resting inside			2004-01/2004-01	Cameroon	GAZ	00001093	3.434	11.282
MAP.25817	MAP.25817.collection							Cameroon	GAZ	00001093	3.817	11.483
MAP.32266	MAP.32266.collection						1998-12/1998-12	Tanzania	GAZ	00001103	-5.083	39.133
MAP.62579	MAP.62579.collection		house resting inside	indoor light trap			1995-10/1995-10	Tanzania	GAZ	00001103	-5.11	38.485
MAP.11429	MAP.11429.collection		house resting inside				2003-11/2003-11	Kenya	GAZ	00001101	0.0833	34.7167
MAP.12224	MAP.12224.collection		man biting				2000-05/2000-05	Cameroon	GAZ	00001093	4.047	9.705
MAP.12225	MAP.12224.collection		man biting				2000-05/2000-05	Cameroon	GAZ	00001093	4.047	9.705
MAP.12226	MAP.12224.collection		man biting				2000-05/2000-05	Cameroon	GAZ	00001093	4.047	9.705
MAP.49718	MAP.49718.collection		man biting	house resting inside			1994-08/1994-08	Senegal	GAZ	00000913	15.277	-14.867
MAP.50971	MAP.50971.collection		larval collection				2002-00/2002-00	Ghana	GAZ	00000908	5.6333	-0.25
MAP.9364	MAP.9364.collection		house resting inside				1991-09/1994-12	Tanzania	GAZ	00001103	-8.393	36.248
MAP.9365	MAP.9364.collection		house resting inside				1991-09/1994-12	Tanzania	GAZ	00001103	-8.393	36.248
MAP.3819	MAP.3819.collection		indoor light trap				1990-06/1990-06	Tanzania	GAZ	00001103	-8.151	36.387
MAP.2358	MAP.2358.collection		indoor light trap	house resting inside			1996-01/1996-01	Tanzania	GAZ	00001103	-5.0666	38.4416
MAP.7116	MAP.7116.collection		man biting outdoors				1986-04/1986-04	Kenya	GAZ	00001101	-0.1138	34.404
MAP.44886	MAP.44886.collection		house resting inside				2005-00/2006-00	Zambia	GAZ	00001107	-16.4786	26.9437
MAP.45681	MAP.45681.collection		larval collection				2005-10/2006-03	Burkina Faso	GAZ	00000905	11.051	-4.368
MAP.45682	MAP.45681.collection		larval collection				2005-10/2006-03	Burkina Faso	GAZ	00000905	11.051	-4.368
MAP.11059	MAP.11059.collection		house resting inside				1982-04/1985-01	Tanzania	GAZ	00001103	-5.3	38.55
MAP.11060	MAP.11059.collection		house resting inside				1982-04/1985-01	Tanzania	GAZ	00001103	-5.3	38.55
MAP.11061	MAP.11059.collection		house resting inside				1982-04/1985-01	Tanzania	GAZ	00001103	-5.3	38.55
MAP.28473	MAP.28473.collection		man biting outdoors	house resting inside	outside shelter artificial	outside shelter natural	1995-02/1997-06	Réunion	GAZ	00003945	-20.948	55.652
MAP.7302	MAP.7302.collection		man biting	house resting inside			1991-06/1992-05	Kenya	GAZ	00001101	0	34.6
MAP.11307	MAP.11307.collection		house resting inside	man biting indoors				Kenya	GAZ	00001101	-0.0667	34.6667
MAP.29162	MAP.29162.collection		man biting				1987-10/1987-10	Madagascar	GAZ	00001108	-19	47.419
MAP.6961	MAP.6961.collection		man biting indoors				1991-05/1991-05	Kenya	GAZ	00001101	-3.533	39.815
MAP.53314	MAP.53314.collection		man biting indoors	man biting outdoors	outside shelter artificial	house resting inside	2004-06/2004-06	Madagascar	GAZ	00001108	-19.133	46.349
MAP.53326	MAP.53314.collection		man biting indoors	man biting outdoors	outside shelter artificial	house resting inside	2004-06/2004-06	Madagascar	GAZ	00001108	-19.133	46.349
MAP.40413	MAP.40413.collection		house resting inside				2002-00/2003-00	Mali	GAZ	00000584	12.2983	-8.355
MAP.40414	MAP.40413.collection		house resting inside				2002-00/2003-00	Mali	GAZ	00000584	12.2983	-8.355
MAP.11844	MAP.11844.collection		house resting inside	outside shelter artificial			1989-06/1989-06	Kenya	GAZ	00001101	-0.183	34.917
MAP.11858	MAP.11844.collection		house resting inside	outside shelter artificial			1989-06/1989-06	Kenya	GAZ	00001101	-0.183	34.917
MAP.42178	MAP.42178.collection		house resting inside				2003-02/2003-02	Uganda	GAZ	00001102	-0.85	29.999
MAP.61806	MAP.61806.collection		house resting inside					Gambia	GAZ	00000907	13.55	-15.817
MAP.61807	MAP.61806.collection		house resting inside					Gambia	GAZ	00000907	13.55	-15.817
MAP.45797	MAP.45797.collection		larval collection	house resting inside			2005-08/2006-01	Sudan	GAZ	00000560	14.249	32.982
MAP.8666	MAP.8666.collection		house resting inside	man biting indoors			1995-12/1996-01	Ghana	GAZ	00000908	5.4167	-0.6167
MAP.6655	MAP.6655.collection		indoor light trap				1994-06/1994-06	Tanzania	GAZ	00001103	-8.099	36.482
MAP.61863	MAP.61863.collection		house resting inside					Gambia	GAZ	00000907	13.3833	-13.9167
MAP.61864	MAP.61863.collection		house resting inside					Gambia	GAZ	00000907	13.3833	-13.9167
MAP.3506	MAP.3506.collection		house resting inside				2002-06/2002-06	Kenya	GAZ	00001101	-0.7497	37.3939
MAP.65856	MAP.65856.collection						1988-09/1988-09	Mali	GAZ	00000584	18.4167	1.3333
MAP.66260	MAP.65856.collection						1988-09/1988-09	Mali	GAZ	00000584	18.4167	1.3333
MAP.66261	MAP.65856.collection						1988-09/1988-09	Mali	GAZ	00000584	18.4167	1.3333
MAP.11548	MAP.11548.collection		house resting inside				1992-00/1992-00	Malawi	GAZ	00001105	-16.921	35.262
MAP.9946	MAP.9946.collection		man biting	house resting inside			2000-08/2000-08	Cameroon	GAZ	00001093	5.452	10.05
MAP.10030	MAP.10030.collection		larval collection				1997-06/1997-08	Nigeria	GAZ	00000912	11.301	7.451
MAP.28891	MAP.28891.collection		outside shelter natural				1989-02/1989-02	Madagascar	GAZ	00001108	-19.003	47.402
MAP.29808	MAP.29808.collection		man biting	house resting inside	human baited net trap	light trap	1998-10/2003-03	Cameroon	GAZ	00001093	3.516	11.499
MAP.29809	MAP.29808.collection		man biting	house resting inside	human baited net trap	light trap	1998-10/2003-03	Cameroon	GAZ	00001093	3.516	11.499
MAP.29810	MAP.29808.collection		man biting	house resting inside	human baited net trap	light trap	1998-10/2003-03	Cameroon	GAZ	00001093	3.516	11.499
MAP.62302	MAP.62302.collection		house resting inside	man biting			1999-03/1999-05	Madagascar	GAZ	00001108	-21.699	46.716
MAP.64677	MAP.64677.collection		house resting inside	larval collection			2003-02/2003-02	Uganda	GAZ	00001102	0.294	32.544
MAP.45829	MAP.45829.collection		larval collection				2005-04/2005-06	Kenya	GAZ	00001101	-0.75	37.4833
MAP.30065	MAP.30065.collection		house resting inside	outdoor light trap			2004-12/2004-12	Kenya	GAZ	00001101	-0.6981	37.3446
MAP.40902	MAP.40902.collection						1999-00/1999-00	Mali	GAZ	00000584	12.6935	-7.8499
MAP.45825	MAP.45825.collection		larval collection				2005-04/2005-06	Kenya	GAZ	00001101	-1.049	37.092
MAP.9725	MAP.9725.collection		indoor light trap	house resting inside			1998-03/1998-03	Mozambique	GAZ	00001100	-25.427	32.758
MAP.10472	MAP.10472.collection		light trap	house resting inside				Kenya	GAZ	00001101	0.47	36.009
MAP.10994	MAP.10994.collection		larval collection				2005-04/2005-06	Kenya	GAZ	00001101	-0.0415	37.6776
MAP.7937	MAP.7937.collection		man biting indoors	man biting outdoors	outside shelter artificial	house resting inside	2003-05/2003-05	Madagascar	GAZ	00001108	-19.3833	46.2167
MAP.7964	MAP.7937.collection		man biting indoors	man biting outdoors	outside shelter artificial	house resting inside	2003-05/2003-05	Madagascar	GAZ	00001108	-19.3833	46.2167
MAP.5697	MAP.5697.collection		man biting indoors	man biting outdoors			1991-03/1991-03	Côte d'Ivoire	GAZ	00000906	7.734	-5.101
MAP.9190	MAP.9190.collection		larval collection				1993-06/1995-04	Saudia Arabia	GAZ	00005279	18.847	43.197
MAP.7488	MAP.7488.collection		man biting indoors				1992-01/1992-01	Cameroon	GAZ	00001093	3.701	11.533
MAP.10081	MAP.10081.collection		man biting indoors	man biting outdoors			1994-03/1994-03	Senegal	GAZ	00000913	13.716	-16.418
MAP.10119	MAP.10081.collection		man biting indoors	man biting outdoors			1994-03/1994-03	Senegal	GAZ	00000913	13.716	-16.418
MAP.10157	MAP.10081.collection		man biting indoors	man biting outdoors			1994-03/1994-03	Senegal	GAZ	00000913	13.716	-16.418
MAP.62165	MAP.62165.collection		house resting inside	man biting indoors	man biting outdoors		1995-10/1996-12	Sudan	GAZ	00000560	15.598	32.578
MAP.29201	MAP.29201.collection		man biting indoors				1984-08/1984-08	Burkina Faso	GAZ	00000905	11.3436	-4.3903
MAP.29212	MAP.29201.collection		man biting indoors				1984-08/1984-08	Burkina Faso	GAZ	00000905	11.3436	-4.3903
MAP.8311	MAP.8311.collection		house resting inside	man biting indoors	man biting outdoors	larval collection	1999-12/1999-12	Sudan	GAZ	00000560	15.327	35.595
MAP.30282	MAP.30282.collection							Ghana	GAZ	00000908	5.918	-0.051
MAP.12307	MAP.12307.collection		house resting inside				1984-02/1984-02	Burundi	GAZ	00001090	-3.185	29.3
MAP.12325	MAP.12307.collection		house resting inside				1984-02/1984-02	Burundi	GAZ	00001090	-3.185	29.3
MAP.9102	MAP.9102.collection		house resting inside				1985-08/1985-08	Sudan	GAZ	00000560	13.5167	33.6333
MAP.9103	MAP.9102.collection		house resting inside				1985-08/1985-08	Sudan	GAZ	00000560	13.5167	33.6333
MAP.2613	MAP.2613.collection		house resting inside	man biting			1986-11/1986-11	Sudan	GAZ	00000560	14.451	33.505
MAP.31860	MAP.31860.collection		outlet window trap	house resting inside			1999-10/1999-12	South Africa	GAZ	00001094	-26.917	32.252
MAP.31861	MAP.31860.collection		outlet window trap	house resting inside			1999-10/1999-12	South Africa	GAZ	00001094	-26.917	32.252
MAP.9360	MAP.9360.collection		house resting inside				1991-09/1994-12	Tanzania	GAZ	00001103	-8.068	36.76
MAP.8974	MAP.8974.collection		larval collection				1998-06/1998-06	Kenya	GAZ	00001101	-0.182	34.382
MAP.8981	MAP.8974.collection		larval collection				1998-06/1998-06	Kenya	GAZ	00001101	-0.182	34.382
MAP.8989	MAP.8974.collection		larval collection				1998-06/1998-06	Kenya	GAZ	00001101	-0.182	34.382
MAP.64484	MAP.64484.collection		house resting inside				1997-08/1997-08	Kenya	GAZ	00001101	-0.7574	34.0852
MAP.3071	MAP.3071.collection		man biting indoors				1990-06/1990-06	Cameroon	GAZ	00001093	4.131	11.033
MAP.3098	MAP.3071.collection		man biting indoors				1990-06/1990-06	Cameroon	GAZ	00001093	4.131	11.033
MAP.3125	MAP.3071.collection		man biting indoors				1990-06/1990-06	Cameroon	GAZ	00001093	4.131	11.033
MAP.8389	MAP.8389.collection		house resting inside				1987-10/1987-12	Comores	GAZ	00002936	-11.5	43.366
MAP.62623	MAP.62623.collection		house resting inside	indoor light trap			1996-12/1996-12	Tanzania	GAZ	00001103	-5.058	38.46
MAP.7723	MAP.7723.collection		man biting				1996-03/1996-03	Senegal	GAZ	00000913	13.683	-16.383
MAP.7773	MAP.7723.collection		man biting				1996-03/1996-03	Senegal	GAZ	00000913	13.683	-16.383
MAP.7817	MAP.7723.collection		man biting				1996-03/1996-03	Senegal	GAZ	00000913	13.683	-16.383
MAP.35155	MAP.35155.collection		man biting indoors	man biting outdoors			2000-07/2000-07	Burkina Faso	GAZ	00000905	11.301	-3.901
MAP.53278	MAP.53278.collection		man biting indoors	man biting outdoors	outside shelter artificial	house resting inside	2004-06/2004-06	Madagascar	GAZ	00001108	-19.243	46.2727
MAP.53290	MAP.53278.collection		man biting indoors	man biting outdoors	outside shelter artificial	house resting inside	2004-06/2004-06	Madagascar	GAZ	00001108	-19.243	46.2727
MAP.31970	MAP.31970.collection		house resting inside				1985-08/1985-08	Mali	GAZ	00000584	12.801	-7.984
MAP.42465	MAP.42465.collection							Cameroon	GAZ	00001093	4.167	11.832
MAP.35229	MAP.35229.collection		larval collection					Nigeria	GAZ	00000912	6.934	3.632
MAP.3510	MAP.3510.collection		house resting inside				2001-11/2001-11	Kenya	GAZ	00001101	-0.6981	37.3446
MAP.10732	MAP.10732.collection		man biting indoors	man biting outdoors	house resting inside		2001-06/2001-06	Cameroon	GAZ	00001093	3.435	11.282
MAP.10740	MAP.10732.collection		man biting indoors	man biting outdoors	house resting inside		2001-06/2001-06	Cameroon	GAZ	00001093	3.435	11.282
MAP.10755	MAP.10732.collection		man biting indoors	man biting outdoors	house resting inside		2001-06/2001-06	Cameroon	GAZ	00001093	3.435	11.282
MAP.62325	MAP.62325.collection		house resting inside	man biting			2001-03/2001-05	Madagascar	GAZ	00001108	-20.616	46.245
MAP.3987	MAP.3987.collection		man biting indoors	man biting outdoors	house resting inside		1999-11/2000-02	Cameroon	GAZ	00001093	4.083	9.283
MAP.3988	MAP.3987.collection		man biting indoors	man biting outdoors	house resting inside		1999-11/2000-02	Cameroon	GAZ	00001093	4.083	9.283
MAP.3990	MAP.3987.collection		man biting indoors	man biting outdoors	house resting inside		1999-11/2000-02	Cameroon	GAZ	00001093	4.083	9.283
MAP.3991	MAP.3987.collection		man biting indoors	man biting outdoors	house resting inside		1999-11/2000-02	Cameroon	GAZ	00001093	4.083	9.283
MAP.7690	MAP.7690.collection		man biting				1993-06/1993-06	Senegal	GAZ	00000913	13.683	-16.383
MAP.7740	MAP.7690.collection		man biting				1993-06/1993-06	Senegal	GAZ	00000913	13.683	-16.383
MAP.7784	MAP.7690.collection		man biting				1993-06/1993-06	Senegal	GAZ	00000913	13.683	-16.383
MAP.31979	MAP.31979.collection		house resting inside				1985-08/1985-08	Mali	GAZ	00000584	12.6997	-8.0539
MAP.7306	MAP.7306.collection		house resting inside				1993-06/1993-06	Kenya	GAZ	00001101	0	34.6
MAP.41603	MAP.41603.collection		house resting inside	man biting indoors	man biting outdoors		2001-04/2001-04	Madagascar	GAZ	00001108	-17.65	46.966
MAP.41604	MAP.41603.collection		house resting inside	man biting indoors	man biting outdoors		2001-04/2001-04	Madagascar	GAZ	00001108	-17.65	46.966
MAP.41605	MAP.41603.collection		house resting inside	man biting indoors	man biting outdoors		2001-04/2001-04	Madagascar	GAZ	00001108	-17.65	46.966
MAP.53082	MAP.53082.collection		larval collection				1988-11/1988-11	Sudan	GAZ	00000560	14.409	35.678
MAP.7849	MAP.7849.collection		man biting indoors	house resting inside			1995-02/1995-12	Senegal	GAZ	00000913	14.467	-16.534
MAP.7850	MAP.7849.collection		man biting indoors	house resting inside			1995-02/1995-12	Senegal	GAZ	00000913	14.467	-16.534
MAP.7853	MAP.7849.collection		man biting indoors	house resting inside			1995-02/1995-12	Senegal	GAZ	00000913	14.467	-16.534
MAP.10564	MAP.10564.collection		larval collection				1997-08/1997-11	Gambia	GAZ	00000907	13.434	-15.584
MAP.10566	MAP.10564.collection		larval collection				1997-08/1997-11	Gambia	GAZ	00000907	13.434	-15.584
MAP.10568	MAP.10564.collection		larval collection				1997-08/1997-11	Gambia	GAZ	00000907	13.434	-15.584
MAP.41469	MAP.41469.collection		indoor light trap	man biting indoors				Kenya	GAZ	00001101	-0.05	34.9667
MAP.40444	MAP.40444.collection		human baited net trap					South Africa	GAZ	00001094	-27.05	32.55
MAP.12705	MAP.12705.collection		man biting	man biting outdoors	house resting inside		1987-10/1987-10	Madagascar	GAZ	00001108	-18.911	47.337
MAP.32237	MAP.32237.collection						1996-10/1996-10	Mali	GAZ	00000584	11.4166	-5.751
MAP.35805	MAP.32237.collection						1996-10/1996-10	Mali	GAZ	00000584	11.4166	-5.751
MAP.40903	MAP.32237.collection						1996-10/1996-10	Mali	GAZ	00000584	11.4166	-5.751
MAP.5040	MAP.5040.collection		man biting				2003-06/2003-06	Côte d'Ivoire	GAZ	00000906	6.866	-5.4
MAP.8308	MAP.8308.collection		house resting inside	man biting indoors	man biting outdoors	larval collection	1999-09/1999-09	Sudan	GAZ	00000560	15.327	35.595
MAP.9122	MAP.9122.collection		house resting inside				1985-10/1985-10	Sudan	GAZ	00000560	4.818	31.616
MAP.9123	MAP.9122.collection		house resting inside				1985-10/1985-10	Sudan	GAZ	00000560	4.818	31.616
MAP.45491	MAP.45491.collection						2002-07/2004-10	Mali	GAZ	00000584	11.4166	-5.751
MAP.11050	MAP.11050.collection		house resting inside				1982-00/1982-00	Senegal	GAZ	00000913	16.051	-14.552
MAP.11051	MAP.11050.collection		house resting inside				1982-00/1982-00	Senegal	GAZ	00000913	16.051	-14.552
MAP.11052	MAP.11050.collection		house resting inside				1982-00/1982-00	Senegal	GAZ	00000913	16.051	-14.552
MAP.42268	MAP.42268.collection						1992-00/1992-00	Ghana	GAZ	00000908	10.884	-1.085
MAP.42241	MAP.42241.collection						1990-00/1990-00	Guinea	GAZ	00000909	11.51	-12.46
MAP.45906	MAP.45906.collection							Cameroon	GAZ	00001093	12.077	15.032
MAP.41180	MAP.41180.collection		house resting inside	man biting indoors	man biting outdoors		1996-08/1996-08	Mali	GAZ	00000584	14.052	-6.182
MAP.12114	MAP.12114.collection		indoor light trap				2002-04/2002-04	Equatorial Guinea	GAZ	00001091	2.2232	9.8786
MAP.2727	MAP.2727.collection		house resting inside				1989-12/1989-12	Sudan	GAZ	00000560	13.201	30.299
MAP.8972	MAP.8972.collection		larval collection				1998-04/1998-04	Kenya	GAZ	00001101	-0.182	34.382
MAP.8979	MAP.8972.collection		larval collection				1998-04/1998-04	Kenya	GAZ	00001101	-0.182	34.382
MAP.8987	MAP.8972.collection		larval collection				1998-04/1998-04	Kenya	GAZ	00001101	-0.182	34.382
MAP.28968	MAP.28968.collection		house resting inside				1988-10/1989-01	Comores	GAZ	00002936	-12.28	43.734
MAP.28969	MAP.28968.collection		house resting inside				1988-10/1989-01	Comores	GAZ	00002936	-12.28	43.734
MAP.7346	MAP.7346.collection		man biting indoors	larval collection			1991-09/1991-09	Cameroon	GAZ	00001093	3.399	11.467
MAP.35101	MAP.35101.collection		larval collection				2005-04/2005-06	Nigeria	GAZ	00000912	6.457	3.344
MAP.35103	MAP.35101.collection		larval collection				2005-04/2005-06	Nigeria	GAZ	00000912	6.457	3.344
MAP.6041	MAP.6041.collection		man biting indoors	man biting outdoors	light trap	house resting inside	1994-11/1997-12	Madagascar	GAZ	00001108	-24.767	45.582
MAP.6042	MAP.6041.collection		man biting indoors	man biting outdoors	light trap	house resting inside	1994-11/1997-12	Madagascar	GAZ	00001108	-24.767	45.582
MAP.6043	MAP.6041.collection		man biting indoors	man biting outdoors	light trap	house resting inside	1994-11/1997-12	Madagascar	GAZ	00001108	-24.767	45.582
MAP.9977	MAP.9977.collection		larval collection				1991-02/1991-03	Madagascar	GAZ	00001108	-18.949	47.566
MAP.8834	MAP.8834.collection		man biting indoors	man biting outdoors			2001-12/2001-12	Ethiopia	GAZ	00000567	5.8833	37.4833
MAP.8855	MAP.8834.collection		man biting indoors	man biting outdoors			2001-12/2001-12	Ethiopia	GAZ	00000567	5.8833	37.4833
MAP.11639	MAP.11639.collection		house resting inside				1999-00/1999-00	Mali	GAZ	00000584	12.7167	-7.0167
MAP.11640	MAP.11639.collection		house resting inside				1999-00/1999-00	Mali	GAZ	00000584	12.7167	-7.0167
MAP.11641	MAP.11639.collection		house resting inside				1999-00/1999-00	Mali	GAZ	00000584	12.7167	-7.0167
MAP.32484	MAP.32484.collection		man biting indoors				1985-02/1986-02	Burkina Faso	GAZ	00000905	11.22	-4.641
MAP.32498	MAP.32484.collection		man biting indoors				1985-02/1986-02	Burkina Faso	GAZ	00000905	11.22	-4.641
MAP.10314	MAP.10314.collection		house resting inside	outlet window trap			1987-08/1987-08	Gambia	GAZ	00000907	13.5843	-15.8505
MAP.10247	MAP.10247.collection		house resting inside	animal shed resting	man biting outdoors		1997-11/1997-11	Sudan	GAZ	00000560	13.607	34.403
MAP.41279	MAP.41279.collection		house resting inside	outside shelter artificial			2001-11/2001-11	Burkina Faso	GAZ	00000905	12.145	-1.375
MAP.30000	MAP.30000.collection		man biting indoors	man biting outdoors			2002-12/2002-12	Uganda	GAZ	00001102	0.3754	31.2273
MAP.30010	MAP.30000.collection		man biting indoors	man biting outdoors			2002-12/2002-12	Uganda	GAZ	00001102	0.3754	31.2273
MAP.30020	MAP.30000.collection		man biting indoors	man biting outdoors			2002-12/2002-12	Uganda	GAZ	00001102	0.3754	31.2273
MAP.53241	MAP.53241.collection		man biting indoors	man biting outdoors	outside shelter artificial	house resting inside	2004-05/2004-05	Madagascar	GAZ	00001108	-19	46.417
MAP.53253	MAP.53241.collection		man biting indoors	man biting outdoors	outside shelter artificial	house resting inside	2004-05/2004-05	Madagascar	GAZ	00001108	-19	46.417
MAP.11275	MAP.11275.collection		house resting inside				1989-01/1989-01	Kenya	GAZ	00001101	-0.183	34.383
MAP.11287	MAP.11275.collection		house resting inside				1989-01/1989-01	Kenya	GAZ	00001101	-0.183	34.383
MAP.11299	MAP.11275.collection		house resting inside				1989-01/1989-01	Kenya	GAZ	00001101	-0.183	34.383
MAP.29417	MAP.29417.collection		man biting indoors				1993-11/1994-08	Cameroon	GAZ	00001093	3.7167	11.55
MAP.29421	MAP.29417.collection		man biting indoors				1993-11/1994-08	Cameroon	GAZ	00001093	3.7167	11.55
MAP.29422	MAP.29417.collection		man biting indoors				1993-11/1994-08	Cameroon	GAZ	00001093	3.7167	11.55
MAP.29423	MAP.29417.collection		man biting indoors				1993-11/1994-08	Cameroon	GAZ	00001093	3.7167	11.55
MAP.29424	MAP.29417.collection		man biting indoors				1993-11/1994-08	Cameroon	GAZ	00001093	3.7167	11.55
MAP.31476	MAP.31476.collection		man biting indoors	man biting outdoors	animal shed resting		2007-00/2007-00	Somalia	GAZ	00001104	3.12	43.644
MAP.30171	MAP.30171.collection							Uganda	GAZ	00001102	0.3	32
MAP.66254	MAP.66254.collection		man biting indoors	animal shed resting	house resting inside	animal biting outdoors		Ethiopia	GAZ	00000567	8	36.3333
MAP.35865	MAP.35865.collection		house resting inside				1985-12/1985-12	Kenya	GAZ	00001101	-0.1167	34.3833
MAP.49384	MAP.49384.collection		man biting outdoors	man biting indoors			1995-08/1995-08	Senegal	GAZ	00000913	13.683	-16.383
MAP.49391	MAP.49384.collection		man biting outdoors	man biting indoors			1995-08/1995-08	Senegal	GAZ	00000913	13.683	-16.383
MAP.61976	MAP.61976.collection		house resting inside	man biting indoors			2006-07/2006-09	Niger	GAZ	00000585	14.802	0.883
MAP.61979	MAP.61976.collection		house resting inside	man biting indoors			2006-07/2006-09	Niger	GAZ	00000585	14.802	0.883
MAP.8632	MAP.8632.collection		outlet window trap				1991-01/1991-01	South Africa	GAZ	00001094	-27.332	32.316
MAP.7187	MAP.7187.collection		house resting inside	man biting indoors			1990-01/1990-01	Kenya	GAZ	00001101	-0.183	34.916
MAP.11001	MAP.11001.collection		larval collection				2005-04/2005-06	Kenya	GAZ	00001101	-0.4591	37.5852
MAP.29822	MAP.29822.collection		house resting inside				2005-09/2005-09	Mali	GAZ	00000584	12.801	-7.984
MAP.7415	MAP.7415.collection		man biting indoors				1999-05/1999-05	Cameroon	GAZ	00001093	3.816	11.483
MAP.7435	MAP.7415.collection		man biting indoors				1999-05/1999-05	Cameroon	GAZ	00001093	3.816	11.483
MAP.7454	MAP.7415.collection		man biting indoors				1999-05/1999-05	Cameroon	GAZ	00001093	3.816	11.483
MAP.9762	MAP.9762.collection		indoor light trap	house resting inside	outside shelter		2001-06/2002-06	Tanzania	GAZ	00001103	-3.283	37.1493
MAP.9776	MAP.9762.collection		indoor light trap	house resting inside	outside shelter		2001-06/2002-06	Tanzania	GAZ	00001103	-3.283	37.1493
MAP.9777	MAP.9762.collection		indoor light trap	house resting inside	outside shelter		2001-06/2002-06	Tanzania	GAZ	00001103	-3.283	37.1493
MAP.25826	MAP.25826.collection							Cameroon	GAZ	00001093	3.816	11.483
MAP.41076	MAP.41076.collection							Benin	GAZ	00000904	6.383	2.463
MAP.5939	MAP.5939.collection		man biting indoors	man biting outdoors			1995-03/1995-03	Gabon	GAZ	00001092	-1.633	13.466
MAP.5964	MAP.5939.collection		man biting indoors	man biting outdoors			1995-03/1995-03	Gabon	GAZ	00001092	-1.633	13.466
MAP.6010	MAP.5939.collection		man biting indoors	man biting outdoors			1995-03/1995-03	Gabon	GAZ	00001092	-1.633	13.466
MAP.52976	MAP.52976.collection		house resting inside	man biting indoors	man biting outdoors	larval collection	1996-08/1996-08	Sudan	GAZ	00000560	15.6667	32.533
MAP.9391	MAP.9391.collection		house resting inside				2001-04/2001-04	Kenya	GAZ	00001101	-0.0667	34.6667
MAP.64769	MAP.64769.collection		larval collection	house resting inside			2006-09/2006-10	Burkina Faso	GAZ	00000905	12.065	-1.336
MAP.64770	MAP.64769.collection		larval collection	house resting inside			2006-09/2006-10	Burkina Faso	GAZ	00000905	12.065	-1.336
MAP.64771	MAP.64769.collection		larval collection	house resting inside			2006-09/2006-10	Burkina Faso	GAZ	00000905	12.065	-1.336
MAP.62049	MAP.62049.collection		larval collection				2003-07/2003-09	Niger	GAZ	00000585	13.514	2.12
MAP.29076	MAP.29076.collection		man biting				1992-06/1992-06	Madagascar	GAZ	00001108	-18.5167	47.25
MAP.64460	MAP.64460.collection		house resting inside				1998-06/1998-06	Kenya	GAZ	00001101	-0.5381	34.3422
MAP.3570	MAP.3570.collection		man biting indoors				1994-09/1995-02	Cameroon	GAZ	00001093	3.816	11.483
MAP.3571	MAP.3570.collection		man biting indoors				1994-09/1995-02	Cameroon	GAZ	00001093	3.816	11.483
MAP.3573	MAP.3570.collection		man biting indoors				1994-09/1995-02	Cameroon	GAZ	00001093	3.816	11.483
MAP.30304	MAP.30304.collection						2001-04/2001-04	Madagascar	GAZ	00001108	-17.649	46.966
MAP.30031	MAP.30031.collection		man biting indoors	man biting outdoors			2002-05/2002-05	Uganda	GAZ	00001102	0.7696	34.0261
MAP.30042	MAP.30031.collection		man biting indoors	man biting outdoors			2002-05/2002-05	Uganda	GAZ	00001102	0.7696	34.0261
MAP.30053	MAP.30031.collection		man biting indoors	man biting outdoors			2002-05/2002-05	Uganda	GAZ	00001102	0.7696	34.0261
MAP.6024	MAP.6024.collection		man biting indoors	man biting outdoors	house resting inside		1998-06/1998-12	Mali	GAZ	00000584	12.649	-7.934
MAP.3679	MAP.3679.collection		indoor light trap				1992-11/1992-11	Tanzania	GAZ	00001103	-6.53	38.83
MAP.42188	MAP.42188.collection		house resting inside				2005-10/2005-10	Uganda	GAZ	00001102	-0.85	29.999
MAP.2605	MAP.2605.collection		house resting inside	man biting			1987-03/1987-03	Sudan	GAZ	00000560	14.46	33.344
MAP.35681	MAP.35681.collection		larval collection					Botswana	GAZ	00001097	-20.841	27.221
MAP.6779	MAP.6779.collection		larval collection				1985-05/1985-05	Tanzania	GAZ	00001103	-8.067	36.721
