Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Date	Characteristics [Collection site (VBcv:0000831)]	Term Source REF	Term Accession Number	Characteristics [Collection site latitude (VBcv:0000817)]	Characteristics [Collection site longitude (VBcv:0000816)]
MAP.64180	MAP.64180.collection		carbon dioxide baited net trap				2005-05/2005-05	Argentina	GAZ	00002928	-23.1	-64.5
MAP.15461	MAP.15461.collection		man biting outdoors	man biting indoors			1989-02/1989-02	Mexico	GAZ	00002852	15.45	-93.1667
MAP.15488	MAP.15461.collection		man biting outdoors	man biting indoors			1989-02/1989-02	Mexico	GAZ	00002852	15.45	-93.1667
MAP.52895	MAP.52895.collection		man biting				2000-06/2000-06	Brazil	GAZ	00002828	2.826	-60.659
MAP.14045	MAP.14045.collection		house resting inside	man biting indoors	outlet window trap		1989-12/1989-12	Suriname	GAZ	00002525	4.326	-54.425
MAP.14052	MAP.14045.collection		house resting inside	man biting indoors	outlet window trap		1989-12/1989-12	Suriname	GAZ	00002525	4.326	-54.425
MAP.12778	MAP.12778.collection		man biting outdoors					Brazil	GAZ	00002828	0.0333	-51.1833
MAP.35694	MAP.35694.collection							Guatemala	GAZ	00002936	14.2833	-91.3667
MAP.30885	MAP.30885.collection		outside shelter artificial	outside shelter natural	resting outdoors		1988-08/1988-08	United States of America	GAZ	00002459	34.619	-86.945
MAP.14253	MAP.14253.collection		larval collection	resting outdoors	animal shed resting		1995-08/1995-08	United States of America	GAZ	00002459	44.312	-92.004
MAP.31634	MAP.31634.collection		larval collection				1988-10/1988-10	United States of America	GAZ	00002459	35.0143	-78.0015
MAP.31750	MAP.31750.collection		larval collection					Belize	GAZ	00002934	17.05	-88.649
MAP.51352	MAP.51352.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.0333	-88.5167
MAP.51355	MAP.51352.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.0333	-88.5167
MAP.51356	MAP.51352.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.0333	-88.5167
MAP.51437	MAP.51352.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.0333	-88.5167
MAP.51440	MAP.51352.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.0333	-88.5167
MAP.51441	MAP.51352.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.0333	-88.5167
MAP.32530	MAP.32530.collection		man biting	animal shed resting	resting outdoors		2001-06/2001-06	Brazil	GAZ	00002828	-4.102	-63.12
MAP.31751	MAP.31751.collection		larval collection					Belize	GAZ	00002934	16.566	-88.776
MAP.45634	MAP.45634.collection		man biting				2005-04/2005-04	Brazil	GAZ	00002828	-8.7883	-63.9168
MAP.15155	MAP.15155.collection		man biting outdoors	man biting indoors			1989-08/1989-08	Mexico	GAZ	00002852	15.4386	-93.0944
MAP.14492	MAP.14492.collection		larval collection					Mexico	GAZ	00002852	14.849	-92.428
MAP.42411	MAP.42411.collection		man biting outdoors				2000-07/2000-07	French Guiana	GAZ	00067144	3.391	-53.928
MAP.14864	MAP.14864.collection		man biting	animal biting outdoors	house resting inside	resting outdoors	1992-11/1992-11	Brazil	GAZ	00002828	-22.6833	-42.95
MAP.14891	MAP.14864.collection		man biting	animal biting outdoors	house resting inside	resting outdoors	1992-11/1992-11	Brazil	GAZ	00002828	-22.6833	-42.95
MAP.14906	MAP.14864.collection		man biting	animal biting outdoors	house resting inside	resting outdoors	1992-11/1992-11	Brazil	GAZ	00002828	-22.6833	-42.95
MAP.15429	MAP.15429.collection		man biting indoors	man biting outdoors			1988-02/1988-02	Venezuala	GAZ	00002931	10.584	-62.984
MAP.30878	MAP.30878.collection		outside shelter artificial	outside shelter natural	resting outdoors		1988-08/1988-08	United States of America	GAZ	00002459	34.682	-87.407
MAP.14338	MAP.14338.collection		larval collection	resting outdoors	animal shed resting		1988-08/1988-08	United States of America	GAZ	00002459	36.3833	-88.1667
MAP.13743	MAP.13743.collection		larval collection				1990-00/1996-00	Bolivia	GAZ	00002511	-10.828	-65.412
MAP.75089	MAP.75089.collection		larval collection				1995-09/1995-09	Costa Rica	GAZ	00002901	10.8917	-84.3673
MAP.51337	MAP.51337.collection		larval collection				1990-10/1990-10	Belize	GAZ	00002934	17.5167	-88.4167
MAP.51340	MAP.51337.collection		larval collection				1990-10/1990-10	Belize	GAZ	00002934	17.5167	-88.4167
MAP.51341	MAP.51337.collection		larval collection				1990-10/1990-10	Belize	GAZ	00002934	17.5167	-88.4167
MAP.13595	MAP.13595.collection						1984-12/1985-05	Brazil	GAZ	00002828	-3.821	-49.673
MAP.14077	MAP.14077.collection		larval collection	resting outdoors	animal shed resting		1987-06/1987-06	United States of America	GAZ	00002459	29.5797	-83.3083
MAP.35810	MAP.35810.collection						1990-03/1990-06	United States of America	GAZ	00002459	30.608	-83.2101
MAP.13997	MAP.13997.collection		man biting indoors	man biting outdoors	light trap	animal shed resting	1995-02/1995-06	Mexico	GAZ	00002852	15.154	-92.575
MAP.30995	MAP.30995.collection		outside shelter artificial	outside shelter natural	resting outdoors		1988-08/1988-08	United States of America	GAZ	00002459	36.066	-88.098
MAP.29523	MAP.29523.collection		man biting indoors	man biting outdoors			1986-11/1986-11	Haiti	GAZ	00003953	18.284	-73.801
MAP.13368	MAP.13368.collection		man biting indoors	man biting outdoors			1997-09/1997-09	Brazil	GAZ	00002828	-9.086	-63.668
MAP.13850	MAP.13850.collection		man biting				1995-04/1995-04	Brazil	GAZ	00002828	-3.12	-60.018
MAP.13894	MAP.13850.collection		man biting				1995-04/1995-04	Brazil	GAZ	00002828	-3.12	-60.018
MAP.13938	MAP.13850.collection		man biting				1995-04/1995-04	Brazil	GAZ	00002828	-3.12	-60.018
MAP.14322	MAP.14322.collection		larval collection	resting outdoors	animal shed resting		1992-08/1992-08	United States of America	GAZ	00002459	41.771	-73.062
MAP.14460	MAP.14460.collection		larval collection	resting outdoors	animal shed resting		1988-08/1988-08	United States of America	GAZ	00002459	34.868	-87.555
MAP.62942	MAP.62942.collection		man biting outdoors				1970-01/2005-12	Panama	GAZ	00002892	9.018	-78.068
MAP.62943	MAP.62942.collection		man biting outdoors				1970-01/2005-12	Panama	GAZ	00002892	9.018	-78.068
MAP.14877	MAP.14877.collection		man biting outdoors	man biting indoors	house resting inside	animal biting outdoors	1992-09/1992-09	Brazil	GAZ	00002828	-22.6833	-42.95
MAP.49680	MAP.49680.collection		animal shed resting				1995-07/1995-07	Guatemala	GAZ	00002936	16.136	-89.439
MAP.13213	MAP.13213.collection		man biting				2001-00/2001-00	Peru	GAZ	00002932	-3.7672	-74.9006
MAP.13214	MAP.13213.collection		man biting				2001-00/2001-00	Peru	GAZ	00002932	-3.7672	-74.9006
MAP.15406	MAP.15406.collection		larval collection				1990-06/1990-06	Venezuala	GAZ	00002931	8.751	-72.506
MAP.49713	MAP.49713.collection		animal shed resting				1995-00/1995-00	Colombia	GAZ	00002929	9.7244	-75.1208
MAP.13855	MAP.13855.collection		man biting				1995-09/1995-09	Brazil	GAZ	00002828	-3.12	-60.018
MAP.13899	MAP.13855.collection		man biting				1995-09/1995-09	Brazil	GAZ	00002828	-3.12	-60.018
MAP.13943	MAP.13855.collection		man biting				1995-09/1995-09	Brazil	GAZ	00002828	-3.12	-60.018
MAP.49818	MAP.49818.collection		resting outdoors					United States of America	GAZ	00002459	29.4902	-82.9771
MAP.14737	MAP.14737.collection		larval collection				1991-00/1993-00	Ecuador	GAZ	00002912	-0.298	-78.455
MAP.15027	MAP.14737.collection		larval collection				1991-00/1993-00	Ecuador	GAZ	00002912	-0.298	-78.455
MAP.15818	MAP.15818.collection		man biting indoors	man biting outdoors			1987-02/1987-02	Mexico	GAZ	00002852	14.56	-92.25
MAP.15776	MAP.15776.collection		larval collection				1988-07/1988-10	United States of America	GAZ	00002459	45.842	-119.282
MAP.14229	MAP.14229.collection		larval collection	resting outdoors	animal shed resting		1993-06/1993-06	United States of America	GAZ	00002459	30.35	-92.779
MAP.14546	MAP.14546.collection		outdoor light trap				1991-12/1992-01	Mexico	GAZ	00002852	14.637	-92.258
MAP.39690	MAP.39690.collection		outside shelter artificial				2004-10/2004-10	United States of America	GAZ	00002459	30.6116	-96.3315
MAP.15344	MAP.15344.collection		larval collection				1992-11/1992-11	Brazil	GAZ	00002828	-24.605	-47.879
MAP.75110	MAP.75110.collection		larval collection				1996-04/1996-04	Costa Rica	GAZ	00002901	10.9569	-84.4669
MAP.29514	MAP.29514.collection		man biting indoors	man biting outdoors			1987-03/1987-03	Haiti	GAZ	00003953	18.434	-72.685
MAP.15651	MAP.15651.collection		indoor light trap				1989-02/1989-02	Venezuala	GAZ	00002931	7.468	-71.651
MAP.16118	MAP.16118.collection		animal shed resting				1985-07/1985-07	United States of America	GAZ	00002459	34.368	-91.549
MAP.14515	MAP.14515.collection		man biting outdoors				1994-09/1994-09	Venezuala	GAZ	00002931	10.1	-67.6
MAP.14522	MAP.14515.collection		man biting outdoors				1994-09/1994-09	Venezuala	GAZ	00002931	10.1	-67.6
MAP.15682	MAP.15682.collection						1988-08/1990-01	Venezuala	GAZ	00002931	10.469	-68.012
MAP.64201	MAP.64201.collection		carbon dioxide baited net trap				2002-12/2002-12	Argentina	GAZ	00002928	-22.733	-64.368
MAP.31627	MAP.31627.collection		larval collection				1987-11/1987-11	United States of America	GAZ	00002459	35.0143	-78.0015
MAP.62859	MAP.62859.collection		man biting outdoors				1970-01/2005-12	Panama	GAZ	00002892	9.432	-82.553
MAP.62860	MAP.62859.collection		man biting outdoors				1970-01/2005-12	Panama	GAZ	00002892	9.432	-82.553
MAP.35467	MAP.35467.collection		larval collection				2004-04/2004-06	Brazil	GAZ	00002828	2.7072	-60.8405
MAP.13072	MAP.13072.collection		man biting				1999-06/1999-06	Brazil	GAZ	00002828	-24.5	-47.8333
MAP.15857	MAP.15857.collection		man biting indoors	man biting outdoors			1987-10/1987-10	Mexico	GAZ	00002852	14.817	-92.485
MAP.49304	MAP.49304.collection							Brazil	GAZ	00002828	-10.251	-54.981
MAP.64228	MAP.64228.collection		carbon dioxide baited net trap				2005-03/2005-03	Argentina	GAZ	00002928	-22.733	-64.368
MAP.31618	MAP.31618.collection		larval collection				1986-09/1986-09	United States of America	GAZ	00002459	35.0143	-78.0015
MAP.31698	MAP.31698.collection		animal shed resting	man biting			1997-07/1997-07	Brazil	GAZ	00002828	-1.439	-48.498
MAP.14993	MAP.14993.collection		man biting outdoors	man biting indoors			1994-05/1994-05	Belize	GAZ	00002934	18.322	-88.508
MAP.15453	MAP.15453.collection		man biting outdoors	man biting indoors			1988-06/1988-06	Mexico	GAZ	00002852	15.45	-93.1667
MAP.15480	MAP.15453.collection		man biting outdoors	man biting indoors			1988-06/1988-06	Mexico	GAZ	00002852	15.45	-93.1667
MAP.15699	MAP.15699.collection		man biting indoors	man biting outdoors			1990-02/1990-02	Trinidad and Tobago	GAZ	00003767	10.601	-61.4
MAP.31615	MAP.31615.collection		larval collection				1986-06/1986-06	United States of America	GAZ	00002459	35.0143	-78.0015
MAP.14997	MAP.14997.collection		man biting outdoors	man biting indoors			1994-05/1994-05	Belize	GAZ	00002934	17.801	-88.284
MAP.64198	MAP.64198.collection		carbon dioxide baited net trap				2002-09/2002-09	Argentina	GAZ	00002928	-22.733	-64.368
MAP.30440	MAP.30440.collection		man biting				2001-09/2001-09	Brazil	GAZ	00002828	2.8539	-60.646
MAP.14583	MAP.14583.collection		outdoor light trap				1992-05/1992-06	Mexico	GAZ	00002852	15.007	-92.393
MAP.15568	MAP.15568.collection		man biting				1989-09/1989-09	Venezuala	GAZ	00002931	7.468	-71.651
MAP.15586	MAP.15568.collection		man biting				1989-09/1989-09	Venezuala	GAZ	00002931	7.468	-71.651
MAP.14196	MAP.14196.collection		larval collection	resting outdoors	animal shed resting		1989-09/1989-09	United States of America	GAZ	00002459	29.9756	-85.0731
MAP.39687	MAP.39687.collection		outside shelter artificial				2004-07/2004-07	United States of America	GAZ	00002459	30.6116	-96.3315
MAP.15974	MAP.15974.collection		man biting indoors	man biting outdoors	animal biting outdoors		1985-11/1988-06	Brazil	GAZ	00002828	-9.941	-63.075
MAP.15975	MAP.15974.collection		man biting indoors	man biting outdoors	animal biting outdoors		1985-11/1988-06	Brazil	GAZ	00002828	-9.941	-63.075
MAP.15976	MAP.15974.collection		man biting indoors	man biting outdoors	animal biting outdoors		1985-11/1988-06	Brazil	GAZ	00002828	-9.941	-63.075
MAP.14207	MAP.14207.collection		larval collection	resting outdoors	animal shed resting		1988-06/1988-06	United States of America	GAZ	00002459	33.671	-82.174
MAP.35458	MAP.35458.collection		man biting indoors	man biting outdoors			1999-01/2000-04	Venezuala	GAZ	00002931	6.35	-61.5333
MAP.35459	MAP.35458.collection		man biting indoors	man biting outdoors			1999-01/2000-04	Venezuala	GAZ	00002931	6.35	-61.5333
MAP.49695	MAP.49695.collection		animal shed resting				1995-02/1995-02	Guatemala	GAZ	00002936	14.3258	-90.8319
MAP.15933	MAP.15933.collection		man biting					Suriname	GAZ	00002525	5.168	-56.101
MAP.15935	MAP.15933.collection		man biting					Suriname	GAZ	00002525	5.168	-56.101
MAP.14391	MAP.14391.collection		larval collection	resting outdoors	animal shed resting		1988-10/1988-10	United States of America	GAZ	00002459	31.947	-81.286
MAP.14119	MAP.14119.collection		larval collection	resting outdoors	animal shed resting		1991-09/1991-09	United States of America	GAZ	00002459	29.4936	-82.9728
MAP.32447	MAP.32447.collection		man biting indoors				1994-08/1994-08	Venezuala	GAZ	00002931	2.8	-65.184
MAP.14757	MAP.14757.collection		larval collection				1994-04/1994-05	Belize	GAZ	00002934	18.435	-88.417
MAP.14729	MAP.14729.collection		larval collection				1991-00/1993-00	Belize	GAZ	00002934	16.267	-88.885
MAP.35471	MAP.35471.collection		larval collection				2004-11/2005-01	Brazil	GAZ	00002828	3.0344	-60.8586
MAP.14395	MAP.14395.collection		larval collection	resting outdoors	animal shed resting		1993-08/1993-08	United States of America	GAZ	00002459	32.352	-92.116
MAP.13847	MAP.13847.collection		man biting				1995-01/1995-01	Brazil	GAZ	00002828	-3.12	-60.018
MAP.13891	MAP.13847.collection		man biting				1995-01/1995-01	Brazil	GAZ	00002828	-3.12	-60.018
MAP.13935	MAP.13847.collection		man biting				1995-01/1995-01	Brazil	GAZ	00002828	-3.12	-60.018
MAP.14234	MAP.14234.collection		larval collection	resting outdoors	animal shed resting		1994-06/1994-06	United States of America	GAZ	00002459	30.35	-92.779
MAP.40268	MAP.40268.collection							Brazil	GAZ	00002828	-3.12	-60.015
MAP.15970	MAP.15970.collection		man biting indoors	man biting outdoors			1986-07/1987-12	Brazil	GAZ	00002828	-12.462	-64.231
MAP.15971	MAP.15970.collection		man biting indoors	man biting outdoors			1986-07/1987-12	Brazil	GAZ	00002828	-12.462	-64.231
MAP.15972	MAP.15970.collection		man biting indoors	man biting outdoors			1986-07/1987-12	Brazil	GAZ	00002828	-12.462	-64.231
MAP.42443	MAP.42443.collection		man biting indoors	man biting outdoors	carbon dioxide baited net trap		1996-10/1997-09	Peru	GAZ	00002932	-3.8272	-73.3761
MAP.42444	MAP.42443.collection		man biting indoors	man biting outdoors	carbon dioxide baited net trap		1996-10/1997-09	Peru	GAZ	00002932	-3.8272	-73.3761
MAP.30397	MAP.30397.collection		man biting				2002-08/2002-08	Brazil	GAZ	00002828	2.7958	-60.6837
MAP.30403	MAP.30397.collection		man biting				2002-08/2002-08	Brazil	GAZ	00002828	2.7958	-60.6837
MAP.14451	MAP.14451.collection		larval collection	resting outdoors	animal shed resting		1984-10/1984-10	United States of America	GAZ	00002459	32.365	-86.045
MAP.14033	MAP.14033.collection		man biting indoors	man biting outdoors	house resting inside		1995-02/1995-05	Mexico	GAZ	00002852	15.067	-92.223
MAP.51267	MAP.51267.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.1667	-89.0833
MAP.51270	MAP.51267.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.1667	-89.0833
MAP.51271	MAP.51267.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.1667	-89.0833
MAP.15914	MAP.15914.collection		man biting	larval collection				Suriname	GAZ	00002525	4.95	-55.551
MAP.15916	MAP.15914.collection		man biting	larval collection				Suriname	GAZ	00002525	4.95	-55.551
MAP.32412	MAP.32412.collection							Bolivia	GAZ	00002511	-17.821	-66.404
MAP.5112	MAP.5112.collection						1998-03/1998-05	Guatemala	GAZ	00002936	14.278	-91.364
MAP.45924	MAP.45924.collection		animal shed resting	man biting outdoors	resting outdoors		2000-09/2000-09	Guatemala	GAZ	00002936	15.966	-90.785
MAP.16085	MAP.16085.collection		outside shelter artificial				1986-08/1986-08	United States of America	GAZ	00002459	34.501	-91.549
MAP.12792	MAP.12792.collection		man biting outdoors					Belize	GAZ	00002934	17.1167	-88.5667
MAP.62381	MAP.62381.collection		man biting indoors	man biting outdoors			2003-01/2003-01	Bolivia	GAZ	00002511	-18.599	-65.135
MAP.49844	MAP.49844.collection		larval collection				1996-02/1996-02	Mexico	GAZ	00002852	15.0667	-92.2167
MAP.15819	MAP.15819.collection		man biting indoors	man biting outdoors			1987-03/1987-03	Mexico	GAZ	00002852	14.56	-92.25
MAP.15645	MAP.15645.collection		indoor light trap				1989-08/1989-08	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.13051	MAP.13051.collection		man biting				1997-09/1997-09	Brazil	GAZ	00002828	-24.5	-47.8333
MAP.13370	MAP.13370.collection		larval collection				1998-09/1998-09	Venezuala	GAZ	00002931	10.5805	-63.0789
MAP.42448	MAP.42448.collection		man biting indoors	man biting outdoors			1997-02/1997-03	Peru	GAZ	00002932	-3.8272	-73.3761
MAP.14165	MAP.14165.collection		larval collection	resting outdoors	animal shed resting		1995-06/1995-06	United States of America	GAZ	00002459	30.4504	-85.8994
MAP.64316	MAP.64316.collection		larval collection				1997-01/1997-02	Brazil	GAZ	00002828	-5.1833	-62.9
MAP.64317	MAP.64316.collection		larval collection				1997-01/1997-02	Brazil	GAZ	00002828	-5.1833	-62.9
MAP.64318	MAP.64316.collection		larval collection				1997-01/1997-02	Brazil	GAZ	00002828	-5.1833	-62.9
MAP.14065	MAP.14065.collection		light trap	man biting outdoors			1991-01/1991-04	Mexico	GAZ	00002852	14.8319	-92.4705
MAP.15130	MAP.15130.collection		man biting outdoors	man biting indoors			1989-04/1989-04	Mexico	GAZ	00002852	15.4481	-93.1386
MAP.31013	MAP.31013.collection		outside shelter artificial	outside shelter natural	resting outdoors		1988-08/1988-08	United States of America	GAZ	00002459	35.7037	-84.9052
MAP.15596	MAP.15596.collection		man biting				1988-06/1988-06	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.15620	MAP.15596.collection		man biting				1988-06/1988-06	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.14699	MAP.14699.collection		larval collection				1994-05/1994-05	Belize	GAZ	00002934	18.251	-88.567
MAP.64148	MAP.64148.collection		carbon dioxide baited net trap				2002-09/2002-09	Argentina	GAZ	00002928	-23.1	-64.5
MAP.31697	MAP.31697.collection		animal shed resting	man biting			1998-07/1998-07	Brazil	GAZ	00002828	-1.034	-46.666
MAP.64157	MAP.64157.collection		carbon dioxide baited net trap				2003-06/2003-06	Argentina	GAZ	00002928	-23.1	-64.5
MAP.14287	MAP.14287.collection		larval collection	resting outdoors	animal shed resting		1988-08/1988-08	United States of America	GAZ	00002459	36.25	-88.11
MAP.14555	MAP.14555.collection		outdoor light trap				1992-05/1992-06	Mexico	GAZ	00002852	14.657	-92.172
MAP.62208	MAP.62208.collection		man biting				2005-08/2006-11	Colombia	GAZ	00002929	9.2509	-76.1333
MAP.62209	MAP.62208.collection		man biting				2005-08/2006-11	Colombia	GAZ	00002929	9.2509	-76.1333
MAP.62210	MAP.62208.collection		man biting				2005-08/2006-11	Colombia	GAZ	00002929	9.2509	-76.1333
MAP.15607	MAP.15607.collection		man biting				1989-05/1989-05	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.15631	MAP.15607.collection		man biting				1989-05/1989-05	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.15023	MAP.15023.collection		larval collection				1991-00/1993-00	Grenada	GAZ	02000573	12.2	-61.6167
MAP.15295	MAP.15295.collection		larval collection				1992-04/1992-04	Grenada	GAZ	02000573	12.1178	-61.7479
MAP.15297	MAP.15295.collection		larval collection				1992-04/1992-04	Grenada	GAZ	02000573	12.1178	-61.7479
MAP.49740	MAP.49740.collection						1991-00/1991-00	Peru	GAZ	00002932	-12.134	-76.818
MAP.13046	MAP.13046.collection		man biting				1997-04/1997-04	Brazil	GAZ	00002828	-24.5	-47.8333
MAP.15870	MAP.15870.collection		man biting indoors	man biting outdoors			1988-11/1988-11	Mexico	GAZ	00002852	14.817	-92.485
MAP.14189	MAP.14189.collection		larval collection	resting outdoors	animal shed resting		1992-06/1992-06	United States of America	GAZ	00002459	32.335	-81.478
MAP.12805	MAP.12805.collection		resting outdoors	animal shed resting	man biting outdoors		1997-00/1998-00	Brazil	GAZ	00002828	-0.036	-51.179
MAP.45169	MAP.45169.collection		man biting outdoors					Bolivia	GAZ	00002511	-11.0167	-66.1
MAP.14463	MAP.14463.collection		larval collection	resting outdoors	animal shed resting		1986-06/1986-06	United States of America	GAZ	00002459	30.331	-82.752
MAP.15795	MAP.15795.collection		man biting indoors	man biting outdoors			1987-10/1987-10	Mexico	GAZ	00002852	14.801	-92.467
MAP.15000	MAP.15000.collection		man biting outdoors	man biting indoors			1994-05/1994-05	Belize	GAZ	00002934	18.101	-88.434
MAP.13038	MAP.13038.collection		man biting				1996-08/1996-08	Brazil	GAZ	00002828	-24.5	-47.8333
MAP.51592	MAP.51592.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.2167	-89.1
MAP.51595	MAP.51592.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.2167	-89.1
MAP.51596	MAP.51592.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.2167	-89.1
MAP.51602	MAP.51592.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.2167	-89.1
MAP.51605	MAP.51592.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.2167	-89.1
MAP.51606	MAP.51592.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.2167	-89.1
MAP.15474	MAP.15474.collection		man biting outdoors	man biting indoors			1988-09/1988-09	Mexico	GAZ	00002852	15.4508	-93.1233
MAP.29548	MAP.29548.collection		larval collection				1990-01/1990-05	Cuba	GAZ	00003762	23.154	-81.931
MAP.15143	MAP.15143.collection		man biting outdoors	man biting indoors			1988-08/1988-08	Mexico	GAZ	00002852	15.4386	-93.0944
MAP.13254	MAP.13254.collection		animal baited net trap				1994-04/1994-09	United States of America	GAZ	00002459	30.363	-90.074
MAP.13764	MAP.13764.collection		larval collection				1990-00/1996-00	Venezuala	GAZ	00002931	5.25	-66.084
MAP.62912	MAP.62912.collection		man biting outdoors				1970-01/2005-12	Panama	GAZ	00002892	8.874	-80.863
MAP.62939	MAP.62939.collection		man biting outdoors				1970-01/2005-12	Panama	GAZ	00002892	8.758	-78.222
MAP.62940	MAP.62939.collection		man biting outdoors				1970-01/2005-12	Panama	GAZ	00002892	8.758	-78.222
MAP.15493	MAP.15493.collection		man biting outdoors	man biting indoors			1988-10/1988-10	Mexico	GAZ	00002852	15.5	-93.2167
MAP.15375	MAP.15375.collection		house resting inside	resting outdoors			1991-01/1991-01	Mexico	GAZ	00002852	15.067	-92.235
MAP.15731	MAP.15731.collection		man biting indoors	man biting outdoors			1988-06/1988-11	Mexico	GAZ	00002852	16.0833	-90.95
MAP.15732	MAP.15731.collection		man biting indoors	man biting outdoors			1988-06/1988-11	Mexico	GAZ	00002852	16.0833	-90.95
MAP.62143	MAP.62143.collection						2001-07/2002-12	Brazil	GAZ	00002828	-21.6458	-52.0069
MAP.62146	MAP.62143.collection						2001-07/2002-12	Brazil	GAZ	00002828	-21.6458	-52.0069
MAP.14249	MAP.14249.collection		larval collection	resting outdoors	animal shed resting		1987-09/1987-09	United States of America	GAZ	00002459	34.928	-88.243
MAP.45631	MAP.45631.collection		man biting				2005-10/2005-10	Brazil	GAZ	00002828	-8.634	-63.821
MAP.13383	MAP.13383.collection		larval collection				1998-10/1998-10	Venezuala	GAZ	00002931	10.57	-62.579
MAP.13773	MAP.13773.collection						1997-05/1997-05	Mexico	GAZ	00002852	16.9	-99.817
MAP.15863	MAP.15863.collection		man biting indoors	man biting outdoors			1988-04/1988-04	Mexico	GAZ	00002852	14.817	-92.485
MAP.15410	MAP.15410.collection		man biting outdoors					Venezuala	GAZ	00002931	10.269	-64.417
MAP.15126	MAP.15126.collection		man biting outdoors	man biting indoors			1988-12/1988-12	Mexico	GAZ	00002852	15.4481	-93.1386
MAP.75114	MAP.75114.collection		man biting outdoors				1996-04/1996-04	Costa Rica	GAZ	00002901	10.952	-84.4662
MAP.12783	MAP.12783.collection		man biting outdoors					Brazil	GAZ	00002828	-1.7628	-48.8569
MAP.13388	MAP.13388.collection		man biting outdoors				1999-06/1999-06	Brazil	GAZ	00002828	0.0333	-51.25
MAP.13396	MAP.13388.collection		man biting outdoors				1999-06/1999-06	Brazil	GAZ	00002828	0.0333	-51.25
MAP.13404	MAP.13388.collection		man biting outdoors				1999-06/1999-06	Brazil	GAZ	00002828	0.0333	-51.25
MAP.52892	MAP.52892.collection		man biting				2001-04/2001-04	Brazil	GAZ	00002828	-3.2	-52.202
MAP.14728	MAP.14728.collection		larval collection				1991-00/1993-00	Belize	GAZ	00002934	17.085	-88.651
MAP.14731	MAP.14728.collection		larval collection				1991-00/1993-00	Belize	GAZ	00002934	17.085	-88.651
MAP.14732	MAP.14728.collection		larval collection				1991-00/1993-00	Belize	GAZ	00002934	17.085	-88.651
MAP.15020	MAP.14728.collection		larval collection				1991-00/1993-00	Belize	GAZ	00002934	17.085	-88.651
MAP.13359	MAP.13359.collection		man biting indoors	man biting outdoors			1996-12/1996-12	Brazil	GAZ	00002828	-9.086	-63.668
MAP.14214	MAP.14214.collection		larval collection	resting outdoors	animal shed resting		1993-08/1993-08	United States of America	GAZ	00002459	30.231	-93.22
MAP.5135	MAP.5135.collection		outlet window trap				1985-03/1985-03	Suriname	GAZ	00002525	4.414	-54.432
MAP.42404	MAP.42404.collection		man biting indoors				2001-05/2001-10	French Guiana	GAZ	00067144	3.374	-54.047
MAP.15592	MAP.15592.collection		man biting				1988-02/1988-02	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.15616	MAP.15592.collection		man biting				1988-02/1988-02	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.14156	MAP.14156.collection		larval collection	resting outdoors	animal shed resting		1989-09/1989-09	United States of America	GAZ	00002459	30.438	-85.002
MAP.13507	MAP.13507.collection		man biting outdoors				1997-05/1997-05	Brazil	GAZ	00002828	0	-51.1
MAP.13512	MAP.13507.collection		man biting outdoors				1997-05/1997-05	Brazil	GAZ	00002828	0	-51.1
MAP.16028	MAP.16028.collection		outlet window trap				1985-08/1985-12	Suriname	GAZ	00002525	4.4166	-54.4666
MAP.30352	MAP.30352.collection		man biting indoors	man biting outdoors			2002-04/2002-04	Belize	GAZ	00002934	17.1665	-88.6027
MAP.30372	MAP.30352.collection		man biting indoors	man biting outdoors			2002-04/2002-04	Belize	GAZ	00002934	17.1665	-88.6027
MAP.30382	MAP.30352.collection		man biting indoors	man biting outdoors			2002-04/2002-04	Belize	GAZ	00002934	17.1665	-88.6027
MAP.12926	MAP.12926.collection		man biting indoors	man biting outdoors	light trap		1997-01/1999-12	Brazil	GAZ	00002828	-14.6633	-48.9598
