Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Date	Characteristics [Collection site (VBcv:0000831)]	Term Source REF	Term Accession Number	Characteristics [Collection site latitude (VBcv:0000817)]	Characteristics [Collection site longitude (VBcv:0000816)]
MAP.12862	MAP.12862.collection		larval collection	man biting				Colombia	GAZ	00002929	5.7	-76.65
MAP.15055	MAP.15055.collection		outdoor light trap				1993-12/1993-12	Brazil	GAZ	00002828	-24.607	-47.876
MAP.15771	MAP.15771.collection		larval collection				1988-07/1988-10	United States of America	GAZ	00002459	37.4081	-122.2258
MAP.12836	MAP.12836.collection		man biting indoors	man biting outdoors	indoor light trap		1999-01/2000-04	Venezuala	GAZ	00002931	7.794	-61.173
MAP.12837	MAP.12836.collection		man biting indoors	man biting outdoors	indoor light trap		1999-01/2000-04	Venezuala	GAZ	00002931	7.794	-61.173
MAP.13562	MAP.13562.collection		light trap				1990-02/1990-08	Brazil	GAZ	00002828	0.883	-51.992
MAP.13564	MAP.13562.collection		light trap				1990-02/1990-08	Brazil	GAZ	00002828	0.883	-51.992
MAP.13566	MAP.13562.collection		light trap				1990-02/1990-08	Brazil	GAZ	00002828	0.883	-51.992
MAP.64283	MAP.64283.collection		larval collection				1997-01/1997-02	Brazil	GAZ	00002828	-8.75	-67.3833
MAP.64284	MAP.64283.collection		larval collection				1997-01/1997-02	Brazil	GAZ	00002828	-8.75	-67.3833
MAP.64285	MAP.64283.collection		larval collection				1997-01/1997-02	Brazil	GAZ	00002828	-8.75	-67.3833
MAP.15338	MAP.15338.collection		larval collection				1992-05/1992-05	Brazil	GAZ	00002828	-24.605	-47.879
MAP.15336	MAP.15336.collection		larval collection				1992-03/1992-03	Brazil	GAZ	00002828	-24.605	-47.879
MAP.30414	MAP.30414.collection		man biting				2002-06/2002-06	Brazil	GAZ	00002828	2.8406	-60.7185
MAP.14760	MAP.14760.collection		larval collection				1994-08/1994-08	Belize	GAZ	00002934	18.302	-88.45
MAP.15662	MAP.15662.collection		indoor light trap				1989-04/1989-04	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.14625	MAP.14625.collection		outdoor light trap				1991-07/1992-08	Mexico	GAZ	00002852	14.9417	-92.35
MAP.40032	MAP.40032.collection		man biting indoors	man biting outdoors	resting outdoors		1989-09/1989-09	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.7911	MAP.7911.collection		resting outdoors	light trap	man biting	larval collection	1992-06/1992-10	Brazil	GAZ	00002828	0.886	-51.977
MAP.15203	MAP.15203.collection		larval collection	man biting	animal biting		1991-00/1992-00	Brazil	GAZ	00002828	2.827	-60.658
MAP.15014	MAP.15014.collection		larval collection				1991-00/1993-00	Guatemala	GAZ	00002936	14.851	-90.085
MAP.12924	MAP.12924.collection		man biting indoors	man biting outdoors	light trap		1997-01/1999-12	Brazil	GAZ	00002828	-14.5345	-49.0188
MAP.12925	MAP.12924.collection		man biting indoors	man biting outdoors	light trap		1997-01/1999-12	Brazil	GAZ	00002828	-14.5345	-49.0188
MAP.15594	MAP.15594.collection		man biting				1988-04/1988-04	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.15618	MAP.15594.collection		man biting				1988-04/1988-04	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.42417	MAP.42417.collection		man biting outdoors				2001-01/2001-01	French Guiana	GAZ	00067144	3.391	-53.928
MAP.15982	MAP.15982.collection		man biting indoors	man biting outdoors	animal biting outdoors		1985-11/1988-06	Brazil	GAZ	00002828	-9.1974	-63.1655
MAP.15983	MAP.15982.collection		man biting indoors	man biting outdoors	animal biting outdoors		1985-11/1988-06	Brazil	GAZ	00002828	-9.1974	-63.1655
MAP.15984	MAP.15982.collection		man biting indoors	man biting outdoors	animal biting outdoors		1985-11/1988-06	Brazil	GAZ	00002828	-9.1974	-63.1655
MAP.13427	MAP.13427.collection		man biting outdoors				1996-10/1996-10	Brazil	GAZ	00002828	2.826	-60.658
MAP.13450	MAP.13427.collection		man biting outdoors				1996-10/1996-10	Brazil	GAZ	00002828	2.826	-60.658
MAP.13473	MAP.13427.collection		man biting outdoors				1996-10/1996-10	Brazil	GAZ	00002828	2.826	-60.658
MAP.15676	MAP.15676.collection		animal biting				1987-11/1988-01	Mexico	GAZ	00002852	14.56	-92.25
MAP.31713	MAP.31713.collection		man biting				1994-00/1998-00	Brazil	GAZ	00002828	-16.5667	-39.4
MAP.15437	MAP.15437.collection		man biting indoors	man biting outdoors			1988-06/1988-06	Venezuala	GAZ	00002931	10.268	-64.417
MAP.15076	MAP.15076.collection							Mexico	GAZ	00002852	14.903	-92.266
MAP.15964	MAP.15964.collection		house resting inside	resting outdoors			1987-07/1987-10	Mexico	GAZ	00002852	25.982	-108.335
MAP.12847	MAP.12847.collection		man biting indoors	man biting outdoors	resting outdoors		2002-07/2003-06	Belize	GAZ	00002934	17.1665	-88.6027
MAP.12849	MAP.12847.collection		man biting indoors	man biting outdoors	resting outdoors		2002-07/2003-06	Belize	GAZ	00002934	17.1665	-88.6027
MAP.12850	MAP.12847.collection		man biting indoors	man biting outdoors	resting outdoors		2002-07/2003-06	Belize	GAZ	00002934	17.1665	-88.6027
MAP.31752	MAP.31752.collection		larval collection					Belize	GAZ	00002934	17.1	-88.777
MAP.15695	MAP.15695.collection		man biting indoors	man biting outdoors			1989-10/1989-10	Trinidad and Tobago	GAZ	00003767	10.601	-61.4
MAP.15591	MAP.15591.collection		resting outdoors				1988-08/1989-09	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.15615	MAP.15591.collection		resting outdoors				1988-08/1989-09	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.40129	MAP.15591.collection		resting outdoors				1988-08/1989-09	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.40159	MAP.15591.collection		resting outdoors				1988-08/1989-09	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.14822	MAP.14822.collection		man biting outdoors	man biting indoors			1994-10/1994-10	Brazil	GAZ	00002828	-24.607	-47.876
MAP.32423	MAP.32423.collection		man biting outdoors	man biting indoors	larval collection		2004-01/2004-12	Brazil	GAZ	00002828	-8.7855	-63.9178
MAP.32427	MAP.32423.collection		man biting outdoors	man biting indoors	larval collection		2004-01/2004-12	Brazil	GAZ	00002828	-8.7855	-63.9178
MAP.42424	MAP.42424.collection		man biting outdoors				2001-09/2001-09	French Guiana	GAZ	00067144	3.391	-53.928
MAP.14384	MAP.14384.collection		larval collection	resting outdoors	animal shed resting		1988-11/1988-11	United States of America	GAZ	00002459	26.835	-81.095
MAP.15045	MAP.15045.collection		outdoor light trap				1993-02/1993-02	Brazil	GAZ	00002828	-24.607	-47.876
MAP.32445	MAP.32445.collection		man biting indoors				1994-06/1994-06	Venezuala	GAZ	00002931	2.8	-65.184
MAP.15798	MAP.15798.collection		man biting indoors	man biting outdoors			1988-01/1988-01	Mexico	GAZ	00002852	14.801	-92.467
MAP.14016	MAP.14016.collection							Brazil	GAZ	00002828	-21.791	-48.183
MAP.51362	MAP.51362.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.4833	-88.35
MAP.51365	MAP.51362.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.4833	-88.35
MAP.51366	MAP.51362.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.4833	-88.35
MAP.29505	MAP.29505.collection		man biting indoors				1991-01/1991-12	French Guiana	GAZ	00067144	4.884	-52.302
MAP.29507	MAP.29505.collection		man biting indoors				1991-01/1991-12	French Guiana	GAZ	00067144	4.884	-52.302
MAP.13514	MAP.13514.collection		man biting outdoors				1996-07/1996-07	Brazil	GAZ	00002828	-0.0333	-51.0833
MAP.13519	MAP.13514.collection		man biting outdoors				1996-07/1996-07	Brazil	GAZ	00002828	-0.0333	-51.0833
MAP.44941	MAP.44941.collection		man biting outdoors				2006-02/2006-02	Peru	GAZ	00002932	-3.828	-73.3577
MAP.51047	MAP.51047.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.1	-88.65
MAP.51056	MAP.51047.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.1	-88.65
MAP.51059	MAP.51047.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.1	-88.65
MAP.15996	MAP.15996.collection		larval collection				1986-12/1987-09	Mexico	GAZ	00002852	14.818	-92.351
MAP.51078	MAP.51078.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.1167	-88.9667
MAP.51084	MAP.51078.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.1167	-88.9667
MAP.51086	MAP.51078.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.1167	-88.9667
MAP.51417	MAP.51078.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.1167	-88.9667
MAP.51420	MAP.51078.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.1167	-88.9667
MAP.51421	MAP.51078.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.1167	-88.9667
MAP.35655	MAP.35655.collection							United States of America	GAZ	00002459	35.692	-118.221
MAP.51162	MAP.51162.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	18.1	-88.55
MAP.51165	MAP.51162.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	18.1	-88.55
MAP.51166	MAP.51162.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	18.1	-88.55
MAP.13054	MAP.13054.collection		man biting				1997-12/1997-12	Brazil	GAZ	00002828	-24.5	-47.8333
MAP.12917	MAP.12917.collection		animal shed resting				1991-00/1991-00	Colombia	GAZ	00002929	3.145	-77.338
MAP.42446	MAP.42446.collection		man biting indoors	man biting outdoors			1996-12/1996-12	Peru	GAZ	00002932	-3.8272	-73.3761
MAP.15765	MAP.15765.collection		larval collection				1988-07/1988-10	United States of America	GAZ	00002459	38.738	-121.838
MAP.14920	MAP.14920.collection						1992-09/1992-09	Venezuala	GAZ	00002931	8.434	-70.634
MAP.15908	MAP.15908.collection		man biting	larval collection				Suriname	GAZ	00002525	4.7333	-56.8833
MAP.15910	MAP.15908.collection		man biting	larval collection				Suriname	GAZ	00002525	4.7333	-56.8833
MAP.14201	MAP.14201.collection		larval collection	resting outdoors	animal shed resting		1987-09/1987-09	United States of America	GAZ	00002459	34.917	-88.244
MAP.32449	MAP.32449.collection		man biting indoors				1994-10/1994-10	Venezuala	GAZ	00002931	2.8	-65.184
MAP.14759	MAP.14759.collection		larval collection				1994-04/1994-05	Belize	GAZ	00002934	18.302	-88.45
MAP.75117	MAP.75117.collection		larval collection				1996-04/1996-04	Costa Rica	GAZ	00002901	10.8817	-84.4613
MAP.14677	MAP.14677.collection		larval collection				1994-05/1994-05	Belize	GAZ	00002934	17.6	-88.355
MAP.14998	MAP.14998.collection		man biting outdoors	man biting indoors			1994-05/1994-05	Belize	GAZ	00002934	18.018	-88.534
MAP.12815	MAP.12815.collection		man biting indoors	man biting outdoors			1993-09/1993-09	Trinidad and Tobago	GAZ	00003767	10.6	-61.4
MAP.32421	MAP.32421.collection		man biting outdoors	man biting indoors	larval collection		2002-01/2002-12	Brazil	GAZ	00002828	-8.7855	-63.9178
MAP.32425	MAP.32421.collection		man biting outdoors	man biting indoors	larval collection		2002-01/2002-12	Brazil	GAZ	00002828	-8.7855	-63.9178
MAP.51462	MAP.51462.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.5333	-88.2333
MAP.51465	MAP.51462.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.5333	-88.2333
MAP.51466	MAP.51462.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	17.5333	-88.2333
MAP.13787	MAP.13787.collection		man biting	resting outdoors	house resting inside	larval collection	1984-08/1985-06	Brazil	GAZ	00002828	-9.941	-63.075
MAP.13788	MAP.13787.collection		man biting	resting outdoors	house resting inside	larval collection	1984-08/1985-06	Brazil	GAZ	00002828	-9.941	-63.075
MAP.13789	MAP.13787.collection		man biting	resting outdoors	house resting inside	larval collection	1984-08/1985-06	Brazil	GAZ	00002828	-9.941	-63.075
MAP.31754	MAP.31754.collection		larval collection					Belize	GAZ	00002934	18.065	-88.581
MAP.64246	MAP.64246.collection		man biting				1997-01/1997-02	Brazil	GAZ	00002828	-9.976	-67.814
MAP.64247	MAP.64246.collection		man biting				1997-01/1997-02	Brazil	GAZ	00002828	-9.976	-67.814
MAP.15663	MAP.15663.collection		indoor light trap				1989-06/1989-06	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.12803	MAP.12803.collection		resting outdoors	animal shed resting	man biting outdoors		1997-00/1998-00	Brazil	GAZ	00002828	-0.0333	-51.0833
MAP.39695	MAP.39695.collection		outside shelter artificial				2004-08/2004-08	United States of America	GAZ	00002459	30.6501	-96.3545
MAP.51572	MAP.51572.collection		larval collection				1992-08/1992-08	Belize	GAZ	00002934	16.1667	-88.9333
MAP.51573	MAP.51572.collection		larval collection				1992-08/1992-08	Belize	GAZ	00002934	16.1667	-88.9333
MAP.51578	MAP.51572.collection		larval collection				1992-08/1992-08	Belize	GAZ	00002934	16.1667	-88.9333
MAP.51579	MAP.51572.collection		larval collection				1992-08/1992-08	Belize	GAZ	00002934	16.1667	-88.9333
MAP.51580	MAP.51572.collection		larval collection				1992-08/1992-08	Belize	GAZ	00002934	16.1667	-88.9333
MAP.51581	MAP.51572.collection		larval collection				1992-08/1992-08	Belize	GAZ	00002934	16.1667	-88.9333
MAP.31002	MAP.31002.collection		outside shelter artificial	outside shelter natural	resting outdoors		1988-08/1988-08	United States of America	GAZ	00002459	36.324	-88.103
MAP.31008	MAP.31008.collection		outside shelter artificial	outside shelter natural	resting outdoors		1988-08/1988-08	United States of America	GAZ	00002459	35.0725	-85.5317
MAP.13060	MAP.13060.collection		man biting				1998-06/1998-06	Brazil	GAZ	00002828	-24.5	-47.8333
MAP.7983	MAP.7983.collection		larval collection				1985-04/1985-04	Colombia	GAZ	00002929	6.09	-77.396
MAP.16119	MAP.16119.collection		outside shelter artificial				1985-07/1985-07	United States of America	GAZ	00002459	34.503	-91.549
MAP.42389	MAP.42389.collection		man biting outdoors				2000-11/2000-11	French Guiana	GAZ	00067144	3.374	-54.047
MAP.15868	MAP.15868.collection		man biting indoors	man biting outdoors			1988-09/1988-09	Mexico	GAZ	00002852	14.817	-92.485
MAP.15001	MAP.15001.collection		man biting outdoors	man biting indoors			1994-05/1994-05	Belize	GAZ	00002934	18.0667	-88.4667
MAP.32406	MAP.32406.collection							Mexico	GAZ	00002852	18.7368	-99.4528
MAP.14265	MAP.14265.collection		larval collection	resting outdoors	animal shed resting		1994-11/1994-11	United States of America	GAZ	00002459	29.8613	-92.1471
MAP.14646	MAP.14646.collection		man biting indoors	man biting outdoors			1993-04/1993-05	Belize	GAZ	00002934	17.244	-88.7627
MAP.14647	MAP.14646.collection		man biting indoors	man biting outdoors			1993-04/1993-05	Belize	GAZ	00002934	17.244	-88.7627
MAP.15370	MAP.15370.collection		house resting inside	outside shelter natural			1990-02/1990-02	Mexico	GAZ	00002852	15.067	-92.235
MAP.30993	MAP.30993.collection		outside shelter artificial	outside shelter natural	resting outdoors		1988-08/1988-08	United States of America	GAZ	00002459	36.004	-84.194
MAP.14452	MAP.14452.collection		larval collection	resting outdoors	animal shed resting		1988-08/1988-08	United States of America	GAZ	00002459	35.798	-84.698
MAP.16042	MAP.16042.collection						1986-00/1987-00	United States of America	GAZ	00002459	39.6047	-75.5506
MAP.14564	MAP.14564.collection		outdoor light trap				1991-11/1992-08	Mexico	GAZ	00002852	14.802	-92.467
MAP.31577	MAP.31577.collection						2000-08/2000-08	United States of America	GAZ	00002459	32.6241	-91.3115
MAP.49819	MAP.49819.collection		resting outdoors					United States of America	GAZ	00002459	29.8361	-82.6998
MAP.29529	MAP.29529.collection		man biting indoors	man biting outdoors			1987-05/1987-05	Haiti	GAZ	00003953	18.284	-73.801
MAP.14136	MAP.14136.collection		larval collection	resting outdoors	animal shed resting		1991-05/1991-05	United States of America	GAZ	00002459	29.855	-82.617
MAP.30494	MAP.30494.collection		larval collection				2004-04/2004-04	Mexico	GAZ	00002852	14.8225	-92.3719
MAP.30497	MAP.30494.collection		larval collection				2004-04/2004-04	Mexico	GAZ	00002852	14.8225	-92.3719
MAP.12795	MAP.12795.collection		man biting outdoors					Guatemala	GAZ	00002936	15.7833	-91.0833
MAP.30488	MAP.30488.collection		human baited net trap	animal baited net trap			2003-04/2003-04	Bolivia	GAZ	00002511	-18.6	-65.133
MAP.29547	MAP.29547.collection		larval collection					Cuba	GAZ	00003762	23.139	-82.408
MAP.15814	MAP.15814.collection		man biting indoors	man biting outdoors			1986-10/1986-10	Mexico	GAZ	00002852	14.56	-92.25
MAP.16029	MAP.16029.collection		outlet window trap	man biting indoors	man biting outdoors		1984-12/1985-06	Suriname	GAZ	00002525	4.4166	-54.4666
MAP.14656	MAP.14656.collection		man biting indoors	man biting outdoors			1993-04/1993-05	Belize	GAZ	00002934	17.2351	-88.7804
MAP.14657	MAP.14656.collection		man biting indoors	man biting outdoors			1993-04/1993-05	Belize	GAZ	00002934	17.2351	-88.7804
MAP.13504	MAP.13504.collection		man biting outdoors				1996-07/1996-07	Brazil	GAZ	00002828	0	-51.1
MAP.13509	MAP.13504.collection		man biting outdoors				1996-07/1996-07	Brazil	GAZ	00002828	0	-51.1
MAP.13769	MAP.13769.collection		larval collection				1990-00/1996-00	Venezuala	GAZ	00002931	6.5	-61.6667
MAP.15725	MAP.15725.collection		man biting indoors	man biting outdoors	outside shelter natural	house resting inside	1986-05/1986-11	Mexico	GAZ	00002852	25.605	-107.749
MAP.40102	MAP.40102.collection		outdoor light trap				1987-09/1987-11	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.40132	MAP.40102.collection		outdoor light trap				1987-09/1987-11	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.31612	MAP.31612.collection		man biting indoors	man biting outdoors			1990-04/1991-05	Peru	GAZ	00002932	-2.9	-76.4
MAP.42378	MAP.42378.collection		man biting outdoors				2002-02/2002-02	Suriname	GAZ	00002525	3.376	-54.061
MAP.13349	MAP.13349.collection		man biting indoors	man biting outdoors			2000-06/2000-06	Brazil	GAZ	00002828	-8.608	-63.61
MAP.15443	MAP.15443.collection		man biting indoors	man biting outdoors			1988-12/1988-12	Venezuala	GAZ	00002931	10.268	-64.417
MAP.42384	MAP.42384.collection		man biting outdoors				2000-06/2000-06	French Guiana	GAZ	00067144	3.374	-54.047
MAP.13424	MAP.13424.collection		man biting outdoors				1996-07/1996-07	Brazil	GAZ	00002828	2.826	-60.658
MAP.13447	MAP.13424.collection		man biting outdoors				1996-07/1996-07	Brazil	GAZ	00002828	2.826	-60.658
MAP.13470	MAP.13424.collection		man biting outdoors				1996-07/1996-07	Brazil	GAZ	00002828	2.826	-60.658
MAP.51647	MAP.51647.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.35	-88.8
MAP.51650	MAP.51647.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.35	-88.8
MAP.51651	MAP.51647.collection		larval collection				1992-09/1992-09	Belize	GAZ	00002934	16.35	-88.8
MAP.15495	MAP.15495.collection		man biting outdoors	man biting indoors			1988-12/1988-12	Mexico	GAZ	00002852	15.5	-93.2167
MAP.13441	MAP.13441.collection		man biting outdoors				1998-02/1998-02	Brazil	GAZ	00002828	2.826	-60.658
MAP.13464	MAP.13441.collection		man biting outdoors				1998-02/1998-02	Brazil	GAZ	00002828	2.826	-60.658
MAP.13487	MAP.13441.collection		man biting outdoors				1998-02/1998-02	Brazil	GAZ	00002828	2.826	-60.658
MAP.14382	MAP.14382.collection		larval collection	resting outdoors	animal shed resting		1988-08/1988-08	United States of America	GAZ	00002459	36.034	-84.21
MAP.29539	MAP.29539.collection							Cuba	GAZ	00003762	22.105	-79.72
MAP.13437	MAP.13437.collection		man biting outdoors				1997-08/1997-08	Brazil	GAZ	00002828	2.826	-60.658
MAP.13460	MAP.13437.collection		man biting outdoors				1997-08/1997-08	Brazil	GAZ	00002828	2.826	-60.658
MAP.13483	MAP.13437.collection		man biting outdoors				1997-08/1997-08	Brazil	GAZ	00002828	2.826	-60.658
MAP.13493	MAP.13437.collection		man biting outdoors				1997-08/1997-08	Brazil	GAZ	00002828	2.826	-60.658
MAP.13500	MAP.13437.collection		man biting outdoors				1997-08/1997-08	Brazil	GAZ	00002828	2.826	-60.658
MAP.14765	MAP.14765.collection		larval collection				1994-04/1994-05	Belize	GAZ	00002934	17.568	-88.401
MAP.15562	MAP.15562.collection		man biting				1989-03/1989-03	Venezuala	GAZ	00002931	7.468	-71.651
MAP.15580	MAP.15562.collection		man biting				1989-03/1989-03	Venezuala	GAZ	00002931	7.468	-71.651
MAP.35815	MAP.35815.collection		animal shed resting					United States of America	GAZ	00002459	34.373	-91.549
MAP.35821	MAP.35815.collection		animal shed resting					United States of America	GAZ	00002459	34.373	-91.549
MAP.14691	MAP.14691.collection		larval collection				1994-05/1994-05	Belize	GAZ	00002934	18.312	-88.486
MAP.40258	MAP.40258.collection		man biting outdoors	man biting indoors			2003-04/2005-06	Brazil	GAZ	00002828	0.0833	-51.2
MAP.40259	MAP.40258.collection		man biting outdoors	man biting indoors			2003-04/2005-06	Brazil	GAZ	00002828	0.0833	-51.2
MAP.40260	MAP.40258.collection		man biting outdoors	man biting indoors			2003-04/2005-06	Brazil	GAZ	00002828	0.0833	-51.2
MAP.13364	MAP.13364.collection		man biting indoors	man biting outdoors			1997-05/1997-05	Brazil	GAZ	00002828	-9.086	-63.668
MAP.13047	MAP.13047.collection		man biting				1997-05/1997-05	Brazil	GAZ	00002828	-24.5	-47.8333
MAP.75105	MAP.75105.collection		man biting indoors	man biting outdoors			1995-09/1995-09	Costa Rica	GAZ	00002901	10.4797	-84.3312
MAP.15238	MAP.15238.collection		animal baited net trap				1991-01/1991-01	Mexico	GAZ	00002852	15.029	-92.132
MAP.12788	MAP.12788.collection		man biting outdoors					Brazil	GAZ	00002828	-10.252	-54.981
MAP.15530	MAP.15530.collection		man biting				1989-10/1989-10	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.15550	MAP.15530.collection		man biting				1989-10/1989-10	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.16001	MAP.16001.collection		outlet window trap				1985-03/1985-03	Suriname	GAZ	00002525	4.4166	-54.4666
MAP.15655	MAP.15655.collection		indoor light trap				1989-08/1989-08	Venezuala	GAZ	00002931	7.468	-71.651
MAP.15598	MAP.15598.collection		man biting				1988-08/1988-08	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.15622	MAP.15598.collection		man biting				1988-08/1988-08	Venezuala	GAZ	00002931	7.5361	-71.5622
MAP.64164	MAP.64164.collection		carbon dioxide baited net trap				2004-01/2004-01	Argentina	GAZ	00002928	-23.1	-64.5
MAP.14105	MAP.14105.collection		larval collection	resting outdoors	animal shed resting		1993-01/1993-01	United States of America	GAZ	00002459	28.787	-82.125
MAP.12840	MAP.12840.collection		man biting indoors	man biting outdoors	indoor light trap		1999-01/2000-04	Venezuala	GAZ	00002931	6.225	-61.308
MAP.51137	MAP.51137.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.6333	-88.3833
MAP.51146	MAP.51137.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.6333	-88.3833
MAP.51149	MAP.51137.collection		larval collection				1990-09/1990-09	Belize	GAZ	00002934	17.6333	-88.3833
MAP.14869	MAP.14869.collection		man biting outdoors	man biting indoors	house resting inside	animal biting outdoors	1992-01/1992-01	Brazil	GAZ	00002828	-22.6833	-42.95
MAP.15644	MAP.15644.collection		indoor light trap				1989-07/1989-07	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.15938	MAP.15938.collection		man biting				1983-08/1986-08	Suriname	GAZ	00002525	5.225	-55.893
MAP.15941	MAP.15938.collection		man biting				1983-08/1986-08	Suriname	GAZ	00002525	5.225	-55.893
MAP.45932	MAP.45932.collection		animal shed resting	man biting outdoors	resting outdoors		2006-03/2006-03	Peru	GAZ	00002932	-3.433	-71.784
MAP.14819	MAP.14819.collection		man biting outdoors	man biting indoors			1994-07/1994-07	Brazil	GAZ	00002828	-24.607	-47.876
MAP.13259	MAP.13259.collection		man biting				1989-00/1999-00	Venezuala	GAZ	00002931	7.805	-65.6967
MAP.39676	MAP.39676.collection		outside shelter artificial				2003-10/2003-10	United States of America	GAZ	00002459	30.7019	-96.455
MAP.5101	MAP.5101.collection		larval collection				1995-01/1995-01	Colombia	GAZ	00002929	3.816	-77.001
MAP.5107	MAP.5101.collection		larval collection				1995-01/1995-01	Colombia	GAZ	00002929	3.816	-77.001
MAP.13647	MAP.13647.collection		man biting	animal biting			1994-01/1998-12	Brazil	GAZ	00002828	-1.3888	-59.436
MAP.13649	MAP.13647.collection		man biting	animal biting			1994-01/1998-12	Brazil	GAZ	00002828	-1.3888	-59.436
MAP.13650	MAP.13647.collection		man biting	animal biting			1994-01/1998-12	Brazil	GAZ	00002828	-1.3888	-59.436
MAP.40017	MAP.40017.collection		man biting indoors	man biting outdoors			1988-06/1988-06	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.40040	MAP.40017.collection		man biting indoors	man biting outdoors			1988-06/1988-06	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.12793	MAP.12793.collection		man biting outdoors					Colombia	GAZ	00002929	8.117	-74.767
MAP.13076	MAP.13076.collection		man biting				1999-10/1999-10	Brazil	GAZ	00002828	-24.5	-47.8333
MAP.31886	MAP.31886.collection		man biting					Colombia	GAZ	00002929	8.083	-76.133
MAP.32436	MAP.31886.collection		man biting					Colombia	GAZ	00002929	8.083	-76.133
MAP.64173	MAP.64173.collection		carbon dioxide baited net trap				2004-10/2004-10	Argentina	GAZ	00002928	-23.1	-64.5
MAP.51412	MAP.51412.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	18.4333	-88.4333
MAP.51415	MAP.51412.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	18.4333	-88.4333
MAP.51416	MAP.51412.collection		larval collection				1991-04/1991-04	Belize	GAZ	00002934	18.4333	-88.4333
MAP.40043	MAP.40043.collection		man biting indoors	man biting outdoors	light trap	resting outdoors	1988-09/1988-09	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.30469	MAP.30469.collection		man biting	house resting inside			1991-00/1998-00	Brazil	GAZ	00002828	-3.121	-60.016
MAP.16068	MAP.16068.collection		animal biting outdoors	man biting indoors	man biting outdoors	larval collection	1985-11/1988-06	Brazil	GAZ	00002828	-9.457	-62.651
MAP.16069	MAP.16068.collection		animal biting outdoors	man biting indoors	man biting outdoors	larval collection	1985-11/1988-06	Brazil	GAZ	00002828	-9.457	-62.651
MAP.16070	MAP.16068.collection		animal biting outdoors	man biting indoors	man biting outdoors	larval collection	1985-11/1988-06	Brazil	GAZ	00002828	-9.457	-62.651
MAP.40054	MAP.40054.collection		man biting indoors	man biting outdoors	light trap	resting outdoors	1989-08/1989-08	Venezuala	GAZ	00002931	7.5592	-71.8583
MAP.30442	MAP.30442.collection		man biting				2002-06/2002-06	Brazil	GAZ	00002828	2.8539	-60.646
MAP.15160	MAP.15160.collection		man biting outdoors	man biting indoors			1990-01/1990-01	Mexico	GAZ	00002852	15.4386	-93.0944
MAP.14023	MAP.14023.collection							Bolivia	GAZ	00002511	-10.827	-65.411
MAP.15070	MAP.15070.collection							Costa Rica	GAZ	00002901	9.972	-84.84
MAP.30893	MAP.30893.collection		outside shelter artificial	outside shelter natural	resting outdoors		1988-08/1988-08	United States of America	GAZ	00002459	34.5459	-86.8514
MAP.13201	MAP.13201.collection		man biting				2001-00/2001-00	Peru	GAZ	00002932	-4.2833	-76.3
