id	latitude	longitude	country id	species	year start	year end	month start	month end	id method1	id method2	sample method1	sample method2	sample method3	sample method4	ASSI	citation
13925	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	3	3	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13926	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	4	4	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13927	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	5	5	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13928	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	6	6	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13929	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	7	7	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13930	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	8	8	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13931	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	9	9	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13932	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	10	10	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13933	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	11	11	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13934	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1994	1994	12	12	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13935	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	1	1	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13936	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	2	2	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13937	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	3	3	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13938	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	4	4	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13939	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	5	5	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13940	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	6	6	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13941	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	7	7	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13942	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	8	8	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13943	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	9	9	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13944	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	10	10	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13945	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	11	11	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13946	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	12	12	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13947	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	1	1	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13948	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	2	2	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13949	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	3	3	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13950	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	4	4	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13951	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	5	5	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13952	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	6	6	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13953	-3.12	-60.018	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	7	7	morphology	isoenzyme electrophoresis	man biting					"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13956	-1.931	-59.502	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1983	1987	11	9	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13957	-1.931	-59.502	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1983	1987	11	9	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13958	-1.931	-59.502	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	1983	1987	11	9	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13961	-1.099	-57.063	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1985	1986	10	8	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13962	-1.099	-57.063	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	1985	1986	10	8	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13963	-1.099	-57.063	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1985	1986	10	8	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13966	-8.733	-63.477	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1985	1986	9	10	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13967	-8.733	-63.477	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	1985	1986	9	10	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13968	-8.733	-63.477	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1985	1986	9	10	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13971	-3.848	-49.673	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1980	1990	7	10	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13972	-3.848	-49.673	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	1980	1990	7	10	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13973	-3.848	-49.673	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1980	1990	7	10	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13976	-8.761	-63.909	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1987	1987	2	7	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13977	-8.761	-63.909	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	1987	1987	2	7	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13978	-8.761	-63.909	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1987	1987	2	7	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13981	-4.85	-64.2	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1996	1996	5	7	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13982	-4.85	-64.2	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	1996	1996	5	7	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13983	-4.85	-64.2	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	5	7	morphology	isoenzyme electrophoresis	man biting	resting outdoors	house resting inside	larval collection		"Tadei, W.P., Thatcher, B.D., Santos, J.M., Scarpassa, V.M., Rodrigues, I.B. and Rafael, M.S. (1998).  <b>Ecologic observations on anopheline vectors of malaria in the Brazilian Amazon.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>59</b>(2):325-35"
13996	15.127	-92.52	MEX	"Anopheles (Nyssorhynchus) albimanus Wiedemann, 1820"	1995	1995	2	6	not applicable	not applicable	man biting indoors	man biting outdoors	light trap	animal shed resting		"Penilla, R.P., Rodríguez, A.D., Hemingway, J., Torres, J.L., Arredondo-Jiménez, J.I. and Rodríguez, M.H. (1998).  <b>Resistance management strategies in malaria vector mosquito control. Baseline data for a large-scale field trial against <i>Anopheles albimanus</i> in Mexico.</b> <i>Medical and Veterinary Entomology</i>, <b>12</b>(3):217-33"
13997	15.154	-92.575	MEX	"Anopheles (Nyssorhynchus) albimanus Wiedemann, 1820"	1995	1995	2	6	not applicable	not applicable	man biting indoors	man biting outdoors	light trap	animal shed resting		"Penilla, R.P., Rodríguez, A.D., Hemingway, J., Torres, J.L., Arredondo-Jiménez, J.I. and Rodríguez, M.H. (1998).  <b>Resistance management strategies in malaria vector mosquito control. Baseline data for a large-scale field trial against <i>Anopheles albimanus</i> in Mexico.</b> <i>Medical and Veterinary Entomology</i>, <b>12</b>(3):217-33"
13998	15.185	-92.651	MEX	"Anopheles (Nyssorhynchus) albimanus Wiedemann, 1820"	1995	1995	2	6	not applicable	not applicable	man biting indoors	man biting outdoors	light trap	animal shed resting		"Penilla, R.P., Rodríguez, A.D., Hemingway, J., Torres, J.L., Arredondo-Jiménez, J.I. and Rodríguez, M.H. (1998).  <b>Resistance management strategies in malaria vector mosquito control. Baseline data for a large-scale field trial against <i>Anopheles albimanus</i> in Mexico.</b> <i>Medical and Veterinary Entomology</i>, <b>12</b>(3):217-33"
13999	15.23	-92.7	MEX	"Anopheles (Nyssorhynchus) albimanus Wiedemann, 1820"	1995	1995	2	6	not applicable	not applicable	man biting indoors	man biting outdoors	light trap	animal shed resting		"Penilla, R.P., Rodríguez, A.D., Hemingway, J., Torres, J.L., Arredondo-Jiménez, J.I. and Rodríguez, M.H. (1998).  <b>Resistance management strategies in malaria vector mosquito control. Baseline data for a large-scale field trial against <i>Anopheles albimanus</i> in Mexico.</b> <i>Medical and Veterinary Entomology</i>, <b>12</b>(3):217-33"
14000	15.264	-92.889	MEX	"Anopheles (Nyssorhynchus) albimanus Wiedemann, 1820"	1995	1995	2	6	not applicable	not applicable	man biting indoors	man biting outdoors	light trap	animal shed resting		"Penilla, R.P., Rodríguez, A.D., Hemingway, J., Torres, J.L., Arredondo-Jiménez, J.I. and Rodríguez, M.H. (1998).  <b>Resistance management strategies in malaria vector mosquito control. Baseline data for a large-scale field trial against <i>Anopheles albimanus</i> in Mexico.</b> <i>Medical and Veterinary Entomology</i>, <b>12</b>(3):217-33"
14001	15.399	-93.1	MEX	"Anopheles (Nyssorhynchus) albimanus Wiedemann, 1820"	1995	1995	2	6	not applicable	not applicable	man biting indoors	man biting outdoors	light trap	animal shed resting		"Penilla, R.P., Rodríguez, A.D., Hemingway, J., Torres, J.L., Arredondo-Jiménez, J.I. and Rodríguez, M.H. (1998).  <b>Resistance management strategies in malaria vector mosquito control. Baseline data for a large-scale field trial against <i>Anopheles albimanus</i> in Mexico.</b> <i>Medical and Veterinary Entomology</i>, <b>12</b>(3):217-33"
14002	15.423	-93.136	MEX	"Anopheles (Nyssorhynchus) albimanus Wiedemann, 1820"	1995	1995	2	6	not applicable	not applicable	man biting indoors	man biting outdoors	light trap	animal shed resting		"Penilla, R.P., Rodríguez, A.D., Hemingway, J., Torres, J.L., Arredondo-Jiménez, J.I. and Rodríguez, M.H. (1998).  <b>Resistance management strategies in malaria vector mosquito control. Baseline data for a large-scale field trial against <i>Anopheles albimanus</i> in Mexico.</b> <i>Medical and Veterinary Entomology</i>, <b>12</b>(3):217-33"
14003	-8.762	-63.909	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995			morphology	not applicable	man biting	larval collection				"Lounibos, L.P., Lima, D.C. and Lourenço-de-Oliveira, R. (1998).  <b>Prompt mating of released <i>Anopheles darlingi</i> in western Amazonian Brazil.</b> <i>Journal of the American Mosquito Control Association</i>, <b>14</b>(2):210-3"
14004	-8.8167	-63.9	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	1995	1996	7	5	morphology	not applicable	man biting outdoors					"Lounibos, L.P., Lima, D.C. and Lourenço-de-Oliveira, R. (1998).  <b>Prompt mating of released <i>Anopheles darlingi</i> in western Amazonian Brazil.</b> <i>Journal of the American Mosquito Control Association</i>, <b>14</b>(2):210-3"
14005	-8.8167	-63.9	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	7	7	morphology	not applicable	man biting outdoors					"Lounibos, L.P., Lima, D.C. and Lourenço-de-Oliveira, R. (1998).  <b>Prompt mating of released <i>Anopheles darlingi</i> in western Amazonian Brazil.</b> <i>Journal of the American Mosquito Control Association</i>, <b>14</b>(2):210-3"
14006	-8.8167	-63.9	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1995	1995	10	10	morphology	not applicable	man biting outdoors					"Lounibos, L.P., Lima, D.C. and Lourenço-de-Oliveira, R. (1998).  <b>Prompt mating of released <i>Anopheles darlingi</i> in western Amazonian Brazil.</b> <i>Journal of the American Mosquito Control Association</i>, <b>14</b>(2):210-3"
14007	-8.8167	-63.9	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1996	1996	5	5	morphology	not applicable	man biting outdoors					"Lounibos, L.P., Lima, D.C. and Lourenço-de-Oliveira, R. (1998).  <b>Prompt mating of released <i>Anopheles darlingi</i> in western Amazonian Brazil.</b> <i>Journal of the American Mosquito Control Association</i>, <b>14</b>(2):210-3"
14010	-14.25	-51.6167	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1995	1995	2	2	not applicable	not applicable	man biting indoors	man biting outdoors				"Ianelli, R.V., Honório, N.A., Lima, D.C., Lourenço-De-Oliveira, R., Santos, R.V. and Coimbra Júnior, C.E. (1998).  <b>Faunal composition and behavior of anopheline mosquitoes in the Xavánte Indian reservation of Pimentel Barbosa, central Brazil.</b> <i>Parasite</i>, <b>5</b>(2):197-202"
14011	-14.25	-51.6167	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1996	1996	4	5	not applicable	not applicable	man biting indoors	man biting outdoors				"Ianelli, R.V., Honório, N.A., Lima, D.C., Lourenço-De-Oliveira, R., Santos, R.V. and Coimbra Júnior, C.E. (1998).  <b>Faunal composition and behavior of anopheline mosquitoes in the Xavánte Indian reservation of Pimentel Barbosa, central Brazil.</b> <i>Parasite</i>, <b>5</b>(2):197-202"
