id	latitude	longitude	country id	species	year start	year end	month start	month end	id method1	id method2	sample method1	sample method2	sample method3	sample method4	ASSI	citation
30384	17.1665	-88.6027	BLZ	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	7	7	morphology	not applicable	man biting indoors	man biting outdoors				"Achee, N.L., Grieco, J.P., Rejmankova, E., Andre, R.G., Vanzie, E., Polanco, J., Briceno, I., King, R. and Roberts, D.R. (2006).  <b>Biting patterns and seasonal densities of <i>Anopheles</i> mosquitoes in the Cayo District, Belize, Central America with emphasis on <i><i>Anopheles</i> darlingi</i>.</b> <i>Journal of Vector Ecology</i>, <b>31</b>(1):45-57"
30385	17.1665	-88.6027	BLZ	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	8	8	morphology	not applicable	man biting indoors	man biting outdoors				"Achee, N.L., Grieco, J.P., Rejmankova, E., Andre, R.G., Vanzie, E., Polanco, J., Briceno, I., King, R. and Roberts, D.R. (2006).  <b>Biting patterns and seasonal densities of <i>Anopheles</i> mosquitoes in the Cayo District, Belize, Central America with emphasis on <i><i>Anopheles</i> darlingi</i>.</b> <i>Journal of Vector Ecology</i>, <b>31</b>(1):45-57"
30386	17.1665	-88.6027	BLZ	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	9	9	morphology	not applicable	man biting indoors	man biting outdoors				"Achee, N.L., Grieco, J.P., Rejmankova, E., Andre, R.G., Vanzie, E., Polanco, J., Briceno, I., King, R. and Roberts, D.R. (2006).  <b>Biting patterns and seasonal densities of <i>Anopheles</i> mosquitoes in the Cayo District, Belize, Central America with emphasis on <i><i>Anopheles</i> darlingi</i>.</b> <i>Journal of Vector Ecology</i>, <b>31</b>(1):45-57"
30387	17.1665	-88.6027	BLZ	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	10	10	morphology	not applicable	man biting indoors	man biting outdoors				"Achee, N.L., Grieco, J.P., Rejmankova, E., Andre, R.G., Vanzie, E., Polanco, J., Briceno, I., King, R. and Roberts, D.R. (2006).  <b>Biting patterns and seasonal densities of <i>Anopheles</i> mosquitoes in the Cayo District, Belize, Central America with emphasis on <i><i>Anopheles</i> darlingi</i>.</b> <i>Journal of Vector Ecology</i>, <b>31</b>(1):45-57"
30388	17.1665	-88.6027	BLZ	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2003	1	5	morphology	not applicable	man biting indoors	man biting outdoors				"Achee, N.L., Grieco, J.P., Rejmankova, E., Andre, R.G., Vanzie, E., Polanco, J., Briceno, I., King, R. and Roberts, D.R. (2006).  <b>Biting patterns and seasonal densities of <i>Anopheles</i> mosquitoes in the Cayo District, Belize, Central America with emphasis on <i><i>Anopheles</i> darlingi</i>.</b> <i>Journal of Vector Ecology</i>, <b>31</b>(1):45-57"
30396	2.7958	-60.6837	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	2001	2001	3	3	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30397	2.7958	-60.6837	BRA	Anopheles (Nyssorhynchus) nuneztovari species complex	2002	2002	8	8	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30398	2.7958	-60.6837	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2001	2001	3	3	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30399	2.7958	-60.6837	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2001	2001	5	5	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30400	2.7958	-60.6837	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2001	2001	9	9	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30401	2.7958	-60.6837	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	3	3	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30402	2.7958	-60.6837	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	6	6	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30403	2.7958	-60.6837	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	8	8	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30404	2.7958	-60.6837	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	11	11	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30411	2.8406	-60.7185	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2001	2001	5	5	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30412	2.8406	-60.7185	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2001	2001	9	9	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30413	2.8406	-60.7185	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	3	3	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30414	2.8406	-60.7185	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	6	6	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30415	2.8406	-60.7185	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	8	8	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30416	2.8406	-60.7185	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	11	11	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30418	2.8536	-60.7127	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2001	2001	3	3	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30439	2.8539	-60.646	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2001	2001	5	5	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30440	2.8539	-60.646	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2001	2001	9	9	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30441	2.8539	-60.646	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	3	3	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30442	2.8539	-60.646	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	6	6	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30443	2.8539	-60.646	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	8	8	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30444	2.8539	-60.646	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	2002	2002	11	11	morphology	DNA probe	man biting					"Póvoa, M.M., de Souza, R.T., Lacerda, R.N., Rosa, E.S., Galiza, D., de Souza, J.R., Wirtz, R.A., Schlichting, C.D. and Conn, J.E. (2006).  <b>The importance of <i>Anopheles albitarsis</i> E and <i>An. darlingi</i> in human malaria transmission in Boa Vista, state of Roraima, Brazil.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>101</b>(2):163-8"
30452	-33.805	-59.529	ARG	Anopheles (Nyssorhynchus) albitarsis species complex					morphology	not applicable	unknown					"Li, C. and Wilkerson, R.C. (2007).  <b>Intragenomic rDNA ITS2 variation in the neotropical <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> complex (Diptera: Culicidae).</b> <i>Journal of Heredity</i>, <b>98</b>(1):51-9"
30456	-3.121	-60.016	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"					morphology	not applicable	unknown					"Li, C. and Wilkerson, R.C. (2007).  <b>Intragenomic rDNA ITS2 variation in the neotropical <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> complex (Diptera: Culicidae).</b> <i>Journal of Heredity</i>, <b>98</b>(1):51-9"
30458	-1	-49.5	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"					morphology	not applicable	unknown					"Li, C. and Wilkerson, R.C. (2007).  <b>Intragenomic rDNA ITS2 variation in the neotropical <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> complex (Diptera: Culicidae).</b> <i>Journal of Heredity</i>, <b>98</b>(1):51-9"
30462	2.826	-60.658	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"					morphology	not applicable	unknown					"Li, C. and Wilkerson, R.C. (2007).  <b>Intragenomic rDNA ITS2 variation in the neotropical <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> complex (Diptera: Culicidae).</b> <i>Journal of Heredity</i>, <b>98</b>(1):51-9"
30465	-33.805	-59.529	ARG	Anopheles (Nyssorhynchus) albitarsis species complex	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30466	-27.487	-58.819	ARG	Anopheles (Nyssorhynchus) albitarsis species complex	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30467	-27.397	-55.906	ARG	Anopheles (Nyssorhynchus) albitarsis species complex	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30468	0.036	-51.049	BRA	"Anopheles (Nyssorhynchus) darlingi Root, 1926"	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30469	-3.121	-60.016	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30472	-10.181	-54.92	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30473	-4.272	-55.987	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30474	-0.7667	-48.5167	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30476	-9.941	-63.076	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30478	2.826	-60.658	BRA	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30479	-26.603	-49.019	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30480	-24.551	-47.861	BRA	Anopheles (Nyssorhynchus) albitarsis species complex	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30482	8.8333	-69.9833	VEN	"Anopheles (Nyssorhynchus) marajoara Galvão &amp; Damasceno, 1942"	1991	1998			morphology	DNA probe	man biting	house resting inside				"Lehr, M.A., Kilpatrick, C.W., Wilkerson, R.C. and Conn, J.E. (2005).  <b>Cryptic Species in the <i>Anopheles</i> (<i>Nyssorhynchus</i>) <i>albitarsis</i> (Diptera: Culicidae) Complex: Incongruence Between Random Amplified Polymorphic DNA-Polymerase Chain Reaction Identification and Analysis of Mitochondrial DNA COI Gene Sequences.</b> <i>Annals of the Entomological Society of America</i>, <b>98</b>(6):908-917"
30483	-18.6	-65.133	BOL	Anopheles (Anopheles) pseudopunctipennis species complex	2002	2002	4	4	unknown	not applicable	human baited net trap	animal baited net trap				"Lardeux, F., Loayza, P., Bouchité, B. and Chavez, T. (2007).  <b>Host choice and human blood index of <i>Anopheles pseudopunctipennis</i> in a village of the Andean valleys of Bolivia.</b> <i>Malaria Journal</i>, <b>6</b>:8"
30484	-18.6	-65.133	BOL	Anopheles (Anopheles) pseudopunctipennis species complex	2002	2002	5	5	unknown	not applicable	human baited net trap	animal baited net trap				"Lardeux, F., Loayza, P., Bouchité, B. and Chavez, T. (2007).  <b>Host choice and human blood index of <i>Anopheles pseudopunctipennis</i> in a village of the Andean valleys of Bolivia.</b> <i>Malaria Journal</i>, <b>6</b>:8"
30485	-18.6	-65.133	BOL	Anopheles (Anopheles) pseudopunctipennis species complex	2002	2002	6	6	unknown	not applicable	human baited net trap	animal baited net trap				"Lardeux, F., Loayza, P., Bouchité, B. and Chavez, T. (2007).  <b>Host choice and human blood index of <i>Anopheles pseudopunctipennis</i> in a village of the Andean valleys of Bolivia.</b> <i>Malaria Journal</i>, <b>6</b>:8"
30486	-18.6	-65.133	BOL	Anopheles (Anopheles) pseudopunctipennis species complex	2002	2002	7	7	unknown	not applicable	human baited net trap	animal baited net trap				"Lardeux, F., Loayza, P., Bouchité, B. and Chavez, T. (2007).  <b>Host choice and human blood index of <i>Anopheles pseudopunctipennis</i> in a village of the Andean valleys of Bolivia.</b> <i>Malaria Journal</i>, <b>6</b>:8"
30487	-18.6	-65.133	BOL	Anopheles (Anopheles) pseudopunctipennis species complex	2002	2002	8	8	unknown	not applicable	human baited net trap	animal baited net trap				"Lardeux, F., Loayza, P., Bouchité, B. and Chavez, T. (2007).  <b>Host choice and human blood index of <i>Anopheles pseudopunctipennis</i> in a village of the Andean valleys of Bolivia.</b> <i>Malaria Journal</i>, <b>6</b>:8"
30488	-18.6	-65.133	BOL	Anopheles (Anopheles) pseudopunctipennis species complex	2003	2003	4	4	unknown	not applicable	human baited net trap	animal baited net trap				"Lardeux, F., Loayza, P., Bouchité, B. and Chavez, T. (2007).  <b>Host choice and human blood index of <i>Anopheles pseudopunctipennis</i> in a village of the Andean valleys of Bolivia.</b> <i>Malaria Journal</i>, <b>6</b>:8"
30489	-18.6	-65.133	BOL	Anopheles (Anopheles) pseudopunctipennis species complex	2003	2003	5	5	unknown	not applicable	human baited net trap	animal baited net trap				"Lardeux, F., Loayza, P., Bouchité, B. and Chavez, T. (2007).  <b>Host choice and human blood index of <i>Anopheles pseudopunctipennis</i> in a village of the Andean valleys of Bolivia.</b> <i>Malaria Journal</i>, <b>6</b>:8"
30490	-18.6	-65.133	BOL	Anopheles (Anopheles) pseudopunctipennis species complex					unknown	not applicable	light trap	man biting outdoors	man biting indoors	outside shelter natural		"Lardeux, F., Loayza, P., Bouchité, B. and Chavez, T. (2007).  <b>Host choice and human blood index of <i>Anopheles pseudopunctipennis</i> in a village of the Andean valleys of Bolivia.</b> <i>Malaria Journal</i>, <b>6</b>:8"
30491	14.8225	-92.3719	MEX	"Anopheles (Nyssorhynchus) albimanus Wiedemann, 1820"	2003	2004	8	2	unknown	not applicable	larval collection					"Arredondo-Jiménez, J.I. and Valdez-Delgado, K.M. (2006).  <b>Effect of Novaluron (Rimon 10 EC) on the mosquitoes <i>Anopheles albimanus</i>, <i>Anopheles pseudopunctipennis</i>, <i>Aedes aegypti</i>, <i>Aedes albopictus</i> and <i>Culex quinquefasciatus</i> from Chiapas, Mexico.</b> <i>Medical and Veterinary Entomology</i>, <b>20</b>(4):377-87"
