Sample Name	Assay Name	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Date	Characteristics [Collection site (VBcv:0000831)]	Term Source REF	Term Accession Number	Characteristics [Collection site latitude (VBcv:0000817)]	Characteristics [Collection site longitude (VBcv:0000816)]
MAP.73196	MAP.73196.collection							Romania	GAZ	00002951	44.47	26.52
MAP.73197	MAP.73196.collection							Romania	GAZ	00002951	44.47	26.52
MAP.73198	MAP.73196.collection							Romania	GAZ	00002951	44.47	26.52
MAP.4006	MAP.4006.collection		light trap	human baited net trap	animal baited net trap		2001-05/2001-05	Turkey	GAZ	00000558	37.75	39.6666
MAP.68781	MAP.68781.collection							Finland	GAZ	00002937	60.4	25.67
MAP.12438	MAP.12438.collection		larval collection				1993-02/1993-02	Egypt	GAZ	00003934	29.416	30.833
MAP.10935	MAP.10935.collection		animal shed resting				2002-07/2002-07	Romania	GAZ	00002951	44.269	22.715
MAP.10936	MAP.10935.collection		animal shed resting				2002-07/2002-07	Romania	GAZ	00002951	44.269	22.715
MAP.66876	MAP.66876.collection							Belgium	GAZ	00002938	51.35	3.28
MAP.69831	MAP.69831.collection							Hungary	GAZ	00002952	47.02	19.78
MAP.69832	MAP.69831.collection							Hungary	GAZ	00002952	47.02	19.78
MAP.70971	MAP.70971.collection							Netherlands	GAZ	00001549	51.7	3.82
MAP.70972	MAP.70971.collection							Netherlands	GAZ	00001549	51.7	3.82
MAP.67681	MAP.67681.collection							Germany	GAZ	00002646	51.18	7.08
MAP.67682	MAP.67681.collection							Germany	GAZ	00002646	51.18	7.08
MAP.68846	MAP.68846.collection							France	GAZ	00003940	46.85	-1.88
MAP.68847	MAP.68846.collection							France	GAZ	00003940	46.85	-1.88
MAP.73531	MAP.73531.collection							Russian Federation	GAZ	00002721	56.78	40.98
MAP.73532	MAP.73531.collection							Russian Federation	GAZ	00002721	56.78	40.98
MAP.71756	MAP.71756.collection							Poland	GAZ	00002939	52.98	22.25
MAP.71757	MAP.71756.collection							Poland	GAZ	00002939	52.98	22.25
MAP.71606	MAP.71606.collection							Poland	GAZ	00002939	53.32	17.95
MAP.71607	MAP.71606.collection							Poland	GAZ	00002939	53.32	17.95
MAP.73841	MAP.73841.collection							Sweden	GAZ	00002729	57.5	12.08
MAP.73842	MAP.73841.collection							Sweden	GAZ	00002729	57.5	12.08
MAP.72891	MAP.72891.collection							Portugal	GAZ	00002944	39.37	-7.38
MAP.70496	MAP.70496.collection							Italy	GAZ	00002650	38.08	13.5
MAP.70497	MAP.70496.collection							Italy	GAZ	00002650	38.08	13.5
MAP.70031	MAP.70031.collection							Italy	GAZ	00002650	40.97	9.05
MAP.12502	MAP.12502.collection		larval collection				1993-06/1993-06	Egypt	GAZ	00003934	29.417	30.816
MAP.8460	MAP.8460.collection		animal shed resting				2002-09/2002-09	Iran	GAZ	00004474	36.461	52.858
MAP.8455	MAP.8455.collection		animal shed resting				2002-09/2002-09	Iran	GAZ	00004474	36.546	52.675
MAP.70026	MAP.70026.collection							Italy	GAZ	00002650	41.07	9.04
MAP.12500	MAP.12500.collection		larval collection				1993-04/1993-04	Egypt	GAZ	00003934	29.417	30.816
MAP.45407	MAP.45407.collection		carbon dioxide baited net trap	outside shelter			2005-10/2005-10	France	GAZ	00003940	43.597	4.212
MAP.68656	MAP.68656.collection							Spain	GAZ	00000591	38.12	-0.72
MAP.70396	MAP.70396.collection							Italy	GAZ	00002650	44.14	12.25
MAP.70397	MAP.70396.collection							Italy	GAZ	00002650	44.14	12.25
MAP.67031	MAP.67031.collection							Bulgaria	GAZ	00002950	43.83	25.95
MAP.67032	MAP.67031.collection							Bulgaria	GAZ	00002950	43.83	25.95
MAP.67033	MAP.67031.collection							Bulgaria	GAZ	00002950	43.83	25.95
MAP.12733	MAP.12733.collection		animal shed resting	animal baited net trap	house resting inside	light trap	2001-05/2002-10	Turkey	GAZ	00000558	37.3166	39.5666
MAP.75037	MAP.75037.collection						1988-10/1988-10	United Kingdom	GAZ	00002637	53.0559	-3.0183
MAP.75038	MAP.75037.collection						1988-10/1988-10	United Kingdom	GAZ	00002637	53.0559	-3.0183
MAP.68346	MAP.68346.collection							United Kingdom	GAZ	00002637	50.65	-1.97
MAP.68031	MAP.68031.collection							Germany	GAZ	00002646	52.13	11.62
MAP.73201	MAP.73201.collection							Romania	GAZ	00002951	44.83	27.12
MAP.73202	MAP.73201.collection							Romania	GAZ	00002951	44.83	27.12
MAP.73203	MAP.73201.collection							Romania	GAZ	00002951	44.83	27.12
MAP.73204	MAP.73201.collection							Romania	GAZ	00002951	44.83	27.12
MAP.71421	MAP.71421.collection							Netherlands	GAZ	00001549	53.28	6.15
MAP.71422	MAP.71421.collection							Netherlands	GAZ	00001549	53.28	6.15
MAP.72766	MAP.72766.collection							Portugal	GAZ	00002944	37.87	-7.53
MAP.74031	MAP.74031.collection							Sweden	GAZ	00002729	59.4	13.53
MAP.73021	MAP.73021.collection							Portugal	GAZ	00002944	39.73	-7.08
MAP.69021	MAP.69021.collection							France	GAZ	00003940	47.15	1.67
MAP.73661	MAP.73661.collection							Russian Federation	GAZ	00002721	64.42	46.25
MAP.70371	MAP.70371.collection							Italy	GAZ	00002650	45.65	12.19
MAP.70372	MAP.70371.collection							Italy	GAZ	00002650	45.65	12.19
MAP.71001	MAP.71001.collection							Netherlands	GAZ	00001549	51.5	4.3
MAP.71002	MAP.71001.collection							Netherlands	GAZ	00001549	51.5	4.3
MAP.66561	MAP.66561.collection							Austria	GAZ	00002942	48.32	14.27
MAP.66562	MAP.66561.collection							Austria	GAZ	00002942	48.32	14.27
MAP.70441	MAP.70441.collection							Italy	GAZ	00002650	43.9	12.92
MAP.70442	MAP.70441.collection							Italy	GAZ	00002650	43.9	12.92
MAP.67686	MAP.67686.collection							Germany	GAZ	00002646	50.73	7.1
MAP.74566	MAP.74566.collection							Sweden	GAZ	00002729	63.32	18.67
MAP.66846	MAP.66846.collection							Belgium	GAZ	00002938	51.3112	3.1344
MAP.45416	MAP.45416.collection		carbon dioxide baited net trap	outside shelter	animal baited net trap	man biting	2005-09/2005-09	France	GAZ	00003940	43.51	4.804
MAP.72091	MAP.72091.collection							Portugal	GAZ	00002944	38.37	-8.52
MAP.72516	MAP.72516.collection							Portugal	GAZ	00002944	38.28	-7.88
MAP.71176	MAP.71176.collection							Netherlands	GAZ	00001549	51.82	4.88
MAP.71177	MAP.71176.collection							Netherlands	GAZ	00001549	51.82	4.88
MAP.70201	MAP.70201.collection							Italy	GAZ	00002650	45.32	10.07
MAP.70202	MAP.70201.collection							Italy	GAZ	00002650	45.32	10.07
MAP.70651	MAP.70651.collection							Italy	GAZ	00002650	40.43	15.18
MAP.70652	MAP.70651.collection							Italy	GAZ	00002650	40.43	15.18
MAP.40395	MAP.40395.collection		animal baited net trap	animal shed resting	house resting inside			Turkey	GAZ	00000558	37.031	38.001
MAP.71411	MAP.71411.collection							Netherlands	GAZ	00001549	50.87	6.03
MAP.71412	MAP.71411.collection							Netherlands	GAZ	00001549	50.87	6.03
MAP.74206	MAP.74206.collection							Sweden	GAZ	00002729	57.1	15.17
MAP.73911	MAP.73911.collection							Sweden	GAZ	00002729	58.43	12.75
MAP.74781	MAP.74781.collection							Serbia	GAZ	00002957	44.31	19.98
MAP.74782	MAP.74781.collection							Serbia	GAZ	00002957	44.31	19.98
MAP.74783	MAP.74781.collection							Serbia	GAZ	00002957	44.31	19.98
MAP.72446	MAP.72446.collection							Portugal	GAZ	00002944	39.02	-7.98
MAP.66961	MAP.66961.collection							Belgium	GAZ	00002938	51.17	4.47
MAP.3996	MAP.3996.collection		light trap	human baited net trap	animal baited net trap		2000-07/2000-07	Turkey	GAZ	00000558	37.75	39.6666
MAP.8789	MAP.8789.collection		house resting inside	animal shed resting	resting outdoors		1998-05/1998-05	Azerbaijan	GAZ	00004941	39.6667	48.0333
MAP.70221	MAP.70221.collection							Italy	GAZ	00002650	43.67	10.63
MAP.70222	MAP.70221.collection							Italy	GAZ	00002650	43.67	10.63
MAP.67701	MAP.67701.collection							Germany	GAZ	00002646	50.57	7.23
MAP.73026	MAP.73026.collection							Portugal	GAZ	00002944	40.33	-7.08
MAP.68046	MAP.68046.collection							Germany	GAZ	00002646	52.17	12.37
MAP.74511	MAP.74511.collection							Sweden	GAZ	00002729	59.92	17.63
MAP.73651	MAP.73651.collection							Russian Federation	GAZ	00002721	56.12	46
MAP.73652	MAP.73651.collection							Russian Federation	GAZ	00002721	56.12	46
MAP.67356	MAP.67356.collection							Switzerland	GAZ	00002941	46.53	6.58
MAP.67361	MAP.67356.collection							Switzerland	GAZ	00002941	46.53	6.58
MAP.10438	MAP.10438.collection						1990-00/1990-00	Turkey	GAZ	00000558	36.749	35.099
MAP.70176	MAP.70176.collection							Italy	GAZ	00002650	45.02	9.67
MAP.70177	MAP.70176.collection							Italy	GAZ	00002650	45.02	9.67
MAP.68561	MAP.68561.collection							Spain	GAZ	00000591	36.75	-5.82
MAP.73716	MAP.73716.collection							Russian Federation	GAZ	00002721	55.75	49.17
MAP.72791	MAP.72791.collection							Portugal	GAZ	00002944	40.13	-7.5
MAP.74411	MAP.74411.collection							Sweden	GAZ	00002729	56.87	16.83
MAP.42001	MAP.42001.collection		larval collection				2007-08/2007-09	Uzbekistan	GAZ	00004979	38.398	68.0838
MAP.68596	MAP.68596.collection							Spain	GAZ	00000591	37.88	-4.77
MAP.67721	MAP.67721.collection							Germany	GAZ	00002646	50.43	7.47
MAP.3995	MAP.3995.collection		light trap	human baited net trap	animal baited net trap		2000-06/2000-06	Turkey	GAZ	00000558	37.75	39.6666
MAP.67091	MAP.67091.collection							Bulgaria	GAZ	00002950	42.37	27.17
MAP.67092	MAP.67091.collection							Bulgaria	GAZ	00002950	42.37	27.17
MAP.67093	MAP.67091.collection							Bulgaria	GAZ	00002950	42.37	27.17
MAP.67006	MAP.67006.collection							Bulgaria	GAZ	00002950	43.7	23.23
MAP.67007	MAP.67006.collection							Bulgaria	GAZ	00002950	43.7	23.23
MAP.67008	MAP.67006.collection							Bulgaria	GAZ	00002950	43.7	23.23
MAP.71281	MAP.71281.collection							Netherlands	GAZ	00001549	52.15	5.38
MAP.66901	MAP.66901.collection							Belgium	GAZ	00002938	51.05	3.98
MAP.66902	MAP.66901.collection							Belgium	GAZ	00002938	51.05	3.98
MAP.73986	MAP.73986.collection							Sweden	GAZ	00002729	60.43	13.25
MAP.73796	MAP.73796.collection							Slovenia	GAZ	00002955	45.85	15.42
MAP.73797	MAP.73796.collection							Slovenia	GAZ	00002955	45.85	15.42
MAP.73798	MAP.73796.collection							Slovenia	GAZ	00002955	45.85	15.42
MAP.73799	MAP.73796.collection							Slovenia	GAZ	00002955	45.85	15.42
MAP.72326	MAP.72326.collection							Portugal	GAZ	00002944	38.05	-8.12
MAP.67826	MAP.67826.collection							Germany	GAZ	00002646	50.12	8.68
MAP.66656	MAP.66656.collection							Austria	GAZ	00002942	48.42	15.6
MAP.66657	MAP.66656.collection							Austria	GAZ	00002942	48.42	15.6
MAP.9175	MAP.9175.collection		larval collection				1999-08/1999-09	Netherlands	GAZ	00001549	51.805	4.222
MAP.72961	MAP.72961.collection							Portugal	GAZ	00002944	39	-7.25
MAP.50989	MAP.50989.collection		larval collection				2005-08/2005-08	Russian Federation	GAZ	00002721	47.26	39.858
MAP.73881	MAP.73881.collection							Sweden	GAZ	00002729	56.98	12.67
MAP.73882	MAP.73881.collection							Sweden	GAZ	00002729	56.98	12.67
MAP.73456	MAP.73456.collection							Russian Federation	GAZ	00002721	45.45	39.05
MAP.4004	MAP.4004.collection		light trap	human baited net trap	animal baited net trap		2001-03/2001-03	Turkey	GAZ	00000558	37.75	39.6666
MAP.71966	MAP.71966.collection							Portugal	GAZ	00002944	40.63	-8.67
MAP.73276	MAP.73276.collection							Romania	GAZ	00002951	44.07	28.63
MAP.73277	MAP.73276.collection							Romania	GAZ	00002951	44.07	28.63
MAP.73278	MAP.73276.collection							Romania	GAZ	00002951	44.07	28.63
MAP.73279	MAP.73276.collection							Romania	GAZ	00002951	44.07	28.63
MAP.28580	MAP.28580.collection		outside shelter natural				1995-05/1997-09	Italy	GAZ	00002650	45.7329	13.4249
MAP.74281	MAP.74281.collection							Sweden	GAZ	00002729	59.98	16.02
MAP.68326	MAP.68326.collection							Slovakia	GAZ	00002956	49.07	22.27
MAP.68327	MAP.68326.collection							Slovakia	GAZ	00002956	49.07	22.27
MAP.67431	MAP.67431.collection							Switzerland	GAZ	00002941	47.37	8.33
MAP.67432	MAP.67431.collection							Switzerland	GAZ	00002941	47.37	8.33
MAP.74166	MAP.74166.collection							Sweden	GAZ	00002729	56.42	14.67
MAP.69851	MAP.69851.collection							Hungary	GAZ	00002952	46.32	20.5
MAP.69852	MAP.69851.collection							Hungary	GAZ	00002952	46.32	20.5
MAP.70246	MAP.70246.collection							Italy	GAZ	00002650	44.78	10.88
MAP.70247	MAP.70246.collection							Italy	GAZ	00002650	44.78	10.88
MAP.12501	MAP.12501.collection		larval collection				1993-05/1993-05	Egypt	GAZ	00003934	29.417	30.816
MAP.66736	MAP.66736.collection							Austria	GAZ	00002942	47.07	16.33
MAP.66737	MAP.66736.collection							Austria	GAZ	00002942	47.07	16.33
MAP.70096	MAP.70096.collection							Italy	GAZ	00002650	45.47	9.2
MAP.70097	MAP.70096.collection							Italy	GAZ	00002650	45.47	9.2
MAP.8799	MAP.8799.collection		house resting inside	animal shed resting	resting outdoors		1998-04/1998-04	Iran	GAZ	00004474	39.0167	48.05
MAP.8809	MAP.8799.collection		house resting inside	animal shed resting	resting outdoors		1998-04/1998-04	Iran	GAZ	00004474	39.0167	48.05
MAP.28617	MAP.28617.collection		outside shelter natural				1995-05/1997-09	Italy	GAZ	00002650	45.0982	12.2491
MAP.28618	MAP.28617.collection		outside shelter natural				1995-05/1997-09	Italy	GAZ	00002650	45.0982	12.2491
MAP.66651	MAP.66651.collection							Austria	GAZ	00002942	46.78	15.54
MAP.28578	MAP.28578.collection		outside shelter natural				1995-05/1997-09	Italy	GAZ	00002650	45.7281	13.495
MAP.28579	MAP.28578.collection		outside shelter natural				1995-05/1997-09	Italy	GAZ	00002650	45.7281	13.495
MAP.74431	MAP.74431.collection							Sweden	GAZ	00002729	62.35	17.03
MAP.67406	MAP.67406.collection							Germany	GAZ	00002646	47.57	8.1
MAP.69081	MAP.69081.collection							France	GAZ	00003940	45.47	2.53
MAP.28593	MAP.28593.collection		outside shelter natural				1995-05/1997-09	Italy	GAZ	00002650	45.5675	12.7502
MAP.28594	MAP.28593.collection		outside shelter natural				1995-05/1997-09	Italy	GAZ	00002650	45.5675	12.7502
MAP.67136	MAP.67136.collection							Bulgaria	GAZ	00002950	42.663	27.724
MAP.67137	MAP.67136.collection							Bulgaria	GAZ	00002950	42.663	27.724
MAP.67138	MAP.67136.collection							Bulgaria	GAZ	00002950	42.663	27.724
MAP.67139	MAP.67136.collection							Bulgaria	GAZ	00002950	42.663	27.724
MAP.73816	MAP.73816.collection							Sweden	GAZ	00002729	58.47	11.63
MAP.67046	MAP.67046.collection							Bulgaria	GAZ	00002950	43.7	26.27
MAP.67047	MAP.67046.collection							Bulgaria	GAZ	00002950	43.7	26.27
MAP.67048	MAP.67046.collection							Bulgaria	GAZ	00002950	43.7	26.27
MAP.72921	MAP.72921.collection							Portugal	GAZ	00002944	38.22	-7.33
MAP.74401	MAP.74401.collection							Sweden	GAZ	00002729	58.73	16.75
MAP.71451	MAP.71451.collection							Netherlands	GAZ	00001549	53.07	6.47
MAP.71452	MAP.71451.collection							Netherlands	GAZ	00001549	53.07	6.47
MAP.72316	MAP.72316.collection							Portugal	GAZ	00002944	38.95	-8.13
MAP.71661	MAP.71661.collection							Poland	GAZ	00002939	52.82	18.9
MAP.71662	MAP.71661.collection							Poland	GAZ	00002939	52.82	18.9
MAP.72851	MAP.72851.collection							Portugal	GAZ	00002944	39.05	-7.43
MAP.11113	MAP.11113.collection			larval collection			1982-00/1982-00	Belgium	GAZ	00002938	51.316	4.263
MAP.11116	MAP.11113.collection			larval collection			1982-00/1982-00	Belgium	GAZ	00002938	51.316	4.263
MAP.69951	MAP.69951.collection							France	GAZ	00003940	41.921	8.73
MAP.69952	MAP.69951.collection							France	GAZ	00003940	41.921	8.73
MAP.69953	MAP.69951.collection							France	GAZ	00003940	41.921	8.73
MAP.69954	MAP.69951.collection							France	GAZ	00003940	41.921	8.73
MAP.10375	MAP.10375.collection		animal shed resting	larval collection			1997-05/1999-10	Greece	GAZ	00002945	40.951	25.998
MAP.74081	MAP.74081.collection							Sweden	GAZ	00002729	55.55	14.05
MAP.67206	MAP.67206.collection							Croatia	GAZ	00002719	43.54	16.3
MAP.71711	MAP.71711.collection							Poland	GAZ	00002939	53.95	21.55
MAP.71712	MAP.71711.collection							Poland	GAZ	00002939	53.95	21.55
MAP.73896	MAP.73896.collection							Sweden	GAZ	00002729	57.33	12.72
MAP.73897	MAP.73896.collection							Sweden	GAZ	00002729	57.33	12.72
MAP.10971	MAP.10971.collection		carbon dioxide baited net trap		larval collection		1993-08/1993-08	Egypt	GAZ	00003934	24.51	32.953
MAP.69911	MAP.69911.collection							Hungary	GAZ	00002952	48.23	21.93
MAP.68381	MAP.68381.collection							United Kingdom	GAZ	00002637	50.8	-0.98
MAP.68382	MAP.68381.collection							United Kingdom	GAZ	00002637	50.8	-0.98
MAP.69556	MAP.69556.collection							Greece	GAZ	00002945	37.08	22.77
MAP.69557	MAP.69556.collection							Greece	GAZ	00002945	37.08	22.77
MAP.71616	MAP.71616.collection							Poland	GAZ	00002939	53.15	18.18
MAP.71617	MAP.71616.collection							Poland	GAZ	00002939	53.15	18.18
MAP.72761	MAP.72761.collection							Portugal	GAZ	00002944	37.38	-7.53
MAP.73521	MAP.73521.collection							Russian Federation	GAZ	00002721	46.07	40.9
MAP.68571	MAP.68571.collection							Spain	GAZ	00000591	40.97	-5.67
MAP.74701	MAP.74701.collection							Serbia	GAZ	00002957	45.77	19.11
MAP.74702	MAP.74701.collection							Serbia	GAZ	00002957	45.77	19.11
MAP.74703	MAP.74701.collection							Serbia	GAZ	00002957	45.77	19.11
MAP.70466	MAP.70466.collection							Italy	GAZ	00002650	41.2898	13.2514
MAP.70467	MAP.70466.collection							Italy	GAZ	00002650	41.2898	13.2514
MAP.69786	MAP.69786.collection							Hungary	GAZ	00002952	46.28	18.77
MAP.69787	MAP.69786.collection							Hungary	GAZ	00002952	46.28	18.77
MAP.66446	MAP.66446.collection							Albania	GAZ	00002953	41.97	19.53
MAP.66447	MAP.66446.collection							Albania	GAZ	00002953	41.97	19.53
MAP.66956	MAP.66956.collection							Belgium	GAZ	00002938	51.03	4.47
MAP.4001	MAP.4001.collection		light trap	human baited net trap	animal baited net trap		2000-12/2000-12	Turkey	GAZ	00000558	37.75	39.6666
MAP.74871	MAP.74871.collection							Macedonia FYR	GAZ	00006895	41.08	21.02
MAP.74872	MAP.74871.collection							Macedonia FYR	GAZ	00006895	41.08	21.02
MAP.71166	MAP.71166.collection							Netherlands	GAZ	00001549	51.62	4.83
MAP.71167	MAP.71166.collection							Netherlands	GAZ	00001549	51.62	4.83
MAP.68361	MAP.68361.collection							United Kingdom	GAZ	00002637	51.22	-1.05
MAP.67196	MAP.67196.collection							Croatia	GAZ	00002719	44.53	15.77
MAP.66686	MAP.66686.collection							Austria	GAZ	00002942	46.82	15.89
MAP.66687	MAP.66686.collection							Austria	GAZ	00002942	46.82	15.89
MAP.72321	MAP.72321.collection							Portugal	GAZ	00002944	38.03	-8.12
MAP.67776	MAP.67776.collection							Germany	GAZ	00002646	49.99	8.28
MAP.67777	MAP.67776.collection							Germany	GAZ	00002646	49.99	8.28
MAP.71101	MAP.71101.collection							Netherlands	GAZ	00001549	52.48	4.65
MAP.71102	MAP.71101.collection							Netherlands	GAZ	00001549	52.48	4.65
MAP.74666	MAP.74666.collection							Slovenia	GAZ	00002955	46.08	15.18
MAP.74667	MAP.74666.collection							Slovenia	GAZ	00002955	46.08	15.18
MAP.74668	MAP.74666.collection							Slovenia	GAZ	00002955	46.08	15.18
MAP.74669	MAP.74666.collection							Slovenia	GAZ	00002955	46.08	15.18
MAP.68186	MAP.68186.collection							Romania	GAZ	00002951	44.53	27.18
MAP.68187	MAP.68186.collection							Romania	GAZ	00002951	44.53	27.18
MAP.68188	MAP.68186.collection							Romania	GAZ	00002951	44.53	27.18
MAP.68189	MAP.68186.collection							Romania	GAZ	00002951	44.53	27.18
MAP.73366	MAP.73366.collection							Russian Federation	GAZ	00002721	59.58	30.42
MAP.73367	MAP.73366.collection							Russian Federation	GAZ	00002721	59.58	30.42
MAP.28600	MAP.28600.collection		outside shelter natural				1995-05/1997-09	Italy	GAZ	00002650	45.353	12.094
MAP.40399	MAP.40399.collection		animal baited net trap	animal shed resting	house resting inside			Turkey	GAZ	00000558	37.6	39.3167
MAP.72261	MAP.72261.collection							Portugal	GAZ	00002944	38.3	-8.22
MAP.68236	MAP.68236.collection							Denmark	GAZ	00002635	54.78	11.05
MAP.68406	MAP.68406.collection							United Kingdom	GAZ	00002637	50.9	-0.53
MAP.68407	MAP.68406.collection							United Kingdom	GAZ	00002637	50.9	-0.53
MAP.67211	MAP.67211.collection							Bosnia and Herzegovina	GAZ	00006887	44.94	16.62
MAP.67212	MAP.67211.collection							Bosnia and Herzegovina	GAZ	00006887	44.94	16.62
MAP.67213	MAP.67211.collection							Bosnia and Herzegovina	GAZ	00006887	44.94	16.62
MAP.67214	MAP.67211.collection							Bosnia and Herzegovina	GAZ	00006887	44.94	16.62
MAP.10918	MAP.10918.collection		animal shed resting				2002-07/2002-07	Romania	GAZ	00002951	43.822	28.58
MAP.10919	MAP.10918.collection		animal shed resting				2002-07/2002-07	Romania	GAZ	00002951	43.822	28.58
MAP.73831	MAP.73831.collection							Sweden	GAZ	00002729	57.42	12
MAP.73832	MAP.73831.collection							Sweden	GAZ	00002729	57.42	12
MAP.68546	MAP.68546.collection							Spain	GAZ	00000591	36.77	-6.2
MAP.70121	MAP.70121.collection							Italy	GAZ	00002650	40.58	9.28
MAP.68271	MAP.68271.collection							Denmark	GAZ	00002635	54.8496	11.74
MAP.68272	MAP.68271.collection							Denmark	GAZ	00002635	54.8496	11.74
MAP.74231	MAP.74231.collection							Sweden	GAZ	00002729	57.25	15.5
MAP.70606	MAP.70606.collection							Italy	GAZ	00002650	41.57	14.65
MAP.70607	MAP.70606.collection							Italy	GAZ	00002650	41.57	14.65
MAP.42321	MAP.42321.collection		indoor light trap	light trap			2005-05/2005-05	Morocco	GAZ	00000565	34.917	-4.901
MAP.42328	MAP.42321.collection		indoor light trap	light trap			2005-05/2005-05	Morocco	GAZ	00000565	34.917	-4.901
MAP.67761	MAP.67761.collection							Germany	GAZ	00002646	53.527	8.12
MAP.70326	MAP.70326.collection							Italy	GAZ	00002650	42.42	11.87
MAP.70327	MAP.70326.collection							Italy	GAZ	00002650	42.42	11.87
MAP.73181	MAP.73181.collection							Romania	GAZ	00002951	43.65	25.35
MAP.73182	MAP.73181.collection							Romania	GAZ	00002951	43.65	25.35
MAP.73183	MAP.73181.collection							Romania	GAZ	00002951	43.65	25.35
MAP.73184	MAP.73181.collection							Romania	GAZ	00002951	43.65	25.35
MAP.69676	MAP.69676.collection							Croatia	GAZ	00002719	43.74	16.69
MAP.69677	MAP.69676.collection							Croatia	GAZ	00002719	43.74	16.69
MAP.69678	MAP.69676.collection							Croatia	GAZ	00002719	43.74	16.69
MAP.69679	MAP.69676.collection							Croatia	GAZ	00002719	43.74	16.69
MAP.73351	MAP.73351.collection							Russian Federation	GAZ	00002721	54.67	20.5
MAP.67511	MAP.67511.collection							Czech Republic	GAZ	00002954	50.63	13.72
MAP.69426	MAP.69426.collection							Italy	GAZ	00002650	40.58	16.75
MAP.69427	MAP.69426.collection							Italy	GAZ	00002650	40.58	16.75
MAP.68793	MAP.68793.collection							Finland	GAZ	00002937	60.47	26.92
MAP.74681	MAP.74681.collection							Bosnia and Herzegovina	GAZ	00006887	44.75	16.68
MAP.74682	MAP.74681.collection							Bosnia and Herzegovina	GAZ	00006887	44.75	16.68
MAP.74683	MAP.74681.collection							Bosnia and Herzegovina	GAZ	00006887	44.75	16.68
MAP.67606	MAP.67606.collection							Czech Republic	GAZ	00002954	49.03	15.57
MAP.67607	MAP.67606.collection							Czech Republic	GAZ	00002954	49.03	15.57
MAP.74836	MAP.74836.collection							Serbia	GAZ	00002957	44.83	20.5
MAP.74837	MAP.74836.collection							Serbia	GAZ	00002957	44.83	20.5
MAP.74838	MAP.74836.collection							Serbia	GAZ	00002957	44.83	20.5
MAP.74756	MAP.74756.collection							Serbia	GAZ	00002957	44.78	19.7
MAP.74757	MAP.74756.collection							Serbia	GAZ	00002957	44.78	19.7
MAP.67931	MAP.67931.collection							Germany	GAZ	00002646	54.4	9.77
MAP.74741	MAP.74741.collection							Serbia	GAZ	00002957	44.67	19.33
MAP.74742	MAP.74741.collection							Serbia	GAZ	00002957	44.67	19.33
MAP.74646	MAP.74646.collection							Ukraine	GAZ	00002724	46.82	33.48
MAP.67101	MAP.67101.collection							Bulgaria	GAZ	00002950	42.55	27.28
MAP.67102	MAP.67101.collection							Bulgaria	GAZ	00002950	42.55	27.28
MAP.67103	MAP.67101.collection							Bulgaria	GAZ	00002950	42.55	27.28
MAP.69311	MAP.69311.collection							France	GAZ	00003940	46	5.67
MAP.71766	MAP.71766.collection							Poland	GAZ	00002939	54.03	22.52
MAP.71767	MAP.71766.collection							Poland	GAZ	00002939	54.03	22.52
MAP.70551	MAP.70551.collection							Italy	GAZ	00002650	37.58	14.17
MAP.70552	MAP.70551.collection							Italy	GAZ	00002650	37.58	14.17
MAP.66801	MAP.66801.collection							Belgium	GAZ	00002938	51.17	2.88
MAP.67616	MAP.67616.collection							Czech Republic	GAZ	00002954	49.48	15.72
MAP.67617	MAP.67616.collection							Czech Republic	GAZ	00002954	49.48	15.72
MAP.12557	MAP.12557.collection		light trap	man biting	animal shed resting	house resting inside	1993-10/1993-10	Egypt	GAZ	00003934	29.416	30.833
MAP.73936	MAP.73936.collection							Sweden	GAZ	00002729	56.15	12.95
MAP.73937	MAP.73936.collection							Sweden	GAZ	00002729	56.15	12.95
MAP.68775	MAP.68775.collection							Finland	GAZ	00002937	65.47	25.38
MAP.74286	MAP.74286.collection							Sweden	GAZ	00002729	57.17	16.05
MAP.74521	MAP.74521.collection							Sweden	GAZ	00002729	63.13	17.75
MAP.72751	MAP.72751.collection							Portugal	GAZ	00002944	38.28	-7.55
MAP.69516	MAP.69516.collection							Greece	GAZ	00002945	39.03	22.4
MAP.69517	MAP.69516.collection							Greece	GAZ	00002945	39.03	22.4
MAP.74001	MAP.74001.collection							Sweden	GAZ	00002729	55.83	13.33
MAP.74002	MAP.74001.collection							Sweden	GAZ	00002729	55.83	13.33
MAP.73921	MAP.73921.collection							Sweden	GAZ	00002729	58.08	12.78
MAP.72586	MAP.72586.collection							Portugal	GAZ	00002944	38.2	-7.8
MAP.74201	MAP.74201.collection							Sweden	GAZ	00002729	57.43	15.08
MAP.69521	MAP.69521.collection							Greece	GAZ	00002945	38.92	22.43
MAP.69522	MAP.69521.collection							Greece	GAZ	00002945	38.92	22.43
MAP.70501	MAP.70501.collection							Italy	GAZ	00002650	37.83	13.57
MAP.41994	MAP.41994.collection		indoor light trap				2001-05/2005-11	Spain	GAZ	00000591	42.201	3.104
MAP.74271	MAP.74271.collection							Sweden	GAZ	00002729	60.22	16
MAP.70896	MAP.70896.collection							Greece	GAZ	00002945	40.93	22.45
MAP.70897	MAP.70896.collection							Greece	GAZ	00002945	40.93	22.45
MAP.74111	MAP.74111.collection							Sweden	GAZ	00002729	57.78	14.25
MAP.70411	MAP.70411.collection							Italy	GAZ	00002650	37.8	12.43
